,tf_list
YEL013W,YIL036W; YLR228C; YEL009C; YGL013C; YDL020C; YML007W; YBL005W; YJR060W; YPL038W; YDR123C; YER169W; YOR290C; YCR084C; YBR083W; YBR049C; YGL237C; YJR127C; YGL254W
YMR303C,YKL112W; YNL027W; YIL036W; YFL021W; YEL009C; YGL073W; YKL032C; YIR017C; YGL035C; YMR037C; YKL062W; YLR176C; YLR403W; YIL101C; YML007W; YOR162C; YOR140W; YPR104C; YBL054W; YGL071W; YJR060W; YPL038W; YER040W; YOR032C; YKR099W; YDR123C; YBL103C; YJL127C; YDR310C; YOR290C; YMR016C; YCR084C; YPL254W; YHR084W; YNL199C; YAL051W; YBR083W; YOR344C; YDR253C; YJL089W; YNL167C; YML027W; YMR043W; YPL177C; YKL109W; YCL055W; YKL038W; YDR216W; YNL216W; YJL056C; YLR131C; YGR249W; YMR070W; YKL043W; YHR178W; YBR240C; YNL103W; YDR421W; YPL075W; YLR223C; YLR451W; YPR008W; YMR280C; YPR065W; YFL031W; YOR363C; YPL133C; YDR392W; YKL015W; YDR096W; YLR182W; YPL128C; YGL166W; YPL248C; YOL028C; YLR013W; YER045C; YDR335W
YKL139W,YEL009C; YIR017C; YGL013C; YLR176C; YDL020C; YML007W; YDR259C; YBL005W; YJR060W; YPL038W; YER040W; YDR123C; YHL027W; YHR084W; YNL199C; YER028C; YBR083W; YFR034C; YOR358W; YJR127C; YGL254W; YOR230W
YNR023W,YIL036W; YEL009C; YIR017C; YGL013C; YLR176C; YDL020C; YLR403W; YIL101C; YML007W; YDR259C; YBL005W; YJR060W; YOR290C; YHR084W; YBR083W; YDR253C
YGL254W,YKL112W; YOR028C; YIL036W; YFL021W; YEL009C; YKL032C; YGL209W; YGL013C; YDL020C; YML007W; YBL005W; YJR060W; YPL038W; YER040W; YER111C; YMR164C; YOL067C; YDR463W; YIL131C; YCR084C; YHR084W; YNL199C; YBR083W; YDR253C; YER130C; YHR006W; YOR363C; YDR392W; YKL015W; YGL254W; YPL128C; YIR013C
YHR040W,YKL112W; YLR228C; YFL021W; YEL009C; YIR017C; YGL013C; YLR176C; YDL020C; YIL101C; YML007W; YBL005W; YGL071W; YJR060W; YPL038W; YER111C; YDR123C; YDR207C; YDR253C; YBR049C; YJL110C; YCR065W; YHR206W; YER109C; YFL031W; YKL015W; YGL166W
YJR108W,YKL112W; YOR028C; YLR228C; YFL021W; YEL009C; YKL032C; YMR037C; YLR176C; YDL020C; YIL101C; YML007W; YIR018W; YDR259C; YOR162C; YBL005W; YPL038W; YER040W; YHR084W; YER028C; YBR083W; YMR182C; YMR043W; YBR049C; YPL177C; YFR034C; YNL216W; YOL108C; YJR127C; YBR240C; YPL075W; YOR363C; YDR146C; YPL248C; YER068W
YLL046C,YKL112W; YOR028C; YNL068C; YEL009C; YIR017C; YDL020C; YLR403W; YIL101C; YIR018W; YOR162C; YPR104C; YBL005W; YJR060W; YPL038W; YER040W; YKR099W; YDR123C; YER169W; YDR207C; YIL131C; YCR084C; YHR084W; YBR083W; YDR253C; YJL110C; YPR199C; YDL056W; YER109C; YMR070W; YKL015W; YIR013C; YGL166W; YLR013W
YBL039C,YKL112W; YFL021W; YEL009C; YIR017C; YMR037C; YKL062W; YGL013C; YDL020C; YLR403W; YKL020C; YML007W; YOR162C; YBL005W; YGL071W; YJR060W; YPL038W; YER040W; YER111C; YKR099W; YDR123C; YMR164C; YHL020C; YHL027W; YER169W; YDR207C; YMR016C; YIR033W; YPL254W; YHR084W; YDR253C; YNL167C; YPL089C; YHR206W; YOL108C; YHR178W; YNL103W; YPL128C; YBR182C
YPL187W,YOR028C; YIL036W; YFL021W; YEL009C; YKL032C; YGL035C; YGL209W; YMR037C; YKL062W; YGL013C; YLR176C; YDL020C; YLR403W; YKL020C; YIL101C; YML007W; YOR162C; YPR104C; YBL005W; YPL038W; YER040W; YOR032C; YER111C; YKR099W; YIR023W; YDR123C; YHL027W; YDR310C; YOR290C; YMR016C; YCR084C; YHR084W; YER028C; YOR344C; YDR253C; YOR380W; YER161C; YDR451C; YMR043W; YPL177C; YPR199C; YKL109W; YFR034C; YCL055W; YKL038W; YHR206W; YDL056W; YDR216W; YNL216W; YJL056C; YLR131C; YOL108C; YOR358W; YKL043W; YHR178W; YBR240C; YDR421W; YLR223C; YMR280C; YOR363C; YPL133C; YDR392W; YKL015W; YDR146C; YPL248C; YOL028C; YLR013W; YER045C; YHL009C; YLR266C; YDR520C
YLR362W,YOR028C; YIL036W; YFL021W; YEL009C; YKL032C; YIR017C; YGL013C; YDL020C; YLR403W; YKL020C; YML007W; YBL005W; YGL071W; YJR060W; YPL038W; YKR099W; YOR290C; YCR084C; YIR033W; YBR083W; YDR253C; YLR098C; YNL103W; YFL031W; YDR392W; YLR013W
YER098W,YOR028C; YKL032C; YIR017C; YGL209W; YMR037C; YKL062W; YJR060W; YPL038W; YDR123C; YHL027W; YDR463W; YHR084W; YBR083W; YDR253C; YMR043W; YPL075W; YDR477W; YLR182W
YGR235C,YKL112W; YIL036W; YFL021W; YEL009C; YKL032C; YIR017C; YMR037C; YKL062W; YGL013C; YDL020C; YLR403W; YML007W; YBL005W; YGL071W; YJR060W; YKR099W; YHL027W; YDR463W; YDR207C; YOR290C; YMR016C; YPL254W; YER028C; YDR253C; YNL167C; YER161C; YML027W; YBR049C; YKL109W; YGL162W; YOL108C; YMR070W; YPL075W; YDR392W; YGL254W; YDR096W
YLR189C,YOR028C; YNL068C; YEL009C; YIR017C; YGL013C; YDL020C; YML007W; YBL005W; YJR060W; YPL038W; YBL103C; YJL127C; YDR463W; YIL131C; YMR016C; YHR084W; YNL199C; YBR083W; YMR043W; YNL097C; YCR065W; YER109C; YNL216W; YGL237C; YPR008W; YPL128C; YOR372C; YBR297W
YMR142C,YOR028C; YIL036W; YNL068C; YEL009C; YGL073W; YIR017C; YMR037C; YGL013C; YDL020C; YLR403W; YKL020C; YML007W; YIR018W; YDR259C; YOR162C; YPR104C; YBL005W; YJR060W; YPL038W; YER040W; YKR099W; YPL049C; YDR123C; YMR164C; YDL106C; YER169W; YBL103C; YJL127C; YDL170W; YIL131C; YOR290C; YCR084C; YIR033W; YPL254W; YHR084W; YNL199C; YAL051W; YHR124W; YDR253C; YDR277C; YMR182C; YNL167C; YER161C; YBR049C; YJL110C; YFR034C; YNL216W; YGL237C; YPL075W; YLR223C; YLR182W; YLR013W; YML081W
YNR049C,YIL036W; YFL021W; YEL009C; YMR037C; YGL013C; YDL020C; YLR403W; YKL020C; YML007W; YPR104C; YBL005W; YPL038W; YKR099W; YHL027W; YOL067C; YDR463W; YOR290C; YPL254W; YNL199C; YDR253C; YDR277C; YML027W; YOL108C; YGL237C; YGR249W; YNL103W
YPL096C-A,YDL020C; YBL005W; YJR060W
YDR384C,YKL112W; YFL021W; YEL009C; YGL073W; YKL032C; YIR017C; YMR037C; YKL062W; YGL013C; YDL020C; YLR403W; YKL020C; YIL101C; YML007W; YIR018W; YOR162C; YOR140W; YPR104C; YBL005W; YJR060W; YPL038W; YER040W; YKR099W; YDR123C; YER169W; YOL067C; YBL103C; YJL127C; YDR463W; YBR239C; YIL131C; YOR290C; YMR016C; YCR084C; YIR033W; YPL254W; YHR084W; YNL199C; YER028C; YAL051W; YBR083W; YOR344C; YLR256W; YHR124W; YPL177C; YFR034C; YDR216W; YER109C; YGL162W; YML099C; YOL108C; YOR358W; YGR249W; YMR070W; YKL043W; YHR006W; YHR178W; YLR223C; YLR451W; YDR423C; YMR280C; YPR065W; YKR064W; YFL031W; YOR363C; YPL133C; YDR392W
YBL067C,YIL036W; YEL009C; YIR017C; YGL013C; YDL020C; YML007W; YBL005W; YJR060W; YPL038W; YIL131C; YHR084W; YPR199C; YDL056W; YDR216W; YJR127C
YGR048W,YFL021W; YEL009C; YIR017C; YMR037C; YKL062W; YGL013C; YDL020C; YML007W; YBL005W; YJR060W; YKR099W; YDR123C; YIL131C; YIR033W; YPL254W; YBR083W; YDR253C; YMR043W; YNL216W; YPL075W; YFL031W; YDR501W
YPL010W,YOR028C; YIL036W; YFL021W; YEL009C; YIR017C; YGL013C; YDL020C; YKL020C; YIL101C; YML007W; YBL005W; YJR060W; YOR032C; YOR344C; YDR253C; YPL177C; YNL314W; YFR034C; YKL038W; YGL237C; YBR240C; YFL031W; YOR363C; YPL248C; YOL028C
YKL013C,YKL112W; YIL036W; YFL021W; YEL009C; YGL209W; YGL013C; YPL038W; YKR099W; YER169W; YJL127C; YCR084C; YDR253C; YMR043W; YFR034C; YGL237C; YBR297W
YDL209C,YKL112W; YEL009C; YKL032C; YLR176C; YML007W; YPR104C; YGL071W; YHL027W; YER169W; YIL131C; YHR084W; YBR083W; YDR253C; YML027W; YBR049C; YER109C
YPL011C,YIL036W; YEL009C; YIR017C; YMR037C; YKL062W; YGL013C; YDL020C; YLR403W; YML007W; YBL005W; YJR060W; YPL038W; YKR099W; YDR253C; YMR043W; YNL314W; YNL216W; YGR249W; YKL043W; YPL075W; YDR009W
YBR258C,YKL112W; YEL009C; YGL073W; YKL032C; YIR017C; YGL013C; YDL020C; YLR403W; YML007W; YPR104C; YBL005W; YJR060W; YPL038W; YER040W; YHR084W; YER028C; YBR083W; YOR344C; YMR043W; YCL055W; YPL089C; YDR213W
YDR382W,YIL036W; YEL009C; YGL073W; YIR017C; YMR037C; YKL062W; YGL013C; YDL020C; YLR403W; YKL020C; YML007W; YOR162C; YPR104C; YBL005W; YJR060W; YPL038W; YOL116W; YER169W; YJL127C; YIL131C; YOR290C; YCR084C; YIR033W; YPL254W; YHR084W; YER028C; YDR451C; YMR043W; YHR206W; YNL216W; YGL237C; YDR421W; YPL075W; YLR223C; YLR451W; YPR008W; YJL103C
YGR220C,YKL112W; YIL036W; YNL068C; YEL009C; YGL073W; YIR017C; YMR037C; YKL062W; YGL013C; YDL020C; YLR403W; YML007W; YOR162C; YBL005W; YJR060W; YPL038W; YKR099W; YLR113W; YJL127C; YHR084W; YML076C; YAL051W; YDR253C; YDR277C; YOR380W; YJL089W; YNL167C; YPR009W; YBR049C; YNL097C; YOL108C; YGL237C; YHR006W
YPL167C,YEL009C; YGL035C; YGL013C; YDL020C; YML007W; YBL005W; YJR060W; YPL038W; YKR099W; YHR084W; YBR083W; YHR124W; YDR253C; YDL056W
YBR003W,YKL112W; YIL036W; YEL009C; YGL073W; YIR017C; YMR037C; YKL062W; YGL013C; YDL020C; YKL020C; YML007W; YBL005W; YPL038W; YDR123C; YER169W; YDR207C; YCR084C; YER028C; YBR083W; YCR106W; YDR451C; YML027W; YNL314W; YOL108C; YPR008W; YPR065W
YLR398C,YKL112W; YIL036W; YFL021W; YEL009C; YKL032C; YGL013C; YDL020C; YLR403W; YML007W; YBL005W; YJR060W; YPL038W; YHL027W; YDR463W; YOR290C; YMR016C; YCR084C; YPL254W; YBR083W; YHR124W; YDR253C; YER088C; YOR380W; YJL089W; YNL167C; YER161C; YDL048C; YDR451C; YML027W; YNL314W; YCL055W; YNL216W; YPL075W; YKR064W
YDR034C,YKL112W; YOR028C; YEL009C; YKL032C; YIR017C; YKL062W; YGL013C; YDL020C; YML007W; YOR162C; YPR104C; YBL005W; YJR060W; YPL038W; YER040W; YKR099W; YDR123C; YDR463W; YCR084C; YHR084W; YNL199C; YBR083W; YDR253C; YER130C; YNL314W; YOL108C; YOR358W; YKL043W; YHR006W; YJR127C; YHR178W; YBR240C; YDR034C
YPR178W,YEL009C; YHR124W; YFL021W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YDR253C; YKL112W; YJL127C; YLR176C
YIR018W,YKR099W; YIL131C; YEL009C; YKL032C; YMR037C; YNL216W; YHR084W; YER111C; YBR083W; YDR207C; YHR124W; YOR162C; YKL062W; YGL071W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YDR253C; YNL103W; YMR070W; YIL036W; YPL075W; YGL073W; YMR016C; YCR084C; YNL199C; YNL167C; YER040W; YHR206W; YLR451W; YDR123C; YDR463W; YDR259C; YIR018W; YPL128C; YDR520C
YML065W,YKR099W; YEL009C; YHR084W; YBR083W; YHR124W; YGL071W; YJR127C; YLR403W; YDL020C; YGL013C; YBL005W; YML007W; YDR253C; YJL056C; YIL036W; YCR084C; YHL027W; YJL127C; YDR392W; YKL020C; YDR310C
YJL089W,YKR099W; YEL009C; YKL032C; YMR037C; YNL216W; YHR084W; YBR083W; YDR207C; YHR124W; YOR162C; YKL062W; YFL021W; YJR127C; YGL013C; YBL005W; YML007W; YPL038W; YDR253C; YDL056W; YOR113W; YPL075W; YGL073W; YMR043W; YBR049C; YMR016C; YLR256W; YER109C; YCR084C; YNL199C; YDR421W; YNL167C; YER040W; YMR042W; YBL103C; YJL127C; YPR104C; YCL055W; YOR140W; YDR123C; YFL031W; YER169W; YDR213W; YHR178W; YGL162W; YNL314W; YML099C; YLR176C; YPR065W; YDR451C; YML027W; YGR249W; YPL133C; YJL089W; YOR028C; YIR023W; YMR280C; YGR044C; YMR172W
YPR120C,YNL068C; YEL009C; YKL032C; YMR037C; YHR084W; YER111C; YBR083W; YHR124W; YPR199C; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YDR253C; YDL056W; YOR344C; YKL112W; YER040W; YDR463W; YGR249W; YJR094C
YLR429W,YEL009C; YKL032C; YBR083W; YIL101C; YFL021W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YDR253C; YIL036W; YOR290C; YCR084C; YHL027W; YJL127C; YHR206W; YDR123C; YOL108C; YKL020C; YOR358W; YIR033W; YBR297W
YLR107W,YKR099W; YNL027W; YNL068C; YEL009C; YMR037C; YNL216W; YHR084W; YIL101C; YOR162C; YGL071W; YLR403W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YDR253C; YMR043W; YBR049C; YER109C; YBL103C; YDR123C; YOL108C; YGR249W; YKL020C; YIR033W; YGL035C; YGR044C; YNL097C
YMR282C,YEL009C; YHR084W; YLR403W; YDL020C; YBL005W; YIR017C; YJR060W; YPL038W; YIL036W; YOR290C; YLR256W; YNL167C; YDR277C; YDL106C; YJL127C; YPR104C
YNL087W,YKR099W; YIL131C; YEL009C; YMR037C; YNL216W; YHR084W; YER111C; YBR083W; YIL101C; YHR124W; YKL062W; YLR403W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YMR016C; YNL199C; YHL027W; YNL167C; YDL106C; YJL127C; YPR104C; YHR206W; YGL237C; YNL314W; YDR259C; YDR451C; YGR249W; YOR028C; YIR033W; YDR043C; YBR297W; YDR216W; YOL028C; YDR423C
YDR532C,YKR099W; YEL009C; YNL216W; YHR084W; YBR083W; YPR199C; YLR403W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YDR253C; YNL103W; YMR016C; YER109C; YHL027W; YER040W; YOL108C; YLR182W
YLR262C,YEL009C; YFL021W; YGL071W; YJR127C; YLR403W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YDR253C; YBR240C; YIL036W; YOR290C; YPL177C; YPL248C; YOR363C; YOR344C; YMR043W; YBR049C; YMR016C; YER109C; YCR084C; YNL199C; YHL027W; YAL051W; YBL103C; YDR123C; YDR463W; YOR032C; YDR392W; YJL089W; YPL202C; YDR043C; YML081W; YOL067C
YMR094W,YNL027W; YEL009C; YMR037C; YHR084W; YER111C; YBR083W; YDR207C; YIL101C; YKL062W; YFL021W; YLR403W; YDL020C; YBL005W; YML007W; YJR060W; YPL038W; YIL036W; YOR290C; YGL073W; YLR131C; YDR421W; YER040W; YMR164C; YJL127C; YER169W; YHR178W; YDR259C; YDR310C; YFR034C; YHL009C
YAL021C,YKR099W; YEL009C; YKL032C; YHR084W; YJR127C; YLR403W; YDL020C; YGL013C; YBL005W; YML007W; YJR060W; YPL038W; YIL036W; YPL177C; YOR363C; YOR344C; YPL075W; YHL027W; YGL237C; YER169W; YDR216W
YCL031C,YKR099W; YIL131C; YNL068C; YEL009C; YKL032C; YMR037C; YNL216W; YER111C; YOR162C; YFL021W; YPR199C; YLR403W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YIL036W; YOR290C; YOR344C; YMR043W; YKL112W; YMR016C; YER109C; YCR084C; YNL199C; YDR421W; YMR021C; YHL027W; YNL167C; YER040W; YMR042W; YPL049C; YMR164C; YDR277C; YAL051W; YDL106C; YOR380W; YBL103C; YJL127C; YER161C; YHR006W; YPR009W; YDL170W; YPL139C; YIL130W
YDR308C,YIL131C; YBR083W; YOR162C; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YDR253C; YIL036W; YMR043W; YPR104C; YHR206W; YOL108C; YJL089W; YKL015W
YDL007W,YNL068C; YEL009C; YMR037C; YHR084W; YOR162C; YGL071W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YDR253C; YPL075W; YGL073W; YBR049C; YER109C; YHL027W; YLR176C; YDR259C; YPR065W
YJR105W,YNL068C; YEL009C; YKL032C; YER028C; YMR037C; YNL216W; YIL101C; YKL062W; YJR127C; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YDR253C; YPL248C; YPL075W; YGL073W; YMR043W; YBR049C; YKL112W; YLR256W; YHL027W; YAL051W; YBL103C; YPR104C; YHR206W; YDR123C; YOL108C; YHR178W; YDR146C; YFR034C; YOL028C; YHL009C
YDL225W,YEL009C; YNL216W; YBR083W; YGL071W; YLR403W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YDR253C; YIL036W; YPL254W; YOR290C; YBR049C; YCR084C; YHL027W; YER040W; YDL106C; YPR104C; YML099C; YDR501W; YDR146C
YAL011W,YEL009C; YKL032C; YMR037C; YNL216W; YHR084W; YOR162C; YKL062W; YPR199C; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YOR113W; YPL254W; YOR344C; YKL112W; YNL199C; YKL109W; YOR028C; YOR358W; YGL035C; YFR034C; YOL028C; YDR423C
YNL088W,YIL131C; YNL068C; YEL009C; YKL032C; YFL021W; YDL020C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YDR253C; YIL036W; YOR290C; YBR049C; YMR016C; YCR084C; YHL027W; YDR277C; YER161C; YDR123C; YOL108C; YGL237C; YDR463W; YDR259C; YKL020C; YOR028C; YDR043C; YBR182C; YLR014C; YKR064W
YLR109W,YKR099W; YNL027W; YIL131C; YNL068C; YEL009C; YKL032C; YMR037C; YKL043W; YHR084W; YOR162C; YKL062W; YGL071W; YLR403W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YDR253C; YDL056W; YIL036W; YPL254W; YOR290C; YOR344C; YPL075W; YGL073W; YKL112W; YMR016C; YLR256W; YCR084C; YKL109W; YNL167C; YER040W; YBL103C; YPR104C; YHR206W; YDR123C; YOL108C; YFL031W; YGL237C; YER169W; YDR213W; YGL162W; YLR176C; YDR259C; YPR065W; YGR249W; YKL020C; YKL015W; YOR028C; YPL202C; YLR228C; YGL035C; YGL209W; YGL254W; YGL166W; YFR034C; YPL128C; YMR172W; YOL028C; YDR423C; YOL067C
YJL217W,YKR099W; YEL009C; YKL032C; YMR037C; YKL043W; YHR084W; YER111C; YIL101C; YJR127C; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YDR253C; YIR013C; YMR070W; YPL254W; YPL248C; YOR344C; YGL073W; YBR049C; YKL112W; YLR131C; YMR016C; YDR096W; YCR084C; YMR021C; YER040W; YMR164C; YBL103C; YPR104C; YCL055W; YLR451W; YER169W; YOR032C; YGL162W; YDR146C; YLR176C; YDR259C; YGR044C; YDR216W; YBR150C
YPL176C,YEL009C; YKL032C; YNL216W; YHR084W; YIL101C; YHR124W; YOR162C; YGL071W; YLR403W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YDR253C; YDL056W; YJL056C; YKL112W; YLR256W; YJL110C; YCR084C; YHL027W; YDL106C; YDR123C; YOL108C; YGL237C; YER169W; YML027W; YPR008W; YIR033W; YPL089C; YBR182C; YFR034C; YPL128C
YOL093W,YKR099W; YEL009C; YHR084W; YBR083W; YDR207C; YLR403W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YDR253C; YOR290C; YPL177C; YOR344C; YMR043W; YMR021C; YHL027W; YER040W; YJL127C; YER169W; YDR392W; YML027W; YKR064W
YML109W,YKR099W; YEL009C; YHR084W; YER111C; YBR083W; YHR124W; YLR403W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YDR253C; YOR290C; YMR043W; YBR049C; YKL112W; YMR016C; YCR084C; YKL109W; YHL027W; YAL051W; YJL127C; YHR006W; YPL139C; YDR463W; YGL162W; YML027W; YJL089W; YDR310C; YLR113W; YML051W; YKR064W
YLR387C,YKR099W; YEL009C; YKL032C; YMR037C; YNL216W; YHR084W; YIL101C; YKL062W; YFL021W; YPR199C; YLR403W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YDR253C; YDL056W; YIL036W; YMR043W; YMR016C; YMR021C; YNL167C; YMR042W; YDL106C; YER161C; YPR104C; YLR223C; YDR123C; YOL108C; YER169W; YLR176C; YDR259C; YPR065W; YCR106W; YPR008W; YJL089W; YOR028C; YBL021C; YGL166W; YDR477W; YDR520C; YLR014C; YMR019W
YLR445W,YIL131C; YEL009C; YMR037C; YHR084W; YBR083W; YDR207C; YKL062W; YFL021W; YJR127C; YBL005W; YML007W; YDR253C; YGL073W; YMR016C; YHL027W; YER040W; YJL127C; YCL055W; YFL031W; YDR423C
YNL288W,YIL131C; YEL009C; YMR037C; YNL216W; YHR084W; YER111C; YBR083W; YHR124W; YOR162C; YFL021W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YDR253C; YDL056W; YIL036W; YPL254W; YPL177C; YPL248C; YMR043W; YMR016C; YNL199C; YER040W; YJL127C; YKL020C; YOR358W; YLR228C; YPL128C; YOL028C
YDR190C,YEL009C; YHR084W; YER111C; YBR083W; YHR124W; YGL071W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YDR253C; YDL056W; YIL036W; YOR290C; YOR344C; YMR043W; YBR049C; YCR084C; YHL027W; YJL127C; YDR451C; YML027W; YCR106W
YFR051C,YIL131C; YNL068C; YEL009C; YER028C; YNL216W; YHR124W; YOR162C; YFL021W; YLR403W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YDR253C; YPL177C; YPL248C; YOR363C; YOR344C; YPL075W; YMR043W; YBR049C; YDL106C; YJL127C; YDR123C; YOL108C; YDR392W; YDR451C; YOR028C; YBR297W; YDR477W
YLR007W,YKR099W; YIL131C; YEL009C; YMR037C; YHR084W; YBR083W; YLR403W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YPL038W; YDR253C; YPL177C; YOR344C; YJL127C; YDR123C; YOR028C; YPL128C
YJR025C,YKR099W; YIL131C; YEL009C; YMR037C; YNL216W; YHR084W; YER111C; YBR083W; YDR207C; YOR162C; YKL062W; YPR199C; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YDR253C; YMR070W; YJL056C; YIL036W; YOR363C; YPL075W; YLR131C; YMR016C; YLR256W; YNL199C; YKL109W; YMR021C; YNL167C; YER040W; YDL106C; YBL103C; YJL127C; YPL139C; YPR104C; YLR223C; YCL055W; YLR451W; YFL031W; YGL237C; YER169W; YDR392W; YHR178W; YGL162W; YDR451C; YOR028C; YOR358W; YIR033W; YGL035C; YDR310C; YGL166W; YDR477W; YLR113W; YHR056C; YNL097C
YGL148W,YKR099W; YIL131C; YNL068C; YEL009C; YER028C; YMR037C; YOR162C; YGL071W; YPR199C; YLR403W; YDL020C; YGL013C; YBL005W; YML007W; YJR060W; YDR253C; YJL056C; YPL075W; YKL112W; YLR131C; YMR016C; YCR084C; YNL199C; YNL167C; YER040W; YPL049C; YDR277C; YAL051W; YDL106C; YBL103C; YJL127C; YER161C; YDL170W; YPR104C; YOL108C; YER169W; YGR249W; YOR028C; YFR034C; YER045C
YJR045C,YKR099W; YNL068C; YEL009C; YKL032C; YMR037C; YNL216W; YHR084W; YHR124W; YKL062W; YGL071W; YLR403W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YPL038W; YMR070W; YIL036W; YOR290C; YPL248C; YOR363C; YOR344C; YPL075W; YGL073W; YMR043W; YKL112W; YMR016C; YCR084C; YNL199C; YER040W; YHR206W; YLR451W; YDR123C; YOL108C; YGL237C; YER169W; YGL162W; YKL020C; YOR028C
YJL149W,YKR099W; YIL131C; YEL009C; YMR037C; YKL043W; YNL216W; YHR084W; YDR207C; YIL101C; YHR124W; YDL020C; YBL005W; YML007W; YJR060W; YPL038W; YOR344C; YMR043W; YBR049C; YMR016C; YER109C; YNL199C; YMR021C; YER040W; YHR006W; YPR104C; YDR123C; YOL108C; YHR178W; YLR176C; YDR259C; YPR065W; YKL020C; YKL015W; YOR028C; YLR228C; YPL089C; YGL209W; YML076C; YGL254W; YPL128C; YOL089C
YEL030W,YKR099W; YIL131C; YNL068C; YEL009C; YKL032C; YHR084W; YBR083W; YDR207C; YFL021W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YDR253C; YDR096W; YMR021C; YMR042W; YPR104C; YER169W; YGL254W
YER095W,YNL027W; YIL131C; YNL068C; YEL009C; YKL032C; YER028C; YMR037C; YNL216W; YHR084W; YKL062W; YFL021W; YLR403W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YDR253C; YDL056W; YNL103W; YPL254W; YMR043W; YBR049C; YMR016C; YKL109W; YER040W; YCL055W; YDR123C; YER169W; YDR392W; YHR178W; YLR182W; YLR176C; YML027W; YIR018W; YPL202C; YBL021C; YDR043C; YGL166W; YBR066C; YBR297W
YGL060W,YEL009C; YHR084W; YBR083W; YLR403W; YDL020C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YLR256W; YCL055W; YDR123C; YLR228C; YGL166W
YNL006W,YKR099W; YNL027W; YNL068C; YEL009C; YMR037C; YHR124W; YOR162C; YKL062W; YFL021W; YGL071W; YLR403W; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YDR253C; YLR013W; YGL073W; YBR049C; YKL112W; YER040W; YDL106C; YHR006W; YCL055W; YHR206W; YOR140W; YOL108C; YDR259C; YKL020C; YGL209W; YBR112C
YGR014W,YKR099W; YNL027W; YIL131C; YNL068C; YEL009C; YKL032C; YER028C; YMR037C; YKL043W; YNL216W; YHR084W; YER111C; YBR083W; YIL101C; YOR162C; YKL062W; YFL021W; YGL071W; YJR127C; YLR403W; YDL020C; YGL013C; YBL005W; YML007W; YIR017C; YJR060W; YPL038W; YDL056W; YLR013W; YIR013C; YNL103W; YIL036W; YMR043W; YKL112W; YMR016C; YDR096W; YER109C; YCR084C; YKL109W; YHL027W; YAL051W; YBL103C; YJL127C; YPR104C; YHR206W; YDR123C; YOL108C; YFL031W; YDR213W; YHR178W; YDR259C; YDR451C; YML027W; YHL020C; YKL020C; YKL015W; YLR228C; YGL166W; YER068W; YOR066W; YKR077W; YOL116W; YKL185W
