gene_name,gene_name_alt,8h_rep1,8h_rep2,8h_rep3,8h_rep4,12h_rep1,12h_rep2,12h_rep3,12h_rep4,16h_rep1,16h_rep2,16h_rep3,16h_rep4,20h_rep1,20h_rep2,20h_rep3,20h_rep4,24h_rep1,24h_rep2,24h_rep3,24h_rep4,28h_rep1,28h_rep2,28h_rep3,28h_rep4,32h_rep1,32h_rep2,32h_rep3,32h_rep4
yhjQ,BS3610_RS23620,20.4712,11.1019,9.5353,10.2393,18.4035,10.1081,11.7193,6.4132,8.2232,7.156,24.2667,20.0394,32.8112,7.6671,40.5417,7.0939,19.2928,6.3024,9.5687,5.3978,68.0331,11.4496,9.2976,38.5843,8.6795,48.1579,54.7384,33.8173
yhjR,BS3610_RS06680,6.7926,4.1442,5.5933,7.1947,10.8471,6.2887,4.9215,4.2559,12.2785,10.6849,24.1559,23.7311,37.8091,6.2965,51.887,15.4069,18.4545,9.4105,8.4426,10.5784,76.3398,17.0959,27.1345,41.652,11.6638,77.4383,65.9891,58.3296
yhxA,BS3610_RS05980,249.0409,251.9924,236.1999,248.9172,206.185,221.7146,230.0254,239.1085,214.8383,236.5359,182.0532,175.4662,143.6426,198.2491,132.4865,191.1809,153.5339,214.4414,158.5947,171.3299,142.4739,175.4129,176.2056,130.7428,182.001,143.9505,131.475,145.0609
yhxC,BS3610_RS06575,27.1624,48.6581,53.992,45.4512,54.6348,33.3873,27.9153,27.9725,22.565,30.6818,26.3442,33.9732,54.0976,42.3704,60.4805,47.4362,39.7513,41.1005,42.1039,30.6008,86.7913,39.2728,51.5418,62.9939,24.4786,76.0376,82.9343,59.5533
yhxD,BS3610_RS06590,154.818,158.8264,159.6139,151.8743,179.4827,131.6014,117.8936,100.9724,95.6087,74.1,100.9937,90.8867,35.2459,28.9716,38.7193,29.0549,28.4769,30.0229,18.6473,17.6508,70.6037,38.2201,23.9541,44.1408,21.7595,45.9547,55.9154,47.6649
yhzB,BS3610_RS05800,207.0049,186.8974,176.6746,190.9581,166.9961,124.0385,121.2918,109.7851,107.7322,87.6562,67.437,64.819,124.0983,156.2956,124.4374,156.4718,165.8698,118.8979,161.3707,134.7144,116.1358,65.6251,58.0248,113.1208,67.3162,79.5924,95.6951,84.3302
yhzC,BS3610_RS06580,1836.1588,2363.0038,2356.6125,1959.4513,3305.4058,2009.3352,1430.9358,1713.7428,1003.2021,1891.25,784.0679,734.8572,1889.8818,4306.0965,1490.8211,3486.7643,4275.7551,3107.0024,5053.2439,4018.5685,1307.6659,3644.0065,4160.0673,3080.6738,3272.4172,2333.2304,1497.8912,2297.6924
yhzD,BS3610_RS06295,33.3238,42.6953,47.8961,27.5314,76.6292,54.7928,57.9467,83.9349,44.8166,59.7581,47.8337,64.3868,75.2403,70.0926,76.366,86.1669,92.2144,80.0229,84.1116,96.0828,115.3094,84.2905,81.7291,110.0006,128.1767,104.2028,112.7984,115.8308
yhzF,BS3610_RS06370,112.3429,129.9919,117.1584,121.0454,138.5712,133.4186,93.5597,120.1475,119.0441,117.3047,106.4542,114.1576,161.5707,195.8717,196.2925,206.4887,216.6576,270.7312,256.3014,271.1968,172.7626,262.0317,261.9974,206.9099,289.7326,183.8667,181.8678,236.3384
yisB,BS3610_RS06705,63.8233,59.1574,54.3929,55.9015,71.0823,49.9982,55.333,49.9863,44.3729,65.6436,56.3457,59.6598,65.4317,39.7173,57.5039,52.1985,57.9082,49.8787,47.8777,61.8942,103.3182,47.8813,53.8191,66.3997,66.5056,91.3801,92.0007,66.6994
yisI,BS3610_RS06745,282.7262,262.7204,282.6292,246.4819,127.805,190.0731,200.2944,212.5735,163.5412,145.3947,146.2454,141.391,147.3126,205.2644,156.1618,171.4188,142.9612,224.9712,207.9314,239.9886,217.3501,373.5796,332.9645,207.3929,253.944,249.9626,226.5102,237.4883
yisJ,BS3610_RS06750,20.1241,25.7835,24.8267,23.2339,7.8841,4.1734,5.7027,6.0523,6.1114,4.4318,13.7927,17.6074,22.4662,4.6127,29.31,4.7928,16.2156,3.2217,4.9255,4.5369,68.049,8.1039,8.6747,33.2145,6.1433,34.2731,55.8921,28.8878
yisK,BS3610_RS06755,224.9423,258.7003,279.7483,243.9114,215.0017,293.3823,318.293,362.6365,288.4882,286.3659,219.7592,212.4934,210.3323,282.8162,204.2293,273.0295,226.9597,286.1093,356.3475,357.9834,184.6771,256.4707,258.3938,233.9212,363.0762,220.2294,215.8648,263.0513
yisL,BS3610_RS06760,338.9059,335.5757,336.8829,359.7052,327.3807,265.4147,307.9451,320.4748,236.5111,248.2563,170.4109,153.1727,121.5226,202.2581,124.1365,180.1654,142.4768,121.2292,176.0882,191.5875,142.1701,118.6389,122.3251,123.6967,175.6979,128.4552,133.1548,131.9129
yisN,BS3610_RS06770,3.0771,0.8046,2.3693,2.4445,1.1232,4.3954,2.548,4.9577,11.9193,3.1117,21.3175,22.4359,33.0844,9.3352,44.9964,9.7215,20.2741,6.0901,7.0608,9.3887,83.141,9.1277,6.8608,55.0198,10.0645,49.0925,80.3821,46.6507
yisP,BS3610_RS06785,90.0439,85.2267,104.7102,90.3936,113.0631,80.5094,85.1998,79.9896,66.2215,65.1213,60.4144,55.3662,49.0278,38.3558,61.7159,41.7043,42.176,38.4496,42.4552,32.9305,88.644,40.7463,27.158,62.5594,31.4179,61.5579,76.0957,53.8305
yisQ,BS3610_RS06790,106.7473,99.847,94.4268,107.116,88.6763,73.0895,65.3058,63.5336,47.3719,44.6875,48.3383,45.0932,42.4547,26.2079,52.0539,24.9729,33.4345,26.7823,20.7931,25.8052,84.0381,29.2501,17.5776,51.1004,19.2948,45.5397,61.99,48.3618
yisR,BS3610_RS06795,53.0867,52.2594,54.6482,58.3571,56.8215,48.4579,43.7998,45.3081,35.4798,38.5937,37.0154,43.4139,42.3836,39.7547,51.5117,38.5641,45.8643,47.7059,39.8362,40.3475,64.6029,37.6459,38.3879,44.2039,44.3468,48.4703,62.1509,51.8576
yisS,BS3610_RS06805,56.6213,52.9201,43.0716,54.1675,41.2462,56.7486,72.3892,78.124,100.6087,95.2259,88.099,80.8103,51.4544,43.126,52.2703,35.4544,41.3839,28.2619,33.172,29.5895,89.5865,17.965,9.9383,46.0634,15.7218,43.8934,70.7207,43.9128
yisT,BS3610_RS06810,151.6743,175.7323,185.5975,169.9221,218.6087,244.1198,196.7763,223.4186,278.3901,338.3823,237.6322,211.7834,218.1526,352.9684,187.9023,315.0827,269.0492,333.1559,352.495,403.1991,161.1635,367.9771,346.304,234.3551,356.1659,196.4638,191.0196,237.016
yisU,BS3610_RS06815,4.4562,5.9319,5.4588,6.1146,6.2105,3.1505,7.4359,5.7111,11.8632,5.2574,19.6455,25.8453,32.014,4.5063,43.0145,9.6482,22.2275,2.6191,10.2253,6.4893,92.5101,15.2941,7.6776,44.854,3.7101,43.5455,68.5638,40.8111
yisV,BS3610_RS06820,39.5249,44.7839,45.6501,44.3115,45.4663,36.8781,31.902,31.5187,30.2489,25.4348,27.8796,27.29,41.0472,32.0099,49.9283,29.3983,37.416,36.0313,32.1945,29.692,80.6274,40.0498,34.5253,54.0096,35.2571,54.5785,62.1699,49.8689
yisX,BS3610_RS06825,140.0664,128.8933,129.6569,139.6255,120.9439,104.3156,120.6935,104.2908,65.6468,84.2254,55.3174,56.9324,76.2882,80.0407,79.7266,72.2741,78.3656,86.0051,89.0298,84.9392,89.8521,78.3663,83.4802,86.4511,67.9568,78.8073,88.8567,69.5206
yisY,BS3610_RS06830,10.7528,8.9971,6.6236,7.5658,5.4948,9.5569,10.091,12.9933,12.3287,12.6859,23.8375,22.1201,35.8394,18.3299,43.1813,16.7242,26.3841,9.9313,13.3942,12.303,80.8862,16.2379,12.3298,47.7487,14.0679,55.5393,71.6313,50.3228
yisZ,BS3610_RS06835,2.4793,6.0505,5.5679,3.9391,1.5837,1.8363,3.9919,7.7671,21.0638,29.25,25.2484,30.1282,42.3728,15.8787,37.2462,16.5191,24.3149,10.6861,9.0076,12.5026,75.0442,33.1501,77.39,46.0352,24.5977,120.5589,73.3584,59.4222
yitB,BS3610_RS06845,2.2038,2.353,1.6498,2.9179,2.3462,3.2645,2.129,4.8329,18.7234,27.7333,32.0615,34.48,42.1569,15.2287,51.3451,18.7451,25.1181,10.5165,5.0569,10.7866,114.0711,44.7201,84.351,53.0447,26.4898,133.5697,93.6814,73.4392
yitC,BS3610_RS06850,2.5262,2.6422,1.6209,2.2935,1.3831,2.8066,2.0918,4.7485,12.5252,17.8821,28.3513,27.2996,39.0439,10.2184,49.8969,11.3576,23.2445,9.6662,8.2809,10.277,94.433,30.3145,45.0597,54.1036,11.5676,97.231,85.6382,59.9454
yitD,BS3610_RS06855,0.98,1.1958,1.1737,1.557,3.7557,3.629,2.5245,1.228,9.9199,13.8735,18.3752,24.7099,34.1109,8.9187,44.9141,15.2813,15.0653,6.3357,9.3692,12.4997,81.6137,24.9724,32.4097,43.3553,15.3315,89.3755,69.0091,60.79
yitE,BS3610_RS06860,1.5742,2.1609,3.8887,2.1884,6.033,3.0605,3.0414,4.4383,5.5487,3.7143,11.4505,19.7268,24.4352,5.5715,38.1782,7.6989,20.6536,5.4521,4.9666,5.2532,82.6776,15.2286,10.0905,42.4899,9.9112,34.8849,56.125,39.0398
yitF,BS3610_RS06865,9.9971,6.0993,9.3797,8.4712,9.6496,5.1831,6.6531,7.5166,12.2884,14.1532,18.7456,24.4994,39.5012,21.7916,35.4678,21.5417,28.7949,28.521,25.7432,22.538,70.427,27.6775,25.5094,38.3474,17.2937,51.0159,58.2398,36.0476
yitG,BS3610_RS06870,10.7455,9.2975,8.9508,10.0883,5.2415,9.1164,8.1159,7.1612,16.74,11.2943,22.1702,25.641,37.8632,23.3132,53.13,26.2564,26.7214,32.8415,23.0878,22.7763,73.4832,26.1844,37.4622,49.5783,19.9054,68.0476,64.0513,47.4771
yitH,BS3610_RS06875,110.6774,120.7968,115.9493,122.72,124.6045,98.3037,115.6658,113.3504,120.0388,121.2721,111.5921,109.3876,151.6504,206.4197,142.5427,202.9337,165.1028,231.6857,203.3701,185.8113,105.285,133.3995,131.8482,141.3812,126.6993,101.5069,93.3181,102.4037
yitI,BS3610_RS06880,127.2703,117.4811,137.5896,146.1845,118.2474,116.9111,125.6112,148.0929,139.8278,133.9,134.6583,120.5127,167.418,211.1584,159.9274,220.2546,179.6238,257.9937,243.3629,179.9398,143.8717,143.5203,109.9429,172.7742,134.972,110.7526,112.8089,119.9037
yitJ,BS3610_RS06885,435.9993,547.0647,571.9916,539.9934,388.3826,242.9427,240.5548,266.2104,607.5463,581.8189,566.1756,558.3297,624.6499,1237.4915,455.2925,753.9694,951.9713,1169.9707,1184.6674,802.0353,277.6571,422.066,342.0719,492.6817,237.8283,183.4021,157.8862,180.0847
yitK,BS3610_RS06890,288.7467,270.7059,271.6061,267.0103,354.0728,345.4258,393.8331,487.3387,342.683,438.1555,289.3354,269.1328,233.719,383.2078,194.3918,340.7546,324.1724,318.3499,397.7676,331.4005,156.5,259.6834,235.3834,221.4432,226.7097,166.3681,130.3156,159.658
yitL,BS3610_RS06895,175.799,159.8153,142.7068,151.7181,156.3152,134.9648,145.0054,139.9726,127.3235,154.3463,88.9338,85.9664,109.0674,152.9691,103.5052,127.4235,134.683,132.7001,154.119,129.6781,111.2475,89.8517,85.2944,103.4251,71.8743,88.8695,101.0946,83.7645
yitM,BS3610_RS06900,37.2953,45.379,38.8327,33.3309,319.9828,468.4917,694.792,785.8721,253.7308,298,267.1791,231.7552,96.4876,141.4294,103.9204,155.7283,191.082,204.7197,295.6336,343.9638,178.9857,424.0008,538.1393,205.7669,571.0356,260.316,218.4451,283.545
yitP,BS3610_RS06910,12.4657,14.3658,17.0045,11.0031,47.7756,55.9097,65.119,82.4442,27.0402,21.7877,33.584,33.242,39.96,31.748,52.5489,34.9507,48.8281,49.4649,52.9702,81.3513,131.23,131.598,178.0855,68.8989,136.3603,81.8528,120.2149,117.8752
yitQ,BS3610_RS06920,43.8514,48.6203,53.7854,48.9038,39.8611,50.1235,56.6195,60.2347,37.0423,32.8316,42.9395,43.0403,65.0547,67.3692,76.979,73.8805,69.7395,73.214,71.1125,84.4265,111.0121,117.3982,102.9422,90.4698,130.3254,108.304,111.5347,119.6486
yitR,BS3610_RS06925,46.3813,53.2508,58.3306,40.1949,50.6344,58.087,50.5095,47.5537,42.0727,43.7755,40.0769,56.8746,67.4348,46.9026,83.7429,68.1422,71.7512,59.9732,61.9211,66.7908,145.4485,78.0001,73.3287,92.7896,93.6412,90.0572,105.7958,96.6268
yitS,BS3610_RS06935,321.8423,287.0806,296.6946,297.0509,279.1871,208.2001,221.2402,206.4848,160.3298,191.2236,128.6975,131.2804,136.3333,201.8674,137.8173,194.2986,188.1237,202.6495,203.6556,199.1409,155.417,197.7468,179.7203,164.4973,184.8826,166.7545,139.1399,147.2465
yitT,BS3610_RS06940,294.3974,290.4147,304.8819,302.0914,336.2718,267.2763,262.5266,268.9465,189.7927,200.5516,174.8549,168.8679,91.8592,120.748,85.5951,118.5743,117.4002,112.1854,131.2587,138.1911,123.259,168.4914,153.4423,101.3297,189.2132,142.259,131.2272,133.8914
yitU,BS3610_RS06960,331.1821,285.7815,293.6687,311.3006,320.6301,262.5705,240.3967,222.1221,181.2509,179.5295,134.2797,120.9018,171.5627,262.4343,166.3257,245.1213,224.7925,245.0431,274.6535,272.4689,175.817,242.9229,236.2768,190.2144,268.4592,183.6937,181.3658,196.9915
yitV,BS3610_RS06965,102.6582,96.6076,98.0187,100.7856,101.4539,84.2833,97.3021,82.2221,76.6784,86.8359,65.1249,60.3152,68.0298,84.2248,69.7874,73.8637,79.8347,65.5957,83.7054,75.8432,97.656,54.5392,54.3429,72.5961,56.1727,82.019,80.2358,67.0288
yitW,BS3610_RS06970,740.5779,667.4675,724.3709,585.1289,769.7974,646.2704,575.916,490.9114,428.1507,580.267,371.1974,321.026,304.1997,550.1142,277.0331,451.1103,442.7857,503.923,562.4563,529.8088,279.3625,498.2921,531.3184,356.4517,631.9352,395.9452,315.7498,388.7234
yitY,BS3610_RS06980,98.4093,91.6459,89.4915,94.4174,76.8042,62.9423,67.954,64.9702,71.5938,69.088,47.3865,55.4245,58.515,67.8036,61.4087,64.252,64.2006,66.4083,62.0185,60.5936,84.4344,57.8869,55.6262,61.123,61.286,60.4651,73.3072,61.4214
yitZ,BS3610_RS06985,80.8065,59.2448,68.8773,65.6517,37.5389,41.3167,40.3624,40.9931,50.2942,43.3333,31.6162,40.5894,53.5599,37.6074,48.7498,36.3186,33.9533,28.8356,40.0337,32.6866,86.5895,20.3667,16.3788,52.0975,28.382,46.7879,69.8263,49.4303
yizA,BS3610_RS06780,34.3047,46.6157,42.489,40.8775,47.1449,51.9707,33.6423,58.6197,36.0788,39.2453,43.3536,38.8445,69.9246,66.7524,74.2463,68.9677,69.0225,71.0489,81.1011,73.5449,95.233,67.6982,75.9066,83.6419,85.0864,67.8418,89.5065,71.1476
yizB,BS3610_RS06915,47.7335,70.4157,65.9191,61.69,52.789,59.3631,60.5665,74.3232,41.7258,35.3017,39.3859,50.6465,84.4507,67.0016,94.6938,67.8701,67.4156,78.3035,64.5734,90.6631,143.5502,121.0347,99.2791,114.6471,109.2869,115.3673,132.3824,130.9415
yizC,BS3610_RS06950,111.4429,104.28,91.1115,131.3034,132.7724,69.5568,83.4666,82.3784,78.7686,93.0682,46.1491,49.0724,81.2823,121.5591,88.9548,99.0507,91.6042,86.7381,84.7604,89.1453,117.7401,94.5456,134.0087,86.1115,127.5755,181.791,107.4442,99.1815
yizD,BS3610_RS07175,33.9427,27.0113,31.8167,37.5153,22.6239,36.0702,19.9594,24.9657,30.4113,26.1161,50.0961,43.0403,73.5832,64.1713,83.4208,46.4443,69.2365,44.9799,44.022,34.1458,111.8051,62.6787,46.0655,86.2653,43.9245,83.4353,110.9109,72.6322
yjaU,BS3610_RS07035,26.6482,25.6221,29.3926,25.1888,34.9054,27.3571,23.7884,25.679,36.9508,58.5,37.6232,39.966,72.0362,79.1375,86.5772,77.18,60.0832,51.4056,52.6329,51.6315,125.0586,49.6654,66.1839,87.2222,44.021,127.375,96.0147,83.7865
yjaV,BS3610_RS07040,4.8614,7.7856,8.1881,8.2065,9.3157,14.8524,10.5667,10.28,12.5223,10.0368,18.8597,21.0454,33.1574,10.4465,45.4902,17.0566,20.2947,13.4699,14.6408,15.6824,80.9735,29.8236,29.1296,36.7747,18.7822,59.3802,71.5604,50.0014
yjaZ,BS3610_RS07075,4.416,5.4847,5.9505,8.0185,7.6564,8.0601,8.5323,12.1546,12.316,9.6756,22.027,25.011,40.6546,14.035,53.7321,19.5857,24.33,14.2754,18.8186,20.7722,81.8608,37.2138,37.9776,51.8444,28.5264,73.7558,74.4784,51.9099
yjbA,BS3610_RS07105,53.9978,56.9497,59.1546,54.6662,44.5868,65.8434,63.9337,73.0294,89.2761,88.1773,68.6576,69.3188,70.3142,86.5685,64.6383,50.9702,55.767,55.6506,80.462,62.9966,88.279,90.1197,94.7004,67.9286,58.7993,89.628,83.3928,83.0496
yjbB,BS3610_RS07140,16.9242,20.3159,19.1521,19.2066,18.2515,21.7328,25.6924,17.5586,29.5599,30.0798,34.108,33.4535,69.8908,51.3434,77.9042,57.5813,59.0745,61.5102,54.9735,65.5254,108.7683,74.4735,74.2438,87.0643,94.1033,85.4516,109.3873,96.0059
yjbC,BS3610_RS07145,991.2883,1025.5336,1072.4267,925.247,2477.529,2267.3063,2031.5158,1961.8992,1033.8003,1339.2357,1019.9874,946.3839,740.4217,1330.6554,578.9572,1504.2195,796.4239,1791.5683,1173.1724,1489.1888,709.7874,2561.476,2475.6019,1480.03,1396.0597,800.996,631.4652,929.2597
yjbE,BS3610_RS07155,88.3035,107.7492,117.6298,111.518,145.5917,132.0626,85.3059,72.3511,51.1605,51.6438,52.3378,59.8436,115.7349,112.1924,137.5007,142.193,105.6258,135.2322,135.5143,122.239,141.7305,111.8358,112.324,143.7709,99.7905,103.7779,120.1426,95.7651
yjbH,BS3610_RS07185,591.7242,520.0935,521.1578,545.1281,610.5932,448.9752,437.7763,403.6307,271.8873,275.6,185.1551,180.0159,220.546,351.8378,188.546,332.4908,263.9594,370.9614,338.4956,373.8532,166.9622,389.7407,386.95,215.5889,418.1611,256.1155,209.153,287.6841
yjbI,BS3610_RS07190,754.9721,750.0611,715.0388,733.0286,927.9757,662.0342,628.4961,542.5296,296.5308,343.0827,221.1761,216.3339,284.1028,503.3166,249.1943,480.4307,357.2383,514.7938,469.8061,546.3335,234.7113,597.0236,553.4785,326.4728,629.525,385.5698,305.9359,424.3251
yjbJ,BS3610_RS07195,407.4808,425.0807,420.2837,436.249,816.6141,528.7792,414.8298,373.4553,344.2646,507.3979,246.6772,225.6539,156.766,334.9699,125.7431,242.4427,260.4501,204.0646,229.1081,201.423,112.9152,114.6124,95.8914,103.6924,70.2792,89.2331,78.0494,68.7412
yjbK,BS3610_RS07200,161.3919,173.438,183.8484,151.927,263.116,203.3389,168.0352,144.7691,126.2373,169.4764,110.3688,91.4887,111.9413,151.3921,95.1896,128.443,116.9814,99.5081,116.6593,105.8892,115.5456,77.5918,67.5305,97.8967,72.8124,92.7167,100.1157,73.2026
yjbL,BS3610_RS07205,151.1763,154.3377,149.0816,148.9173,103.003,118.6876,114.8883,101.667,96.1917,99.878,74.2888,75.9328,73.3236,92.4047,82.6326,82.867,62.5104,74.4678,77.8576,78.9262,105.0554,58.9757,60.6716,79.9367,57.6869,67.0631,78.3285,67.17
yjbM,BS3610_RS07210,152.4218,163.0361,159.6839,160.7228,105.5781,129.4937,115.2373,115.7739,117.1151,116.3561,76.751,88.1107,102.3197,97.7634,96.4805,101.4621,84.6249,104.053,87.2135,103.3791,94.8839,85.3586,76.9207,83.6419,91.4828,84.0767,96.1964,86.3364
yjbO,BS3610_RS07220,204.1283,170.6754,181.3906,181.8553,144.642,140.1708,145.0383,142.397,148.1935,152.1,117.5588,116.4956,103.1461,130.6508,98.2712,112.0018,101.6408,124.1627,119.469,117.917,115.4526,109.4602,100.1156,94.7227,110.3743,99.985,100.7456,97.2364
yjbP,BS3610_RS07225,27.9974,22.2264,23.6353,23.849,24.1321,29.6056,27.3729,19.0215,23.4144,20.6939,26.4998,31.0505,45.697,32.7465,45.35,35.8643,35.9426,31.778,25.5425,30.0183,90.9846,35.0205,39.1087,58.4574,33.9811,57.6837,65.274,42.2823
yjbQ,BS3610_RS07230,125.2412,97.3988,96.5711,97.8904,66.0936,50.9088,53.2251,48.4971,31.9182,34.4024,32.1918,33.5574,39.6959,21.8782,43.5232,18.2879,30.7743,16.2588,20.1967,20.3295,80.723,24.2244,24.8679,50.8268,12.6142,51.3056,64.8894,47.7424
yjbV,BS3610_RS07265,12.4572,14.1809,9.5528,13.2752,12.0328,10.1267,14.9696,12.2789,19.772,20.7904,24.164,23.2607,50.3077,50.3889,53.8455,65.3838,70.5481,271.3626,111.8976,237.9394,278.1833,585.2878,527.0433,369.8364,154.7791,141.6643,140.9632,138.3217
yjcA,BS3610_RS07305,10.4172,10.8045,8.734,11.5856,11.5337,16.9742,13.4181,22.1917,22.5966,36.0504,30.9838,36.7108,51.6144,21.7708,57.8243,21.2654,32.0297,19.2427,19.9195,21.6309,113.0644,38.6723,47.2268,62.5647,23.0554,80.951,97.4003,64.0873
yjcD,BS3610_RS07330,63.6134,52.8426,55.6793,60.9006,35.0075,38.5381,31.83,36.6894,39.8632,38.7434,37.9676,39.1468,38.4649,24.4118,43.9413,21.1807,27.4105,17.7767,17.4662,18.5798,72.8006,14.1632,14.3045,42.7748,13.3196,42.7315,57.2067,36.0414
yjcF,BS3610_RS07340,240.8957,232.7952,236.4065,252.829,257.5805,242.2352,272.3539,245.683,239.0218,210.2128,175.6561,174.6793,194.6465,247.7522,177.7468,238.3018,213.9267,290.1604,271.0009,345.8175,185.4926,399.405,363.95,229.3499,360.9811,260.1902,223.0235,324.0762
yjcG,BS3610_RS07345,430.9931,404.1016,433.7802,445.4393,408.1943,451.0677,459.5305,441.1898,469.5319,421.1773,317.8189,319.674,395.5219,483.4538,445.9419,522.7097,374.8107,674.5398,557.875,695.6834,361.9512,986.339,992.5504,499.2768,957.0665,646.929,572.0819,767.8113
yjcH,BS3610_RS07350,537.3512,544.7988,558.4868,573.1586,562.0609,542.5083,510.497,548.2096,429.1979,380.695,323.2756,325.6594,451.3273,569.7455,457.0975,585.3947,416.656,801.3015,616.1118,818.1488,402.0389,1096.5331,1197.7025,556.7808,1146.6631,726.1919,640.8462,895.5463
yjcI,BS3610_RS07355,957.687,1092.2098,1092.9411,1078.3383,753.1612,556.5362,601.9842,660.4119,770.5098,717.6938,714.0969,696.0093,728.6305,1517.4783,521.0693,839.9573,1022.64,1307.1939,1105.3498,773.2046,267.0227,452.5676,352.0191,436.2816,218.5564,184.4643,156.1318,163.4711
yjcJ,BS3610_RS07360,976.7097,1075.0911,1107.889,1151.3397,851.3751,652.0976,670.7585,791.8081,1090.9573,1201.4194,1021.9089,969.9193,758.3939,1560.7216,513.7525,890.8106,1117.1727,1351.6765,1204.7298,835.139,274.1517,439.8729,372.0583,456.7039,227.201,210.0807,158.5993,189.8469
yjcK,BS3610_RS07365,188.4443,227.726,232.5068,241.3242,156.6268,134.6956,141.2512,145.5266,125.0925,126.9643,92.0447,127.4654,158.4869,223.1646,173.432,170.7141,165.7344,205.0831,233.395,165.274,144.9257,135.4288,130.6032,169.8763,110.2011,118.8537,129.5193,112.7895
yjcL,BS3610_RS07370,67.0304,82.4899,93.687,82.354,64.0915,55.7365,58.923,56.5414,41.5428,35.3652,38.5626,45.9132,68.9355,69.4678,71.08,57.8996,57.9361,81.3284,78.8149,54.6492,82.7697,58.1563,46.6457,72.1515,39.5584,56.376,67.3838,54.7486
yjcM,BS3610_RS07385,383.3831,350.4881,357.4337,343.6307,243.8596,224.6108,211.0829,194.746,568.1869,712.7012,381.61,355.6595,305.3043,546.0711,232.3464,440.795,384.8395,323.935,386.8984,306.736,99.5318,148.2003,148.5331,169.9464,140.5254,86.6662,73.597,85.5643
yjcN,BS3610_RS07390,797.0805,766.2121,785.4071,777.39,811.0764,580.9227,564.8325,571.2817,678.5316,1061.5654,483.1697,417.4301,676.4829,1443.3729,545.1534,1112.2224,1493.658,961.6091,1296.419,1187.0283,329.9239,742.8237,730.1594,637.9176,748.895,353.1103,319.4862,406.8592
yjcO,BS3610_RS07405,39.7116,29.958,34.2271,29.8417,17.1393,19.6746,12.9607,11.0959,22.6993,15.8279,29.1468,33.2584,60.5831,29.3044,67.6385,35.6035,44.8064,27.7562,32.6317,29.1314,112.7422,22.2858,12.5633,66.4289,15.9725,58.4328,90.8247,51.1727
yjcP,BS3610_RS07410,109.2069,132.3554,118.4289,123.097,180.3625,203.3046,192.9409,144.2463,164.3275,245.4911,116.8909,118.3607,91.6319,147.7432,60.4988,94.9806,115.3942,93.1402,106.6688,88.8667,58.1492,46.8929,36.7427,50.0677,30.4093,33.3055,40.1725,35.9378
yjcQ,BS3610_RS07415,118.31,151.2633,138.319,148.5802,254.4987,175.8981,186.5679,132.4496,170.7748,266.8421,131.6209,124.477,99.0268,168.0235,60.4712,93.972,124.5146,79.5434,104.7974,107.6078,77.1242,42.6948,37.8222,62.8161,29.8758,36.4318,41.1837,33.449
yjcR,BS3610_RS07420,3.2869,3.4378,0.8436,2.6111,4.799,4.6951,5.4435,3.5305,12.732,4.9858,15.0288,19.2581,37.5489,6.1729,39.8145,11.9819,20.1629,6.939,14.5457,9.611,80.7361,10.1932,8.3755,46.8232,11.2883,45.2292,70.5797,36.4709
yjcS,BS3610_RS07425,131.8772,127.1255,131.1029,143.1766,131.411,113.3036,118.9071,133.0324,134.4498,134.8404,111.7036,86.5384,89.3278,73.7922,82.6053,83.0068,78.3,71.4574,86.7472,75.1097,78.8895,42.3192,51.9462,84.6458,48.3097,60.7519,71.2773,65.5815
yjcZ,BS3610_RS23655,1.6529,6.0505,0,3.9391,0,1.8363,12.774,3.1068,134.4498,312,128.246,141.6024,147.7218,230.6585,128.7836,196.8233,56.5158,44.2711,47.4084,48.5396,148.3122,140.4002,569.3693,118.2139,68.1167,857.1793,129.1108,169.0515
yjdA,BS3610_RS07430,120.0292,117.049,105.1719,114.8905,102.6453,98.0088,111.5192,121.4381,109.196,123.8095,100.8283,89.3683,76.2057,95.1791,74.9033,84.5202,83.1882,79.6614,93.3117,78.5063,67.4883,54.7858,57.7647,67.208,48.805,58.1415,63.2668,47.9171
yjdB,BS3610_RS07435,101.1665,128.4434,111.3585,109.7968,107.3984,102.1046,92.2262,111.15,605.024,398.4052,273.6283,280.5037,1462.4724,2881.7902,1269.1152,2949.9255,3621.7468,4646.8878,5202.6577,6622.2105,1610.4414,4052.6451,3111.0084,2775.0486,9661.2887,2403.8177,3115.6249,4178.6226
yjdF,BS3610_RS07455,240.1439,225.2507,216.2615,241.6744,221.1019,204.255,252.2406,245.3956,212.3917,218.3152,150.4335,141.3623,158.3136,229.52,158.2805,234.3134,209.5294,187.5051,226.7356,209.4431,161.5307,141.3046,139.5317,175.4429,117.9154,124.1453,140.3378,134.9354
yjdG,BS3610_RS07460,176.5334,155.7385,144.9637,165.4889,164.302,196.6687,164.3994,183.3773,204.1939,212.3077,121.4163,105.1812,183.0996,309.0677,175.5665,242.4936,288.5284,262.4109,330.4558,273.2911,148.9796,202.1542,214.7905,216.2368,184.7347,155.6435,141.7973,140.6443
yjdH,BS3610_RS07465,48.1542,38.7091,41.5037,37.2199,150.4695,196.6431,116.9275,130.2673,45.8752,53.7402,46.7038,49.8182,46.5265,46.7213,55.673,39.8517,36.2214,61.905,66.4463,67.754,94.404,94.5828,134.932,70.2589,101.311,152.1577,88.9543,99.0829
