gene_name,rep1@12h,rep1@16h,rep1@20h,rep1@24h,rep1@28h,rep1@32h,rep2@12h,rep2@16h,rep2@20h,rep2@24h,rep2@28h,rep2@32h,rep3@12h,rep3@16h,rep3@20h,rep3@24h,rep3@28h,rep3@32h,rep4@12h,rep4@16h,rep4@20h,rep4@24h,rep4@28h,rep4@32h
ydzJ,25.8965,72.7213,101.2195,109.1134,142.4307,92.8215,41.5766,71.7453,74.1109,59.0474,78.0001,94.6883,34.6465,54.444,92.9072,80.5047,102.5609,129.1846,32.2408,65.3725,87.536,94.3595,109.3779,107.9205
ydzK,587.2039,322.2766,331.959,538.2808,312.3307,1062.9952,500.34,330.8427,570.9183,632.0769,728.2934,497.1166,537.3341,249.4672,312.0996,651.998,729.8014,442.898,492.2078,209.0354,567.881,747.0178,552.3717,675.5205
ydzL,31.4882,20.4427,27.2801,25.3641,31.1613,109.5445,30.605,13.6842,20.5264,38.8343,53.3685,72.8636,18.2086,19.6869,38.7636,41.5863,90.5146,71.2134,14.9892,9.2499,24.6646,28.3857,44.8686,66.8981
ydzM,148.5251,85.0756,102.7859,102.4725,112.1411,131.4871,164.9557,115.678,101.9861,84.0918,56.8476,80.1705,132.6116,70.644,98.4388,93.2096,96.8156,106.9292,171.1397,76.5971,92.9311,103.4615,95.3649,81.8651
ydzN,149.8527,131.5584,198.1328,289.3626,111.7283,131.2285,122.9136,150.9677,378.7695,178.5126,139.6454,77.2217,124.9072,87.9105,193.4605,327.2705,160.4862,89.1344,145.3201,75.3204,273.2397,231.3106,142.0841,72.7787
ydzO,35.7603,47.708,77.7483,68.8958,116.7418,38.1478,65.159,62.9032,71.4405,41.8581,47.8065,54.8925,48.9327,67.2257,68.2203,35.1739,34.1776,97.8112,53.8687,71.6759,52.1536,54.5656,63.2503,50.2275
ydzQ,4.3991,16.8062,76.1285,32.858,102.6862,21.6807,3.8256,2.0312,24.3751,25.4432,21.125,51.675,4.9899,23.3782,74.966,15.8028,15.3552,92.7169,4.8544,31.3835,16.109,16.854,53.2815,58.2571
ydzR,4.1134,19.7891,57.5539,25.6037,103.2269,15.9725,3.5772,17.7273,23.8777,14.8694,26.3377,134.0958,2.0737,28.1059,66.4087,12.3139,53.8428,81.2976,7.061,40.1057,29.2131,16.2372,61.2622,58.601
ydzU,26.3945,79.2909,113.6321,60.661,135.7764,52.7614,42.3761,39.375,38.5717,57.2471,51.0001,98.7278,30.7068,78.6123,117.7603,45.585,47.8372,126.026,50.7849,85.4597,52.7205,66.4733,100.5518,109.9959
ydzX,1.0998,7.4694,19.4371,15.0599,78.171,4.9274,0.0,1.0156,3.4822,0.0,7.3125,42.6619,1.6633,20.0384,47.3469,11.8521,0.9597,58.5849,0.8091,15.6918,5.8578,2.2983,45.5853,40.3828
yeaA,623.8704,127.3878,108.1408,117.6915,141.8264,267.7653,603.7529,158.9545,143.845,191.749,311.5278,251.0114,430.6393,124.8455,103.685,164.6363,357.3565,175.3192,403.1835,113.8936,141.4401,243.5896,163.0953,229.1767
yeaB,248.5257,89.3252,102.8629,141.5944,117.65,55.2684,160.5973,123.634,143.02,136.921,90.5981,72.5506,161.3214,93.0995,110.6389,151.8371,68.7025,85.5428,159.8797,81.0148,126.0945,133.4423,98.4335,55.2542
yeaC,73.9047,83.0601,88.3739,94.8501,119.301,121.7271,92.7331,92.95,98.6149,108.1335,114.6602,93.4475,95.0068,77.4819,103.7424,109.0392,106.8719,118.3516,89.0628,70.5502,101.2234,105.4143,112.5306,114.8194
yebC,179.2464,87.292,99.5062,98.5741,141.499,235.8104,159.3058,122.2388,131.9064,186.8364,302.105,111.9235,131.0767,75.6675,89.9827,91.9864,396.7132,168.9798,113.3186,71.1048,133.7685,122.1175,190.6471,192.7938
yebD,670.337,414.0199,757.7374,1951.662,809.155,2420.727,453.2453,509.1667,1046.6388,1257.6195,978.097,1162.8295,677.9861,314.2535,863.7682,2358.3773,1088.0228,997.5193,902.4641,315.6285,1755.1193,2257.7115,1701.4002,1327.5556
yebE,71.9072,54.2644,43.7072,31.2595,95.5304,17.8985,78.4149,56.9189,19.8766,27.6437,37.5244,64.5433,69.0488,62.8232,48.7972,30.2388,32.3703,66.353,62.5567,61.0706,31.5373,29.8155,56.2192,53.2473
yebG,118.3754,48.8908,55.3662,39.8279,64.5889,48.7367,112.682,59.0909,39.2535,43.9473,59.091,64.6756,82.2569,52.2214,45.9122,41.6619,69.7962,61.5025,80.0248,50.2136,33.0169,60.1731,67.167,76.0712
yecA,9.5566,17.3857,76.4078,39.5146,95.1259,9.3791,12.4663,14.7091,52.0523,38.1648,14.625,50.1003,8.6032,24.1843,65.9864,27.9954,8.1409,71.672,8.3697,26.2972,69.5366,19.4957,56.5886,43.008
yeeA,38.512,44.9184,49.2995,35.7704,48.8958,31.6072,52.7936,49.6364,42.8306,39.6393,36.0751,36.7078,42.9127,37.8909,53.3729,43.2062,35.8054,49.5725,44.4843,43.3948,39.0611,37.2739,50.1815,38.8541
yeeB,44.5931,60.6034,57.2404,53.8674,57.2296,49.5934,65.4507,71.7821,65.4344,65.3707,56.9049,43.5276,65.1763,57.5394,67.3449,57.3016,57.9856,56.3353,66.9086,63.6263,53.8647,53.6546,62.2418,48.3811
yeeC,88.2114,86.3568,94.3942,91.1102,89.5053,96.3357,114.3492,80.1893,128.74,119.7755,102.4388,71.088,110.0634,71.7826,96.4245,107.1949,117.1482,76.8699,121.6779,76.5004,112.1401,104.8447,95.4152,75.3346
yeeD,77.6309,66.7855,81.5595,76.0244,92.2924,105.7368,85.5139,57.3529,105.6939,95.786,110.1178,98.4016,88.4476,60.5082,95.9317,99.4646,94.8407,100.2086,98.9926,53.9058,90.9687,103.1071,92.4939,79.13
yeeI,251.1878,436.2148,272.1191,305.5796,242.0064,312.9901,341.6282,395.2812,402.1898,428.0813,377.3257,245.3959,358.2713,340.9873,241.7323,384.7978,384.2629,225.1696,366.025,307.8723,341.5118,395.9167,260.961,260.5681
yeeK,26.5564,45.6414,73.9324,43.9451,98.8893,74.8727,20.8414,80.1534,55.8855,44.0182,80.8713,276.3862,24.0003,59.0089,70.4879,43.6273,175.2184,96.3111,19.0604,50.8298,64.2565,40.6076,70.7805,118.1388
yefA,55.0842,79.6956,52.0576,41.7154,88.8097,29.616,55.089,80.9674,46.6913,35.8417,35.2696,56.4297,63.1759,70.7444,62.7175,45.5532,36.8524,71.2321,61.1238,69.2621,48.4418,36.1329,64.8645,49.3228
yefB,27.3591,34.2452,39.2616,26.4174,60.9276,15.0868,35.3838,36.603,21.6565,21.5548,22.2858,29.7042,23.3412,28.7595,35.4447,23.3104,20.8136,45.1686,24.7722,28.2764,23.587,22.2345,35.6862,30.193
yefC,19.2722,32.0119,43.1935,27.6425,70.8363,20.2728,32.0624,23.2143,23.2144,26.6547,24.1429,48.5275,20.9099,37.5323,44.0903,30.8531,19.7423,73.7466,13.5616,48.4203,29.0102,22.7639,58.6379,42.8732
yerA,117.7532,410.3688,99.293,146.2493,130.616,600.8576,119.7861,382.2805,103.422,140.1783,111.2945,237.5852,216.8395,426.015,118.2179,145.4074,161.2688,333.0801,253.8681,402.919,155.3486,188.7357,120.4168,387.4448
yerB,877.3792,820.7376,758.2801,850.5476,344.4051,1209.3684,951.8889,914.2093,1223.6237,990.9042,625.8806,579.9641,981.618,703.2766,684.1535,1181.2105,673.222,534.2791,1024.229,629.7878,1212.7838,1061.306,608.9072,724.3533
yerC,331.8168,331.2159,333.9475,305.4231,161.5491,405.4568,348.0224,357.5,429.0025,335.8498,219.8861,199.4207,327.7144,272.5227,255.5231,411.7754,221.1143,216.582,349.15,239.5908,437.1619,393.6403,209.4725,252.397
yerD,233.0345,85.2026,39.022,32.2333,83.1536,20.3242,150.1157,78.7785,29.2343,31.6347,35.1445,52.8584,123.8546,98.5921,50.2874,25.4166,13.3117,68.7096,116.802,89.9263,34.3452,24.3285,48.4058,54.7331
yerH,140.4162,131.176,89.6945,86.242,113.4169,107.9516,150.0955,146.1272,91.3607,100.3627,112.3831,106.2135,149.8212,126.5904,93.0242,85.5022,123.2281,114.1952,151.6249,127.1151,86.938,92.6258,98.2062,118.9421
yerI,196.2994,694.2546,776.5519,881.2639,666.0727,2112.5025,270.2219,695.6362,1029.3858,1481.798,1499.5176,935.3735,310.2672,533.4783,796.6758,1258.1665,1450.6489,933.3065,302.3126,496.7992,1193.3149,1435.887,1081.8808,1256.793
yerO,147.0812,53.7799,91.6894,83.618,88.3503,95.9115,127.9077,62.5345,103.1681,84.7521,104.8967,104.0295,139.0276,43.9464,97.7415,93.1819,111.5102,90.0538,133.6478,46.4909,103.2595,97.8908,101.1247,93.1383
yerQ,294.5073,269.7841,144.7551,165.371,118.1695,151.8684,279.9752,303.4046,208.6549,198.6074,156.5134,124.4753,275.2297,192.7381,127.0891,183.3955,137.5903,114.0595,258.052,160.7992,189.6089,178.298,132.7364,119.5804
yesE,4.2802,13.9295,38.8742,22.2014,98.1107,5.7531,4.3426,3.9527,13.5522,4.1259,10.0135,46.7705,6.4733,16.789,48.6266,10.8911,3.735,77.3237,4.1984,25.4461,12.349,5.4662,49.1534,41.2237
yesF,31.2688,27.171,37.1133,38.4679,111.7084,13.1856,22.074,25.8188,16.8891,7.7127,18.7526,57.0807,21.698,33.2345,47.072,14.5364,6.7413,84.8606,22.4624,31.4929,18.1246,18.7065,56.4376,52.2598
yesJ,173.8247,176.2951,144.3283,158.2994,163.3902,187.1224,220.153,217.6243,166.2204,170.7925,177.1163,222.7673,257.5976,155.4362,119.9804,160.8217,243.3072,151.5804,278.5002,136.4923,151.8506,182.8464,134.0771,182.2326
yesK,9.4079,19.5241,36.9497,29.9301,131.8956,4.6835,8.1815,13.5149,6.6196,7.5574,20.8515,62.8238,13.438,27.776,55.0037,5.6327,8.2097,98.2954,10.7663,43.2533,9.0477,12.3788,50.0811,59.1485
yesL,19.2883,44.3857,48.9665,36.0174,146.2371,138.2711,17.6567,33.2812,15.2679,19.0824,25.5,94.5679,24.9493,69.3638,71.3239,18.6898,38.9785,133.7851,38.8355,72.7856,21.291,16.2647,74.3209,119.1622
yesM,6.9411,15.0422,28.2477,17.7365,77.2091,43.7023,9.8487,9.6151,7.374,9.9043,11.2007,40.1191,12.8458,25.6547,37.8994,6.5617,12.9111,78.3505,15.7223,27.3656,10.459,8.2706,40.8061,53.9872
yesN,4.864,8.2589,35.6083,23.8644,103.13,19.9981,8.7087,4.2276,3.8502,4.1371,9.3008,49.7111,7.1399,18.898,43.9681,8.2226,7.74,82.5696,8.4196,24.2903,9.3344,5.9793,46.6683,49.258
yesO,0.9867,3.3508,28.1565,18.4251,81.1322,4.863,1.9307,0.2278,4.1005,1.4267,5.2851,39.4891,0.9327,15.9184,40.267,4.2092,1.7221,63.3031,1.6333,17.5982,9.0331,2.5775,43.5547,37.7161
yesP,0.6992,4.452,27.0317,21.9779,98.22,2.1929,0.9121,0.0,3.5975,2.2747,8.7815,50.9985,1.3218,14.8629,42.4345,6.5932,3.9659,72.8726,0.5144,20.7007,9.776,2.4353,50.2469,43.1404
yesQ,1.4219,3.9233,30.8899,20.1352,78.3439,4.7781,0.6183,0.9848,3.0953,2.313,9.7172,38.4558,0.2688,16.7324,39.9606,5.7465,1.2408,66.1955,1.5691,19.0203,7.1004,2.9715,43.0558,31.2416
yesR,0.9181,8.3138,29.0711,22.2863,118.5416,5.7587,1.3307,0.8478,2.9068,4.4249,10.1739,46.6485,1.6199,19.2834,44.4649,5.4966,1.8693,81.0841,2.0262,22.487,9.78,4.0503,54.5273,50.1057
yesS,1.247,7.6459,29.0791,20.5255,83.5068,7.6976,1.5664,2.815,3.6193,2.7046,9.1103,40.1212,3.0384,15.5679,37.7781,5.475,3.3854,67.3896,2.2425,18.3853,7.2877,4.8258,44.005,38.4488
yesU,2.3886,4.4614,22.5153,15.76,66.5068,6.8493,0.4155,3.5294,2.6471,2.0723,6.7059,27.6673,1.8063,11.9687,29.9935,4.2903,2.5013,53.3315,1.7573,12.2694,5.4072,2.3295,37.5462,26.169
yesV,0.0,7.7196,33.4801,16.9793,84.1355,8.1479,0.8786,1.866,3.1989,2.1913,5.9713,37.8118,0.0,18.4085,35.0382,5.8977,2.6449,69.4975,1.4865,16.9381,6.054,2.8151,44.3248,38.6184
yesW,0.1717,8.016,30.9729,25.9658,114.153,7.2301,0.4479,0.7927,3.3972,2.3581,8.6244,53.2753,1.0385,20.071,44.8577,7.2462,1.7977,88.4277,0.8841,22.5349,9.7154,4.5442,55.0778,51.8759
yesX,1.2056,6.2875,34.7521,24.6569,113.6561,6.3277,0.7489,1.2724,3.8173,2.8639,10.3067,56.9309,0.2605,19.352,47.1667,4.3309,2.2544,80.7381,1.0137,22.6084,6.4216,4.4391,51.8271,50.4901
yesY,3.3901,13.5683,53.4965,32.5566,140.5475,8.2455,1.6847,0.4472,8.4339,6.3024,14.6698,74.3537,2.9298,25.7374,69.7897,13.0482,3.381,109.7011,1.7814,36.6237,9.6735,8.7714,69.8689,68.8007
yesZ,2.226,6.8845,29.7411,17.0228,89.8797,11.2559,2.9038,2.7899,8.4327,4.943,9.5151,47.6933,2.7655,17.7449,39.3607,8.9962,3.6075,67.0243,3.1583,21.0988,10.3747,8.5285,46.3913,46.2292
yetA,2.5841,8.044,33.9809,22.3649,104.4394,5.2927,1.8192,2.6136,4.7728,2.1351,9.2727,52.9775,3.0707,18.6839,45.1764,7.4041,1.9328,75.1824,1.72,22.7366,8.1109,4.0287,55.5088,48.9611
yetF,25.4844,25.8854,73.0566,62.6002,110.0551,57.498,26.9113,28.9978,66.2812,67.4463,88.7588,104.4273,24.7772,27.2937,83.5374,78.0603,110.3983,81.3688,23.4352,29.5438,63.3252,68.7898,99.4588,73.9628
yetG,392.2855,962.9399,758.9376,1267.8975,452.1962,462.6175,664.6056,1306.8578,1332.5504,936.9622,871.5979,421.7787,747.1043,776.5353,592.4881,1252.6243,797.9048,264.2698,788.8247,659.2267,1061.5044,1138.9338,703.9027,308.4371
yetH,215.5189,134.0794,128.5096,153.1564,87.7088,57.0767,226.8816,187.7479,225.8514,131.8419,88.3142,86.2871,227.6362,118.5745,110.0849,189.6334,79.9484,80.0274,245.8515,100.8423,151.045,142.2273,119.7733,77.7345
yetJ,1144.6627,583.241,369.9373,530.9245,193.7291,335.7433,832.7404,760.5,713.2766,542.8271,351.182,236.3689,1067.2247,423.1372,282.4666,567.5772,408.8044,165.8242,1162.5375,393.7683,560.3906,497.0267,364.7926,208.0998
yetK,151.1904,175.4752,146.3359,176.8973,163.8016,84.317,140.9124,196.4728,209.3085,164.4198,109.3416,115.1931,155.0924,154.7379,149.1452,172.7325,111.3365,114.8026,164.0244,155.4195,170.1073,139.9797,149.038,91.7777
yetL,24.5092,31.4783,51.3694,61.4132,115.7698,31.5355,24.0468,28.4375,44.7707,34.53,41.3215,58.3704,32.7905,33.8745,71.0204,32.17,32.3555,106.8355,36.5239,39.9019,43.0969,42.0257,75.1016,60.1486
yetM,3.1388,12.3548,35.5121,26.8192,104.7714,5.6253,3.4741,5.0068,5.6468,3.3007,9.2757,48.7973,4.3155,20.7966,47.091,9.4817,2.988,79.4386,4.8282,22.3926,11.589,7.9508,55.2976,48.2661
yetN,29.8694,29.8777,42.2498,27.0595,93.785,11.6602,24.1754,27.0378,16.8548,18.3875,17.6975,45.7268,29.5198,34.5761,48.4521,19.9195,12.9035,71.3721,28.066,31.0143,19.6902,15.8626,60.6544,44.505
yetO,11.9297,8.9464,27.6731,17.0787,85.8828,5.345,10.0288,5.0494,5.902,3.378,12.2656,45.5712,8.1191,20.3781,37.7468,6.339,10.15,62.3524,6.5092,18.8656,6.2881,3.8781,43.2406,40.8727
yezA,93.3371,67.5496,114.9323,99.0503,104.2549,98.7199,105.1215,79.1304,129.597,105.0914,152.609,103.6634,91.4083,60.4057,126.2585,137.4155,128.1822,133.9589,108.0641,89.5113,102.8942,92.7305,133.4355,110.5273
yezC,75.4129,72.987,133.8381,111.2479,132.5802,100.6884,64.2705,82.875,167.1438,132.4862,87.4716,85.7014,81.5484,77.8636,125.3566,111.7483,82.2598,103.0511,70.4588,81.2385,179.7519,107.6907,121.3804,105.7707
yezD,1677.9372,408.1511,430.3924,626.6494,258.4997,398.6991,1090.3027,461.3839,825.2727,607.91,261.8576,269.8772,1451.3339,250.4804,356.2292,680.6485,350.4267,261.121,1563.1306,255.5515,597.4993,522.6941,521.6515,256.4825
yezE,78.5068,66.6503,70.1728,65.379,111.5814,100.4285,75.3354,115.5,78.429,90.4211,114.8002,94.6604,70.4209,78.0985,77.05,75.3671,97.3281,101.0716,90.0188,81.8868,66.6892,90.8939,81.3158,85.7153
yfhA,57.3927,138.8793,98.9935,99.3382,104.687,58.3041,78.2029,146.25,127.0585,112.941,86.6164,69.2539,96.7799,116.7355,104.2366,106.1175,79.0077,75.4909,90.0894,111.0101,116.2712,103.9035,97.1458,64.8464
yfhB,202.8966,360.6668,239.0628,271.3581,194.3845,237.8036,223.2915,338.2653,350.2061,352.0504,288.3883,183.8422,260.6943,311.0728,250.7991,329.2784,268.2452,171.336,278.9819,307.9428,310.824,319.6952,230.2342,182.6614
yfhC,794.8134,1691.0793,1061.364,1635.4868,526.7098,646.2357,1025.9734,2047.0,1972.2972,1713.6953,1094.0019,484.8386,1147.6146,1405.3621,898.3775,1717.3979,1076.2786,301.71,1227.9998,1327.1849,1663.9859,1546.7057,883.69,428.5767
yfhD,257.3466,142.8529,93.5409,39.0189,101.9924,69.4767,170.7184,156.9141,79.6545,88.256,115.7815,244.2543,180.8821,137.7642,90.7483,68.1495,169.8665,119.9716,165.0511,111.8038,69.1957,56.3078,104.787,119.1622
yfhE,148.38,72.6756,50.4313,35.5222,73.208,40.911,124.0743,63.2432,36.1392,35.0703,86.4326,115.3673,114.362,58.4906,54.5983,28.1887,59.7606,85.9153,121.7547,77.3561,41.7965,39.754,56.8336,70.4238
yfhF,221.9223,98.4786,58.0555,45.3959,103.2705,49.4817,148.2932,121.2336,43.9852,50.97,63.8883,75.8996,144.1804,114.9573,60.8449,46.1608,44.8532,84.137,147.6773,106.291,39.3092,41.1271,69.1725,73.3789
yfhH,116.6386,109.2671,97.7407,107.6491,81.1974,173.8959,118.9222,117.9286,151.2254,139.574,135.2002,114.2686,104.1691,77.1003,85.976,135.4524,134.248,90.3589,110.219,76.7551,149.2911,157.5962,115.2911,113.7905
yfhI,115.8719,40.3349,37.9023,27.2722,73.157,11.8258,72.5338,42.1687,20.893,22.1356,18.525,40.9554,90.2165,33.6646,46.0843,19.9115,14.9713,54.5298,71.6516,29.5633,26.3603,15.4444,47.1719,31.7766
yfhJ,499.7362,206.1563,165.863,211.0215,149.4963,307.997,370.3204,189.5833,216.3584,201.8491,212.3337,182.024,390.3173,158.5263,153.6145,197.008,215.9959,174.43,314.9994,138.0875,213.2252,199.3884,188.8139,201.2518
yfhK,1206.5194,676.6528,75.0518,49.0021,156.572,91.8723,1071.5284,729.2774,47.8244,146.9233,394.5094,123.7031,982.9718,738.9896,96.3359,52.067,75.0894,143.6072,969.7662,678.3194,107.6758,65.0426,104.7973,126.0043
yfhL,996.8092,304.4298,98.7614,126.1037,143.6157,208.8163,877.6187,367.1622,152.0858,184.9787,288.1086,151.2248,696.9608,268.6233,109.1965,171.6951,180.1119,150.2416,591.9796,243.604,132.9887,198.77,151.5563,137.9849
yfhM,862.6501,231.4223,120.5505,128.6844,157.8151,252.8336,682.6938,235.4268,140.3542,193.3504,288.0841,168.6293,566.3742,213.0916,109.5413,164.8555,232.735,169.8916,480.9112,215.4637,150.3851,202.1844,161.3916,182.4663
yfhO,146.854,72.9959,40.1369,29.4274,79.8463,24.5845,112.1591,68.431,27.0494,22.3144,27.4177,52.3302,120.1269,73.3658,46.0653,23.5392,18.1697,64.9616,97.6745,73.3107,27.4815,20.7325,49.647,44.4577
yfhP,224.3534,96.465,89.6002,126.8239,117.6458,150.8513,157.877,110.8765,133.766,120.5448,142.2076,114.3121,168.1945,91.8835,91.4219,130.662,131.736,114.5107,156.763,83.817,119.157,136.7756,107.9492,109.8618
yfhQ,82.7504,93.9937,80.48,75.4846,130.2142,86.6801,85.8594,95.3919,80.4097,79.6302,71.0434,103.3629,81.5638,87.7358,87.3572,66.1154,81.4238,104.2879,88.1672,74.5062,80.3632,76.1289,91.8554,99.6239
yfhS,212.5639,199.5832,114.0308,118.2889,92.3621,107.2208,178.7331,275.6,133.7151,124.1627,100.8802,122.2894,211.8358,169.9259,102.6902,111.2516,131.4402,91.2905,229.9064,132.564,142.4626,116.6912,93.2071,117.7853
yfiC,73.4684,63.5581,60.6565,58.2212,96.0759,81.3147,51.295,58.3388,57.7406,59.1711,68.0728,80.4711,59.2514,57.8962,60.2075,61.2782,58.0197,80.189,53.4069,55.5255,61.6961,61.3887,67.9185,76.7891
yfiF,18.0991,14.2275,34.0612,22.114,79.7878,7.2081,11.659,8.0476,13.796,11.6312,14.3619,44.4988,12.4192,20.8654,47.4972,15.0503,5.8496,62.4129,12.5753,23.9113,14.5051,9.806,38.7912,40.3512
yfiG,4.9002,15.5062,37.3979,22.7372,99.7704,10.9776,4.6489,8.0222,6.6999,5.4751,10.038,47.3396,6.2321,23.505,51.2759,9.0016,4.2761,78.9299,6.7184,23.6767,10.2327,6.3615,54.6754,49.3409
yfiH,3.3624,11.4182,28.2271,17.3708,91.7795,9.6414,4.0937,8.0732,4.2584,4.8618,9.9363,52.5399,5.0852,20.6766,46.0401,6.9452,3.8143,73.8257,6.6787,23.2678,9.6263,7.495,45.9737,44.7301
yfiI,7.7907,12.316,32.6424,18.0594,80.9004,12.7586,7.2424,8.4351,8.506,8.74,10.1222,38.309,7.5165,19.7835,39.0341,11.8219,9.3772,67.1986,7.7078,24.7235,11.2685,10.1054,41.6491,38.1643
yfiJ,36.6402,42.3972,49.567,42.065,98.9692,28.6981,36.3483,36.0925,33.085,37.6742,35.4911,52.197,33.4538,37.2952,53.3921,38.0242,25.3419,78.1987,36.9387,37.1762,32.8882,37.8123,62.3855,53.5873
yfiK,40.1292,48.264,46.4379,44.0089,78.1606,27.3974,31.9898,43.2353,34.412,34.5382,26.8236,54.2905,40.822,42.797,43.7049,34.7518,29.5986,57.7573,37.9569,51.4633,39.1229,35.2749,54.5191,46.0114
yfiL,0.0,8.3313,34.6379,20.4309,110.7275,3.0323,0.2943,1.25,4.0179,1.4679,9.5,56.2046,1.0236,19.2677,50.7867,7.2936,0.8859,88.5631,0.9958,22.6927,7.6602,4.0073,60.659,52.1462
yfiM,1.5956,4.9671,26.6342,16.2221,79.8616,1.6681,2.544,2.2103,3.5786,3.4608,8.2519,32.2564,1.6088,16.5557,38.1638,7.4038,1.8565,58.3911,1.7608,17.8341,6.1972,2.5935,44.3789,33.7776
yfiN,4.6498,11.1461,33.6372,19.9191,78.5713,8.5783,6.1844,6.3148,7.1447,6.5256,12.7306,41.5442,6.8255,17.8581,40.0691,7.6148,8.5925,64.1094,4.2256,16.9764,11.2908,8.1928,43.1405,39.6796
yfiQ,29.0849,17.0377,36.1969,30.7761,81.2254,17.9831,28.5815,12.0868,17.2669,17.663,22.3471,48.3081,33.6506,22.9642,43.4774,19.0678,23.6038,63.5908,43.2219,26.3518,20.9139,18.6395,47.5962,49.0217
yfiR,51.2515,57.87,73.9741,104.3162,109.5032,84.9622,69.5298,72.415,90.4686,74.8474,75.7283,79.8051,67.8232,56.4189,89.4842,85.1509,74.2415,93.5379,73.9006,62.5233,86.332,87.8255,92.1477,79.9043
yfiS,8.3351,10.7217,19.5301,15.2499,50.7788,5.432,7.4682,9.3301,7.9973,7.8521,7.2775,26.3578,6.112,17.6415,29.9033,5.444,6.6123,39.0777,5.9461,16.9381,11.2672,7.9175,24.0659,27.8235
yfiT,120.9134,162.2411,112.9305,140.9774,146.8585,172.3002,127.2073,177.0251,136.7965,143.2777,177.3523,128.9021,145.4026,139.7093,110.0353,165.2671,182.7178,130.8703,157.9457,137.1758,138.6245,161.4701,130.1776,131.3669
yfiU,26.4454,33.3318,49.5851,38.366,98.1356,45.7539,22.6442,29.4942,30.4337,35.7381,53.9539,73.4661,27.997,39.8452,54.858,37.9998,44.9116,81.792,27.0876,40.3451,28.9844,33.4424,65.3751,66.8594
yfiV,45.9035,36.1873,45.3934,46.1237,90.4645,45.2466,45.0521,26.0404,32.183,32.7126,38.7578,61.2665,45.1256,31.8624,59.9924,44.1693,38.9125,68.9539,39.5592,37.4263,32.7457,33.3464,57.5396,55.2636
yfiY,533.7198,974.4171,957.0673,1451.8003,397.6005,316.903,827.7429,1370.3834,1900.1075,1391.4916,628.0686,278.1556,827.7643,742.0367,823.3911,1606.9395,579.6337,197.7227,834.8451,710.9234,1597.3564,1236.9529,692.638,217.1726
yfiZ,76.4967,134.1814,129.1925,152.4848,125.7694,91.4908,100.0618,138.6602,183.1576,149.6881,120.2697,102.4144,90.3552,113.0312,126.6365,147.051,110.3365,100.154,106.9722,109.8235,181.2071,159.2005,116.3898,106.7465
yfjA,118.6496,34.9996,67.3819,66.3419,138.2894,196.4213,141.6574,21.3571,58.1024,80.6912,120.3431,148.3294,123.178,29.7714,72.7489,74.9503,129.8608,156.0322,125.7532,37.3016,50.8795,103.6633,88.7687,163.4225
yfjB,109.2009,31.4156,51.6416,51.0588,103.0671,145.1562,107.3425,25.8088,44.0391,58.5567,115.4708,111.9742,111.9292,38.7017,61.2725,68.0914,130.0672,116.5104,122.9792,41.7216,53.4097,87.7852,74.2459,136.764
yfjC,109.7022,43.0659,58.9186,64.9459,105.4615,177.3873,110.8235,43.7988,58.7615,70.9626,117.6096,137.6747,111.0242,38.8245,68.801,86.298,148.6332,131.4338,125.3053,49.429,63.1548,101.1242,80.3663,135.547
yfjD,99.3342,45.2985,63.5362,62.5362,109.341,180.0577,113.5346,46.6532,53.9174,75.0984,108.6131,142.0383,97.007,52.574,78.7418,87.68,150.0843,131.7296,123.6056,50.6186,58.9563,104.7817,84.6393,139.407
yfjE,127.1603,68.3391,74.3119,80.2389,148.6704,204.8938,141.0197,67.8729,72.0288,78.8598,138.7627,180.381,133.2097,85.4678,85.1024,129.9146,157.2843,156.9843,134.3152,77.4011,84.6635,115.3964,124.6572,175.5613
yfjF,151.1026,93.7448,87.7343,121.1828,179.2489,209.176,170.9948,79.6101,90.4723,91.7355,181.0462,191.5733,169.9296,93.3901,102.5126,154.8383,183.4167,181.2648,187.4082,85.6856,101.8941,128.8722,136.6093,179.5815
yfjL,37.1818,39.3607,48.6772,46.0012,94.4086,23.0346,25.9477,39.8478,29.7952,28.2087,21.7044,47.6517,35.4062,40.4254,59.0121,36.2777,20.429,71.6574,36.4716,37.0053,34.2301,28.4587,53.6213,45.3162
yfjM,49.6427,51.0494,57.1527,47.0022,113.5117,38.2186,40.131,45.8444,48.1507,35.89,37.7087,69.526,52.8726,51.4895,79.0161,48.3502,26.236,90.6859,46.294,40.9025,51.2076,49.6793,59.0919,54.2938
yfjO,127.7336,101.5331,95.7286,100.6145,109.158,102.3048,103.6113,101.8844,108.0887,122.7483,107.3963,101.6567,108.7296,88.9071,100.8446,109.8412,106.5326,102.3143,111.9329,82.0944,111.0856,106.144,107.3389,99.0722
yfjP,110.3438,69.0922,112.3031,101.3122,143.3907,140.2674,100.7414,70.7552,115.7819,123.7704,126.4794,112.1627,91.2034,72.9176,113.5449,110.6195,122.2015,135.1697,101.1342,70.3514,116.6686,126.4053,134.9799,115.1902
yfjQ,91.391,73.6673,91.1113,72.493,130.023,106.728,88.6588,70.3828,71.2973,79.1919,76.0501,111.4016,83.081,65.1249,106.5306,76.1497,73.9927,119.8188,76.4575,68.0238,83.9135,78.8309,107.4511,106.4516
