Feature.ID	gene name	HS_0.norm	HS_15.norm	HS_30.norm	HS_60.norm	HS_90.norm	HS_120.norm	R_0.norm	R_15.norm	R_30.norm	R_60.norm	R_90.norm	R_120.norm
YBR015C	MNN2	1336.3	683.28	969.63	1263.59	1476.74	1339.56	932.47	927.17	850.5	962.25	1111.62	1140.85
YKL201C	MNN4	479.19	593.8	649.58	684.34	582.68	527.86	539.6	589.19	530.01	535.96	511.19	504.36
YJL186W	MNN5	855.69	422.98	599.79	864.25	849.87	827.98	789.52	688.76	681.76	668.52	639.23	602.81
YPL050C	MNN9	1122.38	327.41	452.81	585.98	577.54	496.14	1147.36	907.99	834.65	893.58	884.64	863.63
YGL068W	MNP1	563.33	479.92	446.88	416.15	442.92	466.85	662.67	468.61	573.04	558.85	514.1	508.68
YKL064W	MNR2	691.68	1298.44	1282.56	1341.78	1241.41	1228.95	792.36	741.74	706.68	788.68	752.72	740.13
YJR131W	MNS1	173.99	255.21	366.28	427.92	394.62	422.12	114.55	126.06	134.77	169.75	157.14	148.54
YGL257C	MNT2	543.36	225.73	202.7	311.9	322.68	314.76	492.27	520.68	550.39	494	461.72	512.99
YIL014W	MNT3	316.6	250.13	380.5	523.76	507.66	535.99	374.88	319.71	313.7	325.2	296.82	334.22
YNR059W	MNT4	289.51	220.64	195.58	251.37	262.05	356.24	246.13	292.31	329.56	426.29	512.16	595.04
YIL106W	MOB1	186.83	110.83	79.42	100.89	141.82	156.97	196.91	212.84	206.11	132.56	161.99	182.23
YFL034C-B	MOB2	102.68	83.38	99.57	116.86	113.04	113.87	112.65	99.57	112.12	117.3	98.94	120.91
YOR274W	MOD5	279.52	173.87	175.43	285	250.75	299.31	340.8	249.38	257.08	262.26	261.9	228.86
YJR074W	MOG1	228.18	555.17	615.2	434.65	426.48	488	239.51	178.13	219.7	211.71	268.69	291.91
YBL049W	MOH1	79.86	246.06	341.38	469.12	466.55	512.4	83.31	79.47	84.94	68.66	86.33	64.77
YGL124C	MON1	330.87	293.85	362.72	437.17	429.56	394.47	313.35	332.5	342.01	372.88	291	316.95
YNL297C	MON2	514.84	546.02	529.86	442.21	459.36	528.67	484.69	556.3	608.15	588.41	629.53	705.58
YPL082C	MOT1	784.38	332.49	322.42	347.21	329.88	333.47	767.75	626.64	570.78	528.33	482.09	490.54
YER068W	MOT2	320.88	224.71	266.71	253.9	234.3	274.91	253.71	281.35	275.2	254.63	278.39	300.54
YMR070W	MOT3	173.99	224.71	151.73	122.74	97.63	103.29	140.11	215.58	172.14	144.96	158.11	145.09
YNL249C	MPA43	222.48	252.16	321.23	426.24	462.44	458.72	312.4	282.26	332.95	362.39	350.17	399
YGL080W	MPC1	193.96	256.23	283.3	249.69	238.42	277.35	157.15	203.7	178.93	234.6	225.04	243.54
YHR162W	MPC2	1841.16	1820.05	862.94	479.21	489.16	444.08	2124.32	1987.71	2152.87	1852.97	1886.65	1822.25
YGR243W	MPC3	17.11	351.81	128.02	35.31	42.13	65.88	33.13	87.69	86.07	76.29	85.36	86.36
YOR177C	MPC54	32.8	96.59	113.79	161.42	144.9	178.93	26.51	21.01	33.97	25.75	14.55	26.77
YOR288C	MPD1	228.18	1194.73	1434.29	1206.42	1288.68	1534.77	273.59	221.06	243.49	466.34	862.33	1222.9
YOL088C	MPD2	231.04	223.69	366.28	438.01	511.77	495.32	210.16	190.92	149.49	238.42	306.52	354.95
YKL059C	MPE1	155.45	191.16	168.32	135.35	154.15	143.15	159.99	156.2	154.02	234.6	234.74	204.68
YIR002C	MPH1	336.57	637.53	578.46	518.72	518.96	529.48	500.79	437.55	413.36	432.01	490.82	481.9
YDL247W	MPH2	2.85	1.02	2.37	5.88	4.11	4.07	5.68	2.74	5.66	1.91	1.94	5.18
YJR160C	MPH3	1.43	6.1	4.74	10.93	10.28	6.51	1.89	7.31	5.66	1.91	1.94	2.59
YJL066C	MPM1	62.75	625.32	544.08	384.21	403.87	383.08	65.32	73.99	99.66	131.61	132.89	170.13
YGL010W	MPO1	72.73	406.72	448.07	479.21	496.36	487.19	75.73	134.28	168.74	165.94	147.44	193.45
YJR002W	MPP10	1079.59	78.29	139.87	234.56	224.03	242.37	1176.71	697.89	563.98	431.06	404.49	342.86
YNR024W	MPP6	328.01	73.21	119.72	114.34	114.07	114.68	465.76	307.84	257.08	197.41	161.99	152.86
YDL028C	MPS1	209.64	202.34	208.62	203.45	196.28	185.44	215.84	248.46	187.99	180.24	168.78	189.13
YGL075C	MPS2	79.86	131.17	152.91	212.7	202.45	228.55	100.35	75.82	83.8	95.37	90.21	76
YJL019W	MPS3	176.84	100.66	103.13	134.51	160.31	173.24	101.29	167.16	151.75	140.19	176.54	173.59
YGL178W	MPT5	343.7	420.95	430.29	490.14	448.06	566.08	262.23	303.27	289.92	301.36	326.89	391.22
YCL061C	MRC1	258.13	163.7	126.83	190.84	204.5	161.04	323.76	242.07	231.03	226.97	200.79	202.95
YPR112C	MRD1	1294.94	23.39	29.63	126.95	147.98	129.32	1761.75	1097.08	784.82	443.45	366.66	342.86
YMR224C	MRE11	111.24	137.27	154.1	149.65	158.26	154.53	120.23	146.16	121.18	155.45	134.83	185.68
YGL143C	MRF1	136.91	170.82	177.8	176.55	200.39	188.69	180.81	138.85	149.49	152.59	138.71	139.04
YDR033W	MRH1	8323	3381.84	2944.44	2350.63	1858	2130.13	5650.65	3816.48	3297.82	2362.22	1558.79	1167.62
YGL064C	MRH4	125.5	75.24	77.05	94.16	95.57	97.6	110.76	97.74	99.66	104.9	105.73	103.64
YPR118W	MRI1	1140.92	318.25	296.34	320.31	335.01	438.39	1366.04	1182.03	1186.85	1012.79	904.04	957.76
YDL079C	MRK1	134.06	255.21	257.22	290.89	274.38	248.88	149.57	168.99	203.85	180.24	196.91	203.82
YPR079W	MRL1	104.11	392.48	490.74	348.05	357.62	374.13	93.72	125.15	120.04	133.51	139.68	168.41
YOR201C	MRM1	342.28	189.12	260.78	317.79	311.38	278.16	317.13	324.28	377.12	396.72	352.11	392.09
YGL136C	MRM2	245.3	387.4	359.16	409.43	514.85	514.84	309.56	324.28	371.46	383.37	420.98	410.22
YPL184C	MRN1	685.98	400.61	602.16	692.75	653.59	463.6	607.76	757.27	667.04	578.87	559.69	616.63
YDR347W	MRP1	386.49	458.57	435.03	367.39	447.03	409.92	423.16	338.9	366.93	357.62	303.61	370.5
YDL045W-A	MRP10	111.24	159.64	143.43	131.15	140.79	134.2	105.08	82.21	80.41	97.27	82.45	88.95
YGR084C	MRP13	209.64	173.87	214.55	209.34	207.59	181.37	259.39	238.42	255.94	256.54	232.8	173.59
YKL003C	MRP17	158.3	251.15	231.15	212.7	204.5	200.08	195.01	164.42	187.99	176.43	155.2	202.95
YPR166C	MRP2	215.35	198.27	155.28	179.07	225.06	178.93	281.16	172.65	174.4	185.01	227.95	227.13
YDR405W	MRP20	121.22	182.01	169.51	181.59	173.67	169.17	85.2	104.14	122.31	147.82	159.08	154.59
YBL090W	MRP21	349.41	400.61	347.31	286.68	312.41	331.84	418.43	318.8	381.65	377.65	404.49	402.45
YHL004W	MRP4	293.79	272.5	263.15	278.28	275.41	266.77	217.73	274.95	291.05	314.71	281.3	331.63
YKL167C	MRP49	176.84	383.33	352.05	322.83	287.74	294.43	195.96	141.59	183.46	164.98	155.2	176.18
YPL118W	MRP51	427.84	515.51	439.77	324.52	290.83	284.67	496.05	405.58	413.36	384.33	373.45	342
YNL005C	MRP7	531.95	589.74	461.11	402.7	384.34	347.29	620.07	401.01	413.36	409.12	383.15	413.68
YKL142W	MRP8	345.13	2409.79	1960.59	1066.02	882.75	853.19	416.53	373.61	374.86	584.6	598.49	679.67
YDR116C	MRPL1	242.45	379.26	344.94	306.86	289.8	298.49	292.52	248.46	271.8	225.06	244.44	219.36
YNL284C	MRPL10	450.66	489.08	458.73	343.01	310.35	365.19	497	407.41	357.87	396.72	344.35	373.09
YDL202W	MRPL11	222.48	175.9	157.65	122.74	121.26	118.75	202.59	185.43	173.27	194.55	180.42	148.54
YKR006C	MRPL13	270.97	279.62	261.96	206.82	226.08	214.72	280.21	218.32	219.7	220.3	172.66	198.63
YLR312W-A	MRPL15	349.41	235.89	232.33	211.86	188.06	216.35	352.16	297.79	351.07	349.99	290.03	299.68
YBL038W	MRPL16	263.84	321.31	288.04	167.3	168.54	182.19	317.13	233.85	228.76	243.18	239.59	226.27
YNL252C	MRPL17	223.91	238.95	208.62	211.86	188.06	165.92	282.11	221.06	221.97	225.06	199.82	202.09
YNL185C	MRPL19	168.29	182.01	194.4	190	184.98	200.08	170.4	126.97	134.77	147.82	181.39	152.86
YKR085C	MRPL20	266.69	177.94	232.33	258.1	228.14	229.36	301.99	260.34	309.17	280.38	308.46	289.32
YNL177C	MRPL22	295.21	552.12	436.21	316.11	269.25	259.45	330.39	284.09	332.95	333.78	292.94	299.68
YOR150W	MRPL23	318.03	355.88	289.23	274.91	306.24	292.8	301.99	212.84	232.16	220.3	207.58	243.54
YMR193W	MRPL24	181.12	221.66	177.8	199.25	171.62	174.87	208.27	194.57	215.17	161.17	152.29	136.45
YGR076C	MRPL25	71.31	154.55	151.73	132.83	130.51	114.68	116.44	106.88	113.25	102.04	72.75	83.77
YBR282W	MRPL27	181.12	281.65	222.85	193.36	199.36	193.57	249.92	197.31	241.22	230.79	235.71	240.09
YDR462W	MRPL28	64.18	178.95	158.84	137.88	138.73	132.57	65.32	67.6	81.54	120.16	101.85	82.91
YMR024W	MRPL3	329.44	278.6	298.71	358.14	343.24	323.71	273.59	332.5	345.41	399.58	358.9	335.95
YKL138C	MRPL31	109.81	175.9	145.8	166.46	144.9	127.69	146.73	121.49	120.04	124.93	110.58	114
YCR003W	MRPL32	242.45	213.53	176.62	148.81	163.4	178.93	306.72	242.98	344.28	325.2	290.03	280.68
YMR286W	MRPL33	222.48	231.83	200.33	162.26	151.07	161.04	218.68	142.5	118.91	109.67	106.7	117.45
YDR322W	MRPL35	228.18	256.23	258.41	236.24	217.86	248.07	255.6	204.62	232.16	229.83	187.21	234.91
YBR122C	MRPL36	483.46	610.07	521.56	443.9	443.95	432.69	640.89	495.1	519.81	490.18	531.56	496.59
YBR268W	MRPL37	241.02	156.59	203.88	185.8	183.95	180.56	287.79	221.06	231.03	231.74	203.7	204.68
YKL170W	MRPL38	169.71	277.58	186.1	125.27	187.03	163.48	162.83	113.27	120.04	131.61	122.22	126.95
YML009C	MRPL39	142.61	191.16	210.99	191.68	175.73	183.81	172.29	144.33	140.43	155.45	151.32	164.95
YLR439W	MRPL4	178.27	158.62	152.91	158.89	134.62	128.51	89.93	95.91	95.13	111.58	137.74	127.82
YPL173W	MRPL40	192.53	231.83	197.96	209.34	199.36	162.67	220.57	207.36	185.73	174.52	159.08	183.09
YMR225C	MRPL44	122.65	162.69	152.91	140.4	120.24	136.64	115.49	126.97	118.91	103.95	125.13	112.27
YJL096W	MRPL49	152.6	272.5	218.11	206.82	198.34	198.45	221.52	191.83	182.33	175.47	160.05	159.77
YNR022C	MRPL50	183.97	253.18	292.78	188.32	181.89	217.16	278.32	199.14	215.17	196.45	242.5	265.13
YPR100W	MRPL51	312.33	515.51	475.33	401.86	344.26	355.43	339.85	279.52	278.59	323.29	324.95	334.22
YHR147C	MRPL6	279.52	380.28	427.92	359.82	361.73	389.59	274.53	261.25	296.71	306.13	258.02	316.09
YDR237W	MRPL7	305.2	272.5	251.3	212.7	240.47	258.64	330.39	238.42	301.24	277.52	252.2	286.72
YJL063C	MRPL8	205.37	250.13	189.66	200.93	209.64	206.59	205.43	199.14	249.15	238.42	222.13	221.09
YGR220C	MRPL9	357.96	345.71	391.17	330.4	381.26	340.79	381.51	332.5	283.12	306.13	297.79	290.18
YNR036C	MRPS12	591.85	1179.47	1007.56	791.95	798.49	752.34	561.37	467.7	523.21	543.59	594.61	613.18
YPL013C	MRPS16	309.47	281.65	299.9	242.13	226.08	197.64	387.19	229.28	314.83	326.15	274.51	266.86
YMR188C	MRPS17	464.92	591.77	464.66	336.29	281.58	280.6	606.81	432.98	562.85	514.02	426.8	484.49
YNL306W	MRPS18	395.04	500.26	450.44	463.23	463.47	439.2	444.93	284.09	288.79	315.66	353.08	336.81
YDR337W	MRPS28	286.66	388.41	276.19	225.31	218.89	222.04	354.05	304.19	284.26	268.93	236.68	209
YGR165W	MRPS35	299.49	367.06	346.13	271.55	225.06	283.85	370.15	268.56	296.71	283.24	252.2	243.54
YBR251W	MRPS5	212.5	224.71	206.25	153.85	147.98	179.75	218.68	149.81	150.62	169.75	149.38	152
YMR158W	MRPS8	175.42	245.05	212.18	173.19	167.51	144.77	177.97	147.07	165.34	119.21	140.65	144.23
YBR146W	MRPS9	492.02	483.99	446.88	385.05	384.34	375.76	468.6	415.63	424.69	334.74	361.81	342.86
YIR021W	MRS1	206.79	93.54	162.39	202.61	192.17	159.41	226.25	219.23	185.73	139.23	145.5	156.32
YOR334W	MRS2	122.65	115.91	135.13	149.65	137.71	139.08	155.25	106.88	109.85	94.41	121.25	92.41
YJL133W	MRS3	396.47	249.11	229.96	354.78	352.49	331.84	381.51	433.9	406.57	423.43	365.69	368.77
YKR052C	MRS4	195.38	566.35	322.42	233.72	258.97	289.55	165.67	337.98	288.79	268.93	223.1	270.32
YOR370C	MRS6	942.68	581.6	730.18	835.67	898.17	872.71	901.23	903.42	986.4	949.85	984.55	1000.08
YKL009W	MRT4	2251.89	70.16	96.01	224.47	208.61	174.87	2418.73	1695.4	1456.39	1037.58	880.76	810.95
YOR066W	MSA1	142.61	134.22	138.69	174.03	145.93	145.59	93.72	137.02	104.19	75.34	80.51	66.5
YKR077W	MSA2	129.78	130.15	160.02	216.06	215.81	256.2	115.49	100.48	79.27	117.3	100.88	93.27
YOR188W	MSB1	270.97	56.94	87.72	119.38	151.07	143.15	188.39	208.27	175.54	175.47	178.48	168.41
YGR014W	MSB2	703.09	161.67	239.44	459.87	640.23	561.2	496.05	545.34	511.89	598.9	768.24	820.45
YNL293W	MSB3	213.92	560.25	622.31	733.94	504.58	443.27	237.61	241.16	238.96	295.64	238.62	223.68
YOL112W	MSB4	383.63	322.32	334.27	420.36	405.92	422.12	530.13	400.1	395.24	391	361.81	421.45
YML128C	MSC1	175.42	12957.95	9690.33	5035.87	5272.89	5874.73	202.59	219.23	332.95	376.7	367.63	389.5
YDR205W	MSC2	323.74	277.58	357.98	437.17	450.11	463.6	246.13	302.36	312.57	314.71	323.01	323
YLR219W	MSC3	219.63	763.61	532.23	466.6	569.32	531.92	192.17	260.34	215.17	265.12	280.33	273.77
YOR354C	MSC6	486.32	464.67	509.71	445.58	459.36	469.29	578.41	509.72	562.85	510.21	452.99	544.09
YHR039C	MSC7	1558.78	890.71	1097.64	1153.46	1160.22	1089.06	1377.4	1283.43	1253.67	1099.57	1057.3	1162.44
YPL104W	MSD1	259.56	444.34	395.91	346.37	352.49	376.57	284	236.59	277.46	274.65	249.29	245.27
YOL033W	MSE1	176.84	349.78	280.93	260.62	251.78	309.88	215.84	229.28	227.63	227.93	216.31	257.36
YPR047W	MSF1	95.55	278.6	257.22	202.61	184.98	164.29	90.88	72.16	101.92	103	87.3	83.77
YNL053W	MSG5	296.64	154.55	218.11	328.72	312.41	303.37	303.88	328.85	272.93	241.28	234.74	230.59
YHR120W	MSH1	340.85	147.43	138.69	190	192.17	153.72	396.65	354.43	295.58	286.1	243.47	228
YOL090W	MSH2	457.79	415.87	365.09	416.99	427.5	400.16	454.4	472.26	457.53	508.3	456.87	419.72
YCR092C	MSH3	279.52	210.48	264.34	308.54	289.8	321.27	254.65	319.71	315.97	291.82	282.27	266
YFL003C	MSH4	52.77	46.77	72.31	135.35	121.26	143.15	76.68	53.89	53.23	52.45	66.93	55.27
YDL154W	MSH5	249.58	240.98	285.67	237.92	247.66	211.47	315.24	331.59	338.62	294.68	237.65	262.54
YDR097C	MSH6	496.3	124.05	142.24	234.56	292.88	300.93	612.49	439.38	449.6	357.62	340.47	317.81
YBR195C	MSI1	141.19	129.13	135.13	175.71	204.5	180.56	152.41	184.52	171.01	191.69	162.96	140.77
YNL073W	MSK1	270.97	551.1	503.78	473.32	525.13	529.48	264.12	250.29	278.59	313.75	322.04	324.72
YIR009W	MSL1	88.42	99.65	75.86	89.12	75.02	90.28	98.45	102.31	100.79	122.07	127.07	102.77
YLR116W	MSL5	158.3	169.8	135.13	146.28	137.71	143.96	103.19	151.64	131.37	118.25	123.19	145.95
YGR171C	MSM1	138.34	157.6	186.1	167.3	159.29	177.31	190.28	156.2	204.98	146.86	170.72	145.95
YOL116W	MSN1	158.3	262.33	289.23	263.14	213.75	261.89	180.81	178.13	215.17	241.28	214.37	239.22
YMR037C	MSN2	365.09	453.49	406.58	344.69	358.65	353.8	280.21	393.71	403.17	438.68	442.32	398.13
YKL062W	MSN4	288.08	341.64	341.38	317.79	258.97	244.81	268.85	255.77	245.75	206.94	193.03	196.04
YDR335W	MSN5	607.54	1033.06	989.78	853.32	808.76	842.62	739.35	774.62	808.6	842.08	820.62	838.58
YNR049C	MSO1	106.96	201.32	194.4	165.62	134.62	135.01	109.81	117.84	109.85	115.39	125.13	147.68
YGR028W	MSP1	260.98	647.69	781.15	687.7	734.77	729.56	284.95	219.23	294.45	369.07	540.29	777.26
YHR091C	MSR1	248.15	289.78	252.48	274.07	238.42	265.96	212.05	219.23	240.09	214.57	195.94	203.82
YMR023C	MSS1	183.97	335.54	360.35	370.75	442.92	435.95	235.72	231.11	271.8	269.89	296.82	318.68
YMR164C	MSS11	119.8	104.73	124.46	121.06	115.1	141.52	101.29	121.49	137.03	118.25	105.73	99.32
YDR194C	MSS116	1381.94	911.04	698.18	662.48	600.15	644.16	1442.72	1190.25	1466.58	1220.69	961.27	937.04
YPR134W	MSS18	141.19	206.41	225.22	202.61	195.25	201.71	195.01	167.16	200.45	207.9	216.31	191.73
YDL107W	MSS2	121.22	296.9	299.9	288.36	206.56	225.29	200.69	144.33	142.69	152.59	155.2	130.41
YDR208W	MSS4	591.85	756.49	647.21	615.4	643.31	604.31	606.81	583.71	557.19	485.41	514.1	493.99
YLR203C	MSS51	466.35	1021.87	999.26	741.51	768.68	636.03	377.72	392.79	323.89	383.37	413.22	437.86
YKL194C	MST1	101.26	232.84	221.66	215.22	229.17	219.6	125.91	137.93	118.91	146.86	134.83	146.82
YGL051W	MST27	24.24	23.39	26.08	40.35	50.36	47.99	26.51	29.23	22.65	19.07	28.13	25.91
YAR033W	MST28	29.95	30.5	30.82	38.67	32.88	38.23	29.35	41.11	39.64	47.68	50.44	44.91
YDR268W	MSW1	101.26	145.4	130.39	134.51	115.1	152.09	134.43	196.4	151.75	143.05	156.17	132.13
YPL097W	MSY1	132.63	289.78	259.59	189.16	206.56	217.16	179.87	165.34	212.91	205.04	170.72	200.36
YJL123C	MTC1	560.48	759.54	528.67	432.13	326.79	239.93	714.73	454.91	407.7	463.48	423.89	393.81
YKL098W	MTC2	252.43	326.39	334.27	369.07	437.78	392.03	264.12	273.13	269.53	324.25	390.91	365.31
YGL226W	MTC3	106.96	116.93	91.27	102.57	105.85	117.93	116.44	81.3	95.13	110.62	126.1	135.59
YBR255W	MTC4	134.06	230.81	240.63	211.02	188.06	152.09	184.6	166.25	142.69	171.66	121.25	149.41
YDR128W	MTC5	442.11	317.24	336.64	316.95	357.62	331.03	455.35	461.3	422.42	383.37	393.82	418
YHR151C	MTC6	298.06	187.09	192.03	243.81	246.64	222.85	248.97	298.7	271.8	228.88	186.24	214.18
YEL033W	MTC7	1768.42	1195.74	619.94	902.08	844.73	947.54	1791.09	1827.85	1499.42	1539.21	1491.86	1313.58
YKR080W	MTD1	166.86	158.62	424.36	363.19	285.69	247.25	177.97	188.17	155.15	211.71	208.55	199.5
YMR228W	MTF1	216.77	164.72	177.8	152.17	152.09	190.32	254.65	241.16	243.49	226.97	233.77	240.95
YDL044C	MTF2	121.22	139.3	116.17	141.24	127.43	139.08	195.01	169.91	177.8	147.82	149.38	165.82
YMR097C	MTG1	199.66	387.4	407.76	358.98	311.38	303.37	248.97	212.84	287.65	252.72	274.51	299.68
YHR168W	MTG2	141.19	158.62	131.58	121.9	140.79	149.65	115.49	139.76	157.42	126.84	124.16	108.82
YDR277C	MTH1	68.46	66.09	117.35	156.37	140.79	150.47	61.53	93.17	54.36	40.05	73.72	64.77
YGR023W	MTL1	82.72	395.53	408.95	287.52	257.94	234.24	27.45	76.73	77.01	53.41	36.86	38.86
YGR257C	MTM1	279.52	295.89	310.56	275.75	301.1	300.93	277.37	308.75	323.89	301.36	340.47	341.13
YGL236C	MTO1	142.61	65.07	104.31	210.18	253.83	235.87	120.23	115.1	120.04	122.07	128.04	167.54
YNL063W	MTQ1	215.35	492.13	420.8	516.2	498.41	436.76	218.68	354.43	422.42	433.92	388.97	434.4
YDR140W	MTQ2	282.38	191.16	154.1	214.38	272.33	303.37	278.32	281.35	298.98	285.15	277.42	284.13
YOR160W	MTR10	439.25	380.28	397.1	374.12	307.27	283.85	358.79	421.11	379.39	337.6	295.85	310.04
YKL186C	MTR2	379.36	346.72	423.17	397.66	303.16	329.4	404.23	352.6	366.93	341.41	346.29	295.36
YGR158C	MTR3	366.52	27.45	60.45	118.54	112.01	122	302.93	300.53	253.68	252.72	225.04	200.36
YJL050W	MTR4	1872.53	19.32	75.86	232.04	241.5	235.87	2314.6	1501.74	1332.95	945.08	916.65	825.63
YAL034W-A	MTW1	79.86	44.74	47.41	58.85	66.8	61	105.08	56.64	74.74	69.62	60.14	52.68
YMR100W	MUB1	309.47	282.67	309.38	280.8	225.06	231.8	346.48	365.39	353.34	386.23	302.64	280.68
YBR119W	MUD1	131.21	212.51	241.81	221.95	169.56	200.08	192.17	142.5	142.69	155.45	130.95	152
YKL074C	MUD2	329.44	206.41	244.18	280.8	234.3	270.84	381.51	312.41	326.16	368.11	421.95	486.22
YPL070W	MUK1	171.14	271.48	302.27	293.41	215.81	257.01	198.8	173.56	156.28	190.73	185.27	131.27
YBR057C	MUM2	212.5	132.18	187.29	170.66	137.71	103.29	219.63	180.87	160.81	128.74	127.07	130.41
YOR298W	MUM3	89.85	106.76	61.64	61.37	66.8	88.65	143.89	232.02	275.2	235.55	170.72	178.77
YGR055W	MUP1	918.44	668.03	3260.93	942.44	1001.96	855.63	702.43	722.55	758.77	877.37	809.95	801.45
YHL036W	MUP3	58.47	171.84	382.87	186.64	170.59	170.8	47.33	69.42	55.49	57.22	75.66	70.82
YDR386W	MUS81	125.5	201.32	212.18	205.13	233.28	234.24	183.65	169.91	207.25	168.8	141.62	167.54
YGR206W	MVB12	98.4	129.13	132.76	119.38	107.9	116.31	96.56	95.91	88.33	86.78	92.15	94.14
YNR043W	MVD1	2221.94	1151	756.26	807.92	930.03	866.2	1946.35	2012.37	2302.36	1821.5	1510.29	1403.39
YMR004W	MVP1	221.05	396.55	288.04	272.39	224.03	185.44	290.63	295.96	328.42	367.16	358.9	272.91
YER042W	MXR1	156.88	117.95	309.38	110.97	113.04	139.08	177.97	55.72	35.11	70.57	55.29	58.73
YCL033C	MXR2	169.71	491.11	461.11	416.15	504.58	549	186.49	140.67	135.9	159.26	217.28	186.54
YHR023W	MYO1	832.87	255.21	220.48	229.51	231.22	266.77	912.59	861.4	754.24	438.68	302.64	273.77
YOR326W	MYO2	1496.03	780.89	821.46	797	788.21	847.5	1588.51	1431.41	1233.29	1280.77	1271.67	1209.08
YKL129C	MYO3	201.09	757.51	678.03	545.62	466.55	526.23	122.12	199.14	181.2	196.45	262.87	299.68
YAL029C	MYO4	949.81	376.21	535.78	521.24	492.25	457.91	1180.49	929	858.43	762.93	693.55	695.22
YMR109W	MYO5	407.88	560.25	491.92	401.02	332.96	308.25	232.88	351.69	319.36	340.46	389.94	419.72
YDR493W	MZM1	75.59	113.88	135.13	101.73	101.74	127.69	97.51	80.39	89.47	93.46	106.7	107.95
YGL122C	NAB2	571.89	498.23	439.77	585.14	430.59	357.87	512.15	528.9	634.2	713.34	632.44	607.13
YPL190C	NAB3	540.51	574.49	477.7	633.06	549.79	462.79	616.28	622.07	656.85	640.86	578.12	615.77
YML117W	NAB6	502	1279.12	1264.78	1095.45	1028.68	926.39	535.81	549.91	592.29	634.19	621.77	607.13
YNL124W	NAF1	313.75	75.24	73.49	110.97	107.9	105.73	180.81	221.06	152.89	136.37	110.58	116.59
YGR031C-A	NAG1	95.55	70.16	62.82	66.42	57.55	58.56	59.64	100.48	82.67	76.29	72.75	76.86
YLR382C	NAM2	268.12	373.16	325.97	303.5	326.79	302.56	223.41	243.9	254.81	237.46	275.48	299.68
YMR080C	NAM7	1411.89	511.44	582.01	479.21	476.83	489.63	1312.08	1059.63	1048.69	927.91	875.91	880.9
YHR086W	NAM8	350.83	741.24	593.87	569.16	477.86	485.56	288.73	333.42	363.53	334.74	371.51	362.72
YNL137C	NAM9	597.56	589.74	472.96	448.94	391.54	468.48	637.11	557.22	680.63	715.25	620.8	646.86
YPL126W	NAN1	1448.97	31.52	56.9	200.93	189.09	216.35	1564.84	1024	847.11	706.66	569.39	585.54
YKR048C	NAP1	938.4	1090	1004	828.94	937.22	758.84	1012.93	903.42	1039.63	955.57	1104.83	1040.67
YNL240C	NAR1	392.19	146.42	151.73	179.91	200.39	164.29	278.32	317.89	250.28	201.22	247.35	207.27
YIL007C	NAS2	148.32	444.34	366.28	262.3	264.11	281.41	164.72	125.15	154.02	177.38	183.33	175.32
YGR232W	NAS6	332.29	550.08	579.64	595.22	536.44	549.82	371.09	286.83	304.64	385.28	357.93	433.54
YDL040C	NAT1	877.08	430.1	392.35	329.56	367.9	387.96	819.81	661.35	645.52	684.73	664.45	566.54
YGR147C	NAT2	581.87	570.42	451.62	328.72	331.93	387.96	701.48	597.41	640.99	591.27	628.56	649.45
YPR131C	NAT3	228.18	220.64	225.22	206.82	174.7	191.95	254.65	289.57	351.07	394.82	356.96	314.36
YMR069W	NAT4	27.1	41.69	29.63	36.99	21.58	17.08	15.15	28.32	11.32	17.17	16.49	15.55
YOR253W	NAT5	621.8	293.85	203.88	194.2	173.67	233.43	606.81	494.19	502.83	397.68	327.86	330.77
YOL070C	NBA1	442.11	205.39	154.1	126.95	139.76	159.41	429.79	338.9	281.99	207.9	200.79	193.45
YHR199C-A	NBL1	34.23	49.82	56.9	62.21	73.99	69.13	25.56	38.37	72.48	54.36	78.57	83.77
YLR457C	NBP1	111.24	146.42	144.61	185.8	201.42	164.29	118.33	126.06	108.72	126.84	167.81	146.82
YDR162C	NBP2	182.55	229.79	210.99	196.73	188.06	177.31	205.43	211.93	210.64	218.39	215.34	171
YGL091C	NBP35	251	468.74	311.75	321.99	302.13	356.24	336.07	327.02	424.69	473.97	454.93	482.77
YPR155C	NCA2	142.61	456.54	361.54	279.12	296.99	287.92	177.97	198.22	204.98	191.69	223.1	201.23
YJL116C	NCA3	179.69	209.46	245.37	484.25	808.76	948.35	167.56	336.16	624	1005.16	873	715.95
YDR397C	NCB2	286.66	179.97	174.25	163.94	145.93	126.88	356.89	239.33	216.31	219.34	212.43	186.54
YJL205C	NCE101	75.59	112.86	120.91	137.04	123.32	142.33	70.05	57.55	67.95	87.74	105.73	97.59
YPR149W	NCE102	2273.28	11292.45	9616.83	6369.24	5781.58	5734.83	2060.89	2144.83	2214.03	1603.11	1008.8	944.81
YNL036W	NCE103	259.56	6216.64	4039.71	2369.97	2036.81	1986.17	322.81	1974.01	2577.56	1345.62	1094.16	1083.85
YBL024W	NCL1	1440.41	153.53	260.78	354.78	325.77	352.17	1595.13	995.68	1004.52	864.97	718.77	628.72
YHR042W	NCP1	1652.9	473.82	424.36	570.84	709.08	575.03	962.76	1205.78	1039.63	821.1	984.55	980.22
YPL006W	NCR1	531.95	2051.88	2099.27	1771.38	1773.73	1577.87	552.85	630.29	757.64	727.64	678.03	722.86
