,4140@T0A,4140@T2A,4140@T3A,4140@T4A,4140@T5A,4140@T6A,4140@T8A,4140@T0B,4140@T2B,4140@T3B,4140@T4B,4140@T5B,4140@T6B,4140@T8B,4146@T0A,4146@T1A,4146@T2A,4146@T3A,4146@T4A,4146@T5A,4146@T7A,4146@T0B,4146@T1B,4146@T2B,4146@T3B,4146@T4B,4146@T5B,4146@T7B,425@T0A,425@T2A,425@T3A,425@T4A,425@T5A,425@T6A,425@T8A,425@T0B,425@T2B,425@T3B,425@T4B,425@T5B,425@T6B,425@T8B,HR3@T0A,HR3@T2A,HR3@T4A,HR3@T5A,HR3@T6A,HR3@T7A,HR3@T9A,HR3@T0B,HR3@T2B,HR3@T4B,HR3@T5B,HR3@T6B,HR3@T7B,HR3@T9B
yyaS,0.0,7.1,0.0,0.0,0.0,0.0,0.0,2.0,31.6,0.0,0.0,0.0,0.0,0.0,16.5,59.4,9.5,13.4,72.5,49.7,133.1,24.0,35.3,0.0,16.1,73.8,88.3,206.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,72.6,0.0,0.0,101.1,182.4,138.3,48.4,0.0,0.0,0.0,67.6,189.8,1232.5
purB,41706.2,1992.0,2125.7,4772.0,4969.4,2580.2,5146.4,20169.5,2143.8,1467.0,1661.0,2371.0,4603.9,4576.0,3051.8,693.0,548.6,645.2,625.4,552.1,423.4,2906.9,560.7,306.0,382.7,431.6,591.9,536.3,17393.4,3992.5,1278.2,1295.0,2139.3,3630.1,4230.1,11500.1,2580.9,899.3,3285.1,3802.3,5156.3,4719.0,2816.4,563.8,418.5,866.3,2183.6,881.2,0.0,2670.4,745.6,657.1,3405.0,1425.5,989.7,554.4
cggR,5803.7,3411.8,9401.1,6387.1,9051.9,6222.9,10999.0,10748.0,5680.5,3364.4,3104.4,6253.5,6168.5,10054.2,4311.3,2364.4,1304.9,2403.0,3043.6,2813.9,2745.6,4581.1,2385.6,1648.4,1494.6,2288.5,3436.4,3151.1,9476.2,11101.2,5092.7,5501.4,4194.6,3590.8,13095.9,9065.7,3983.8,4727.6,4078.0,7590.3,4905.0,21077.1,1897.4,7489.6,5756.5,3661.0,2470.9,6304.9,18167.6,2729.6,4890.7,5147.1,5129.3,5882.6,8012.4,13160.9
acoA,804.0,7801.9,7629.6,50749.6,64183.8,40518.8,27966.0,1935.5,14318.8,3403.4,10084.7,40562.2,50166.3,38665.8,0.0,618.5,1590.2,4730.8,5547.3,3445.1,3794.3,0.0,97.7,1028.2,3695.2,10877.4,2494.8,2850.8,23.8,196.5,273.3,2137.2,218.9,727.9,150.3,365.8,1349.4,269.4,186.2,63.8,332.4,403.4,263.1,807.6,25658.1,8529.3,7243.2,9850.6,8520.0,19.5,883.2,20442.0,13842.9,9270.4,7831.6,5126.7
rtp,71.3,104.0,351.6,362.4,169.6,158.9,668.4,385.0,779.6,829.5,804.3,83.5,74.0,138.6,411.6,1696.9,2712.7,1938.2,1004.9,289.9,972.8,770.5,1546.4,2444.9,2416.8,1044.2,258.2,268.0,842.1,2285.9,4886.4,622.9,755.7,202.3,17.3,1454.6,1796.0,987.3,1930.5,268.5,213.6,0.0,649.7,3031.3,818.0,227.8,34.3,44.9,0.0,1150.3,2242.2,314.7,196.0,0.0,133.1,0.0
bglS,16158.5,38549.6,39562.8,54701.0,59358.8,71990.7,54380.1,8356.5,79749.3,18229.1,24711.9,74216.3,52677.2,59046.7,1805.0,5613.4,13625.9,11789.3,6053.6,3802.1,4789.0,937.8,4467.4,7073.2,10755.5,7758.8,3559.9,5673.7,61542.4,189877.5,179378.2,221712.3,158349.5,107320.0,92065.0,63420.4,138716.8,210352.4,264399.4,69311.5,68637.9,212367.0,713.0,2471.8,3283.7,3068.4,2023.0,1534.5,1175.0,1093.6,2555.1,3028.3,2035.2,1192.5,1152.0,660.5
mraZ,10483.3,29921.5,39200.9,19499.6,18967.3,43631.8,4751.9,8259.4,49965.1,12929.7,13346.9,42979.4,17402.4,7690.2,6764.5,11942.4,28364.8,20324.4,12121.4,5267.5,4383.4,6563.0,10048.4,15811.0,22195.2,14936.0,6046.1,3629.0,19214.7,33143.2,50393.8,24500.2,31272.4,18907.9,9197.2,17591.7,33985.4,30098.0,28966.9,25725.5,22963.7,4717.1,5545.3,12377.1,9159.6,4396.7,7144.6,4232.0,5848.4,5097.9,11509.4,7334.0,5994.6,3136.2,4102.7,1970.1
yhfR,98.1,304.9,567.5,657.4,143.4,402.3,124.4,1106.9,723.2,2057.7,835.4,340.4,151.5,269.2,4498.7,7758.4,4692.0,5435.9,5072.0,2763.4,2591.1,3536.2,3583.3,6651.1,7208.9,4687.3,4507.2,3279.5,1310.6,225.1,240.1,0.0,1078.8,800.6,408.4,352.9,41.8,656.0,668.4,1797.6,1210.7,28.9,12204.7,4517.8,6541.0,4824.5,2918.8,1257.7,1141.0,11704.6,9148.0,8575.5,3581.7,2874.4,2458.7,5282.1
xpf,0.0,0.0,45.0,39.1,0.0,49.3,0.0,0.0,421.0,60.8,8.2,11.1,6.1,0.0,23.4,96.7,86.3,53.7,54.8,25.0,0.0,38.8,43.9,136.9,102.0,102.6,31.3,58.3,181.1,1000.2,188.9,0.0,494.4,407.2,203.0,317.5,123.9,272.4,47.7,174.8,164.9,0.0,0.0,128.7,352.4,0.0,14.7,0.0,0.0,0.0,132.5,22.5,20.9,161.6,33.4,102.1
yfmA,0.0,270.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.6,139.2,661.4,372.6,0.0,0.0,0.0,0.0,168.7,376.0,477.2,0.0,0.0,1321.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.2,0.0,0.0,0.0,16.8,117.6,85.1,556.3,409.7,469.0,452.2,3.8,301.7,54.1,243.6,613.3,513.4,129.2
tagG,351.5,239.1,470.8,168.1,213.2,237.0,86.9,630.7,293.5,64.7,89.7,203.5,237.8,233.8,95.9,90.8,91.1,69.0,38.8,55.5,26.8,43.6,83.4,41.2,52.9,73.9,82.8,36.8,307.3,378.3,622.0,491.6,507.1,641.7,194.9,1691.1,990.1,348.7,1360.4,717.5,405.6,392.8,152.4,260.5,19.0,169.8,399.1,143.3,82.3,216.1,446.5,35.5,168.2,183.1,74.9,0.0
ygaK,12192.3,3500.3,5803.5,487.1,2712.1,1274.4,246109.8,4750.2,2313.4,1037.8,606.4,1138.2,1240.3,224492.6,230.3,193.0,122.1,106.3,84.8,113.4,22687.0,293.8,167.9,225.0,142.4,113.2,173.4,10461.2,5705.2,14182.8,3549.9,1868.9,1157.7,691.8,2530.0,359.6,1361.8,677.2,382.4,676.2,605.9,36818.1,68.1,254.9,365.7,73.5,99.9,473.2,5359.8,86.2,75.9,74.5,88.3,74.1,867.3,9649.4
yhcY,1406.0,812.4,1514.2,673.6,719.5,692.1,504.2,594.5,1444.5,12198.2,2345.5,725.5,457.3,481.1,34915.2,27966.2,14244.4,8266.9,2652.9,2453.3,1544.7,45434.2,39758.2,25809.0,12311.5,4137.7,2744.8,1735.5,5518.0,6899.1,3330.9,3257.7,4227.1,3920.4,2355.3,4101.1,6327.4,5977.5,5598.5,2782.2,2790.9,3917.1,2518.1,1937.5,871.6,1388.8,808.0,719.7,1958.9,2385.5,2414.9,884.1,678.2,1176.9,505.2,1660.4
yozW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3,33.0,0.0,23.0,720.1,0.0,57.1,0.0,14.7,9.5,0.0,127.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.1,18.7,0.0,60.8,114.0,0.0,0.0,0.0,0.0,0.0,71.2,0.0,248.1,0.0
cssS,2035.5,662.1,1860.0,1061.1,843.5,910.5,1310.6,1714.4,651.6,690.4,822.9,1239.5,860.8,1015.1,1309.5,1455.7,719.0,639.4,476.8,229.0,419.7,1354.4,2001.3,1196.9,1041.4,456.5,384.1,171.8,1273.4,2773.1,371.1,316.5,788.7,1099.2,237.0,2639.7,1938.2,688.5,1139.5,1071.7,790.7,636.4,1424.9,721.2,310.4,178.5,261.8,384.9,149.7,1493.1,522.8,435.8,470.6,182.3,239.7,129.0
yisX,11.8,0.0,0.0,0.0,0.0,12.0,14.9,0.0,0.0,348.2,397.7,9.4,6.5,0.0,1193.9,1950.1,1303.8,569.5,456.9,339.8,335.4,1508.8,2500.4,1191.3,904.3,558.0,465.2,368.0,0.0,0.0,210.7,982.4,0.0,0.0,0.0,0.0,0.0,168.9,13.6,0.0,0.0,0.0,666.1,455.4,79.2,316.9,715.5,311.8,161.9,1150.0,593.2,438.6,251.3,317.2,140.1,592.0
ywcE,5226.4,7164.8,24736.0,21253.9,58063.5,23606.1,258813.1,1192.5,10223.5,2770.9,3163.2,21409.9,45874.4,155101.6,575.6,4168.3,9946.3,8957.4,5876.1,6725.5,22924.9,557.8,3691.0,7250.7,8340.5,7701.8,7456.8,26197.9,4681.4,50771.6,36858.0,80260.2,78019.6,84845.9,106912.3,9410.7,46825.4,63799.7,127986.6,134659.7,68950.9,229453.2,748.8,2702.3,1834.4,2136.2,3289.0,5245.3,17299.7,418.4,2781.6,1870.3,1947.7,1232.8,3700.3,12165.6
ssrA,74862354.3,51598608.5,58187839.0,33996410.3,39367819.4,40636768.3,67611588.0,27082451.4,50878026.7,34244385.6,36690869.3,41165434.3,28835830.8,70177648.7,9586133.7,16103594.2,16687912.3,18895302.4,9789398.1,13971554.7,21101255.9,11962287.9,26384978.5,63230516.6,20229136.8,12692340.2,11576162.9,20493711.0,69883004.7,119897530.8,145058753.7,94575270.7,93169881.4,87794382.6,90220204.6,39809173.4,125313453.6,142003373.5,122525617.9,50419470.6,54848524.8,86447650.9,15350964.5,40156522.6,104628241.8,100479728.4,37959364.2,49295910.2,188481207.4,7188408.3,39340962.0,98548027.2,40271092.5,73146353.2,42120778.8,190630939.3
yetK,6.4,1147.1,4.4,0.0,0.0,0.0,0.0,415.2,87.1,3.8,174.7,0.0,0.0,0.0,7.2,16.5,9.7,2.9,13.4,2.5,12.7,8.0,7.4,19.4,26.6,3.2,3.8,39.7,0.0,0.0,480.1,0.0,0.0,99.0,0.0,0.0,0.0,216.4,0.0,58.7,3.2,0.0,1457.4,2760.0,2175.6,1885.0,1701.9,1352.2,3633.8,1074.5,3569.1,2244.4,1785.8,2220.9,1321.3,2493.6
ribC,4496.8,2836.0,2880.0,4165.6,3088.0,4262.4,1588.0,3258.6,3896.1,2096.5,1924.7,4924.6,3087.7,1479.9,1313.7,2371.4,2733.5,1872.3,1149.3,1266.5,643.9,1156.1,1931.9,2498.9,2030.2,1327.7,1483.7,691.1,2856.7,4714.1,3346.4,1717.1,2127.1,3117.5,2541.6,2981.1,7994.6,3216.4,3649.2,3859.0,3156.9,2080.0,1369.7,1064.5,669.0,746.3,675.2,619.9,152.9,1988.4,1154.1,1056.2,712.5,886.6,957.9,411.5
arsR,0.0,6.2,0.0,0.0,10.0,27.5,351.5,0.0,0.0,32.1,13.2,0.0,0.0,0.0,126.1,13.8,58.4,19.8,103.7,19.1,27.3,124.7,72.0,40.0,12.7,70.0,23.1,22.8,0.0,0.0,0.0,0.0,0.0,0.0,48.6,0.0,0.0,0.0,0.0,57.0,0.0,0.0,16.3,14.9,0.0,0.0,9.8,0.0,0.0,5.3,22.6,0.0,92.3,20.4,125.1,0.0
yoaK,583.7,143.3,231.0,351.0,315.0,484.4,105.5,547.2,460.9,66.2,158.8,467.4,300.2,440.4,47.3,19.7,29.2,26.5,51.3,162.1,62.2,56.4,39.2,56.5,111.1,69.9,62.1,34.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,0.0,0.0,43.3,96.8,0.0,0.6,120.4,137.1,0.0,25.8,31.9,0.0,81.2,0.0,192.1,236.9
lplD,19.5,2.9,4.4,0.0,0.0,0.0,0.0,105.5,0.0,0.0,129.6,0.0,0.0,0.0,108.8,71.3,56.2,301.3,948.4,1137.6,890.3,45.1,85.2,7.6,94.7,529.3,1571.2,1170.5,0.0,0.0,108.8,1693.6,5.8,116.8,0.0,0.0,0.0,881.5,0.0,55.6,3.7,0.0,18.4,45.7,269.3,388.2,1918.9,1539.5,43.0,46.6,20.0,203.7,863.5,3396.3,1652.6,1096.0
fadH,1105.2,11087.1,8898.6,6687.0,3134.4,17802.1,2379.3,1318.4,10070.2,7700.7,3425.9,17263.6,5379.6,3072.9,36.1,77.9,344.0,2004.7,413.4,130.5,173.9,82.0,38.1,163.1,903.4,1030.3,56.0,259.1,296.2,42172.5,27193.0,2328.8,24372.8,16494.0,6237.8,625.7,19927.7,8289.8,6964.3,8671.6,10992.6,2293.6,180.8,205.6,446.6,195.8,1057.4,1624.1,7997.2,253.6,399.2,886.7,1415.2,1243.9,1394.7,7791.3
yjzJ,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,19.1,260.9,45.3,135.3,168.1,10.7,0.0,82.0,214.7,520.4,427.2,151.2,65.9,5.6,0.0,0.0,2069.2,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.8,0.0,0.0,0.0,88.5,0.0,199.0,0.0,0.0,0.0,0.0,16.5,0.0
bstD,28319.1,14983.1,21531.6,17361.2,8027.7,19251.3,4926.6,23870.0,25190.6,8074.3,9886.6,20136.1,11080.5,4168.4,3446.0,3250.2,3150.6,1900.9,1275.8,1337.0,1066.8,3475.8,2248.5,2701.8,2797.2,1349.0,1060.6,842.2,12086.9,17194.4,11550.5,2528.9,533.8,3398.5,2977.8,60690.9,26293.0,15915.4,10374.1,8184.0,1915.7,3254.7,17113.1,1233.0,3070.0,2304.1,2717.2,860.4,1777.3,14923.3,2548.8,3942.0,1344.9,1550.9,1049.1,2620.9
rpsS,650996.6,186990.7,219886.2,292193.2,229460.3,384751.0,128532.8,406398.3,281818.6,111819.8,112389.4,395269.3,209927.8,185037.1,92707.2,57357.5,45540.3,26624.9,19566.7,18482.9,17279.1,92187.7,55537.4,40047.1,30116.4,20171.0,14930.5,23113.9,416430.7,93161.1,106703.4,55682.1,119168.0,108765.1,182980.2,221403.6,171522.9,88324.8,99720.8,57509.2,68798.4,143894.3,50788.6,28088.6,16935.6,20292.5,17028.3,18406.0,43649.1,59974.4,26163.3,22526.0,20011.8,18331.2,15110.2,45176.1
yidC2,4543.0,5364.8,6864.4,2806.3,2118.3,3757.1,2277.5,3394.8,6284.8,2237.5,2417.3,3769.7,1732.3,1965.2,3085.3,4057.5,4199.6,3894.9,2541.4,1408.4,1842.6,3185.0,3873.9,4259.4,3435.2,2780.1,2246.3,1387.8,5507.3,5959.8,8049.1,8076.0,3644.0,3805.1,2063.3,5502.7,10836.9,8639.9,8341.8,2769.4,2164.7,1202.6,2097.9,2997.7,1708.8,979.0,1272.9,1353.6,1653.0,2326.9,3567.4,1652.7,914.2,1273.1,1038.8,572.6
ygzC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,68.7,81.6,102.9,309.1,685.5,315.6,20.1,41.7,0.0,22.4,236.6,160.8,476.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.2,72.1,162.4,155.4,519.8,91.2,0.0,0.0,252.4,433.5,932.9,1362.9,1127.7
asd,65930.6,35274.0,41159.3,17953.3,115835.0,22674.1,316580.2,41993.1,32668.4,16531.3,16218.0,22258.8,67010.5,284117.4,14774.7,16414.7,16691.4,10410.2,5880.6,4872.6,82752.5,16182.7,21857.5,19309.7,13818.3,7749.6,4462.1,116557.2,54407.3,33679.7,16685.3,12116.1,17103.1,13894.2,313848.0,54377.3,30754.4,21308.6,17012.9,12270.9,23800.9,713974.1,13268.1,20322.7,6401.1,4026.9,10947.6,26765.6,242184.1,16756.9,17503.9,5216.1,3651.9,14255.7,30064.0,273187.3
bcaP,40976.2,29930.0,92929.4,26310.0,22195.7,36985.0,46996.7,17191.0,31614.6,16548.5,21296.0,34143.1,30676.6,46038.3,10084.4,12598.4,7444.3,11402.9,16996.7,14671.4,8953.5,14718.9,22906.5,14478.1,8403.8,16812.5,14634.3,11439.1,13358.0,21682.7,24529.0,14966.7,20578.5,28442.2,45043.0,31641.4,25819.7,32280.2,24073.1,33340.2,35539.2,60326.1,17460.4,21945.4,15959.7,27762.4,24838.1,19874.6,9886.9,15624.5,24181.6,24198.4,26073.9,19653.3,14268.4,8748.6
ytkL,6454.9,3490.6,5242.4,2811.3,3060.2,2885.7,2672.3,6280.0,5191.1,9244.5,4119.7,2931.1,2847.1,3677.3,10878.7,18262.0,20526.8,12562.8,9221.3,9059.5,6383.7,10899.3,16341.7,17915.1,13939.3,9209.6,10872.6,5215.0,26071.4,26104.0,34251.2,17680.6,19336.6,18611.5,11233.2,27020.7,46779.0,40851.7,27783.2,17923.6,29596.4,8210.4,13015.6,8320.4,11277.2,8555.7,6077.2,6828.3,2288.2,9869.7,7274.8,13069.0,8717.9,5795.8,7745.5,8676.3
ypoC,231.4,41.5,948.9,24.7,101.3,200.8,315.4,277.0,32.9,442.9,521.2,386.9,284.9,188.1,1597.6,1459.4,1774.6,1588.4,992.9,1090.1,1089.8,1291.5,997.2,1391.0,1513.3,1331.2,911.4,874.1,401.0,1395.0,2191.3,973.5,1009.4,633.0,381.7,730.3,1125.6,1730.6,2189.8,1085.5,314.3,129.0,1294.5,1044.1,788.2,1133.3,561.9,456.1,52.9,1317.1,1254.1,429.6,299.1,655.9,297.0,1125.1
ywaF,0.0,426.5,127.9,14.0,0.0,0.0,0.0,939.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,32.5,120.3,1342.3,227.2,1.9,0.0,78.6,0.0,13.5,1052.2,855.9,0.0,0.0,0.0,0.0,0.0,0.0,43.8,0.0,0.0,0.0,164.7,31.8,0.0,0.0,0.0,0.0,35.4,334.8,473.3,1246.1,2296.7,0.0,0.0,0.0,717.5,458.7,378.5,485.4
yxkC,145.8,0.0,0.0,0.0,20.4,53.9,0.0,366.5,99.3,1418.4,686.5,9.8,0.0,0.0,4557.1,520.8,155.2,260.3,436.7,257.4,179.2,6143.7,696.2,603.3,83.5,265.6,176.4,121.9,1478.2,0.0,0.0,0.0,104.3,251.5,139.8,775.7,44.3,0.0,0.0,37.6,315.0,0.0,5861.8,2039.1,182.1,918.9,103.5,382.4,0.0,6244.8,1296.1,657.0,369.2,184.3,337.3,45.2
melE,409.3,1783.7,4313.0,1032.2,1342.8,1664.2,2599.5,500.8,2095.9,1105.5,1386.9,1922.7,1252.4,2821.9,778.8,1004.0,1156.1,526.9,1156.1,1016.7,1042.2,359.2,1518.1,1475.4,895.1,887.8,885.9,919.7,754.9,8624.2,2057.3,3637.6,1591.6,1611.5,1831.0,1805.7,4334.7,2240.9,2660.7,2745.1,1047.6,2209.4,374.2,1551.6,2483.0,1321.9,1719.6,1495.0,4163.4,163.6,1297.0,1443.1,855.3,1057.9,1733.9,2074.8
fakA,1603.4,2663.2,2887.8,1727.3,1106.3,1709.7,865.6,1564.1,3638.9,4169.6,3881.4,1749.1,1233.9,1083.6,9409.6,6959.7,8408.4,7580.4,7530.7,6106.2,4471.3,8263.0,8138.7,7693.8,6681.6,6944.1,5800.9,4233.4,2478.7,3345.0,5386.2,6184.5,4432.2,3925.6,1634.3,2430.7,4375.7,4915.7,4332.9,3898.7,4713.0,1247.8,6705.6,9508.0,7604.5,9226.8,8478.4,5553.1,11928.1,6183.9,10418.3,8963.9,7040.4,6046.0,4304.4,8671.2
ligB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,0.0,0.0,0.0,0.0,17.4,69.8,54.0,44.3,50.9,18.5,61.8,17.3,10.5,30.0,65.9,19.2,43.9,73.9,0.0,536.7,63.8,531.8,29.3,119.1,0.0,263.3,44.2,273.0,130.3,116.6,132.3,0.0,0.0,46.1,0.0,0.0,19.0,43.4,0.0,0.3,0.0,0.0,0.0,26.9,0.0,0.0
yoqF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,58.8,0.0,0.0,11.3,0.0,0.0,11.7,10.7,0.0,11.0,0.0,0.0,0.0
bioD,1771.7,431.4,105.9,566.0,196.7,617.8,78.0,2163.5,25.5,1023.9,2057.8,659.1,648.3,76.1,2429.1,3393.9,1648.6,2631.3,9024.3,6047.3,4283.4,1958.3,1015.2,3923.9,4359.6,6346.1,6216.5,5156.2,326.1,494.7,355.4,1547.5,505.0,775.6,143.9,619.3,437.3,264.9,1032.9,1728.2,951.3,0.0,5981.1,1252.1,4333.0,3031.1,3084.4,1690.3,831.8,4623.3,1795.3,5097.2,2241.7,1069.5,1321.3,1210.4
nupP,1668.5,899.4,3151.1,556.4,121.5,387.1,301.7,598.9,483.9,1229.5,1316.0,747.4,295.4,377.6,1793.8,3502.5,3335.2,1924.4,696.1,272.5,371.1,1627.8,3681.2,6094.7,3150.2,1548.9,290.3,364.5,4686.9,11931.8,2169.9,3265.1,2970.9,2293.5,2410.0,5074.0,9123.9,7954.2,4512.8,2130.1,1458.6,1431.0,791.3,7096.6,4604.0,5414.1,7076.8,3228.8,3297.5,768.8,9328.9,7288.0,4531.7,4531.4,1739.1,1306.9
xkdT,129.4,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,11.9,0.0,0.0,0.0,0.0,139.1,172.5,339.8,363.8,323.4,146.0,99.7,171.8,281.1,204.3,423.4,330.7,67.7,39.6,0.0,562.3,1264.2,334.9,456.8,478.2,251.7,441.9,274.7,206.1,283.2,795.1,318.8,67.4,54.0,703.0,249.1,17.4,82.5,81.8,0.0,105.1,427.4,176.9,250.0,88.9,138.7,186.9
eno,185686.8,43444.4,86340.5,141601.9,107728.5,158687.2,51137.2,122149.0,86664.9,46259.5,49824.5,155752.1,106854.6,79044.6,47329.4,24716.6,36141.7,35953.1,26892.1,27173.7,16483.4,58178.8,24101.0,38292.8,27759.2,25854.9,22995.0,16388.3,488255.3,505135.9,192367.3,118424.9,96633.7,69042.6,115638.1,457145.3,416739.4,183302.3,160543.4,51050.6,53393.8,74965.7,73160.1,12568.9,61228.4,65581.4,31942.9,39760.4,14707.2,46116.5,13387.3,67548.1,48135.5,77574.6,32731.6,18540.5
gudB,65937.0,22060.7,20987.1,18413.3,12898.7,28010.5,8500.3,68207.8,34781.9,16336.0,16655.3,28889.0,14416.6,9207.1,17379.9,18685.7,21821.9,13128.9,11423.9,6845.3,5427.1,19783.7,16555.3,17994.9,18613.2,14604.5,6690.6,5296.6,76764.3,32800.8,38463.2,22497.4,21511.6,15903.4,8275.4,66004.2,48968.7,33607.4,27410.8,14992.6,12197.7,5136.2,31704.9,16679.0,13305.4,12698.5,6714.4,4574.6,2870.4,35570.5,16618.9,15744.7,11511.6,5911.1,4745.0,4222.6
glyA,650513.2,60891.5,83089.2,40602.2,23160.1,56132.4,17227.3,392538.8,76468.1,52747.1,36991.4,55407.4,29079.3,19242.9,44918.6,24608.6,15555.1,12480.8,8536.4,5906.5,6495.6,53178.1,30789.5,16849.8,12388.9,10559.5,4097.5,5713.8,340310.3,121253.3,65243.0,65187.4,51448.6,41570.6,19342.4,452382.9,121413.1,94603.6,90490.0,34365.5,23269.1,17557.9,39464.5,11737.4,4011.5,4352.0,4540.5,3212.3,1448.3,43445.7,9188.3,6653.9,7416.4,5232.4,3203.7,2412.2
trnE-Gly,827338.3,1214447.2,2210614.1,2688076.1,3007802.0,4120605.6,3036672.7,799704.6,1939358.0,562799.4,664465.0,3989900.6,2169737.7,4340731.7,176082.4,261645.0,469133.0,370448.5,791479.7,474017.8,350618.5,196213.0,257740.0,322840.2,593822.2,330801.2,488343.3,467070.5,1426018.6,5197742.4,1264976.9,796364.1,1157078.9,887264.0,3720522.9,1455692.9,2243368.8,717907.1,1117913.8,356136.4,685391.1,4566994.8,396930.4,948893.2,593354.8,325917.2,73582.3,709581.8,8239799.5,412771.2,445739.7,524096.4,515821.9,356099.4,354098.7,2041500.5
dnaD,1696.0,2108.1,2767.8,2097.3,1752.7,2077.8,991.2,2640.3,2779.6,1539.8,849.1,1939.7,1167.1,635.5,1792.8,1859.7,2184.6,1683.5,1416.0,987.7,827.7,1553.9,2209.5,2078.8,1760.9,1393.8,1075.9,582.4,1260.5,1954.8,2925.4,2949.0,2904.1,1889.7,819.5,1437.3,3702.8,4034.8,3173.1,2742.5,2483.6,877.6,1031.0,1024.4,432.4,510.5,424.5,293.5,0.0,801.6,882.8,1020.6,332.1,179.7,666.3,671.6
cssR,3360.9,566.5,2492.6,2410.3,1926.4,1711.0,1854.3,3632.4,2115.3,962.0,1149.1,1549.1,1635.3,1888.2,1770.6,2210.0,1207.8,713.3,599.2,774.5,387.1,1655.7,2491.4,1350.7,657.8,854.9,788.1,553.2,3110.7,5717.0,1142.7,325.2,1639.9,1904.1,2078.0,5424.1,6867.8,2478.1,2708.3,2137.1,2229.9,3981.0,2039.9,777.6,277.9,663.0,542.9,349.2,179.7,1982.9,609.1,468.5,512.8,556.3,417.4,603.8
yxkI,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,155.8,0.0,0.0,0.0,0.0,351.0,324.3,313.0,256.8,139.4,89.5,44.7,329.6,265.7,382.4,280.4,251.3,133.1,101.2,0.0,0.0,64.7,538.2,4.4,0.0,0.0,0.0,7.2,10.9,0.0,0.0,0.0,0.0,741.4,465.9,514.9,219.9,161.5,120.6,0.0,677.1,875.2,146.4,306.8,199.7,140.2,15.8
yxeG,5.2,19.7,0.0,30.9,0.0,0.0,0.0,0.0,0.0,51.4,0.0,0.0,0.0,17.3,155.7,136.7,157.2,88.7,150.5,105.1,61.6,52.0,162.0,102.9,142.6,130.8,80.6,84.0,0.0,0.0,0.0,0.0,12.8,0.0,52.4,0.0,0.0,0.0,12.4,124.1,0.0,21.1,92.1,278.8,172.0,218.3,139.8,88.2,0.0,154.4,119.8,103.2,195.4,168.6,62.0,0.0
yobI,1.8,0.0,0.0,0.0,0.8,2.1,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.2,0.6,0.0,0.0,0.0,0.0,160.1,64.9,176.4,201.3,733.6,764.9,347.6,253.4,284.3,240.7,540.0,716.8,517.6,287.3,124.2,236.2,146.1,135.3,27.8,44.5,0.0,258.6,183.9,96.3,54.9,16.7,50.0,21.7
purA,569501.0,4232.3,8625.7,14372.3,15175.8,12549.9,9013.3,260612.9,6764.2,9774.0,7419.2,11226.7,14239.7,9813.4,16076.4,2205.3,2076.9,1663.3,1358.2,3475.3,2336.6,21421.2,2174.9,1402.8,1345.8,992.0,2900.8,2789.7,117852.5,10108.5,7601.4,10723.7,8358.9,10294.4,11235.3,125451.3,11264.2,10346.2,8492.0,6127.3,8136.0,5816.6,29393.5,977.4,1183.3,1973.1,4808.5,4864.3,4862.2,21323.3,1506.4,1179.3,6486.9,6061.2,4658.4,2373.1
