,4140@T0A,4140@T2A,4140@T3A,4140@T4A,4140@T5A,4140@T0B,4140@T2B,4140@T3B,4140@T4B,4140@T5B,4146@T0A,4146@T1A,4146@T2A,4146@T3A,4146@T4A,4146@T0B,4146@T1B,4146@T2B,4146@T3B,4146@T4B,425@T0A,425@T2A,425@T3A,425@T4A,425@T5A,425@T0B,425@T2B,425@T3B,425@T4B,425@T5B,HR3@T0A,HR3@T2A,HR3@T4A,HR3@T5A,HR3@T6A,HR3@T0B,HR3@T2B,HR3@T4B,HR3@T5B,HR3@T6B
yoaK,583.7,143.3,231.0,351.0,315.0,547.2,460.9,66.2,158.8,467.4,47.3,19.7,29.2,26.5,51.3,56.4,39.2,56.5,111.1,69.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,43.3,96.8,0.0,0.6,120.4,25.8,31.9,0.0,81.2,0.0
lplD,19.5,2.9,4.4,0.0,0.0,105.5,0.0,0.0,129.6,0.0,108.8,71.3,56.2,301.3,948.4,45.1,85.2,7.6,94.7,529.3,0.0,0.0,108.8,1693.6,5.8,0.0,0.0,881.5,0.0,55.6,18.4,45.7,269.3,388.2,1918.9,46.6,20.0,203.7,863.5,3396.3
fadH,1105.2,11087.1,8898.6,6687.0,3134.4,1318.4,10070.2,7700.7,3425.9,17263.6,36.1,77.9,344.0,2004.7,413.4,82.0,38.1,163.1,903.4,1030.3,296.2,42172.5,27193.0,2328.8,24372.8,625.7,19927.7,8289.8,6964.3,8671.6,180.8,205.6,446.6,195.8,1057.4,253.6,399.2,886.7,1415.2,1243.9
yjzJ,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1,260.9,45.3,135.3,168.1,82.0,214.7,520.4,427.2,151.2,0.0,0.0,2069.2,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,36.8,0.0,0.0,0.0,199.0,0.0,0.0,0.0,0.0
bstD,28319.1,14983.1,21531.6,17361.2,8027.7,23870.0,25190.6,8074.3,9886.6,20136.1,3446.0,3250.2,3150.6,1900.9,1275.8,3475.8,2248.5,2701.8,2797.2,1349.0,12086.9,17194.4,11550.5,2528.9,533.8,60690.9,26293.0,15915.4,10374.1,8184.0,17113.1,1233.0,3070.0,2304.1,2717.2,14923.3,2548.8,3942.0,1344.9,1550.9
rpsS,650996.6,186990.7,219886.2,292193.2,229460.3,406398.3,281818.6,111819.8,112389.4,395269.3,92707.2,57357.5,45540.3,26624.9,19566.7,92187.7,55537.4,40047.1,30116.4,20171.0,416430.7,93161.1,106703.4,55682.1,119168.0,221403.6,171522.9,88324.8,99720.8,57509.2,50788.6,28088.6,16935.6,20292.5,17028.3,59974.4,26163.3,22526.0,20011.8,18331.2
yidC2,4543.0,5364.8,6864.4,2806.3,2118.3,3394.8,6284.8,2237.5,2417.3,3769.7,3085.3,4057.5,4199.6,3894.9,2541.4,3185.0,3873.9,4259.4,3435.2,2780.1,5507.3,5959.8,8049.1,8076.0,3644.0,5502.7,10836.9,8639.9,8341.8,2769.4,2097.9,2997.7,1708.8,979.0,1272.9,2326.9,3567.4,1652.7,914.2,1273.1
ygzC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,68.7,81.6,102.9,309.1,20.1,41.7,0.0,22.4,236.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.2,72.1,162.4,155.4,0.0,0.0,252.4,433.5,932.9
asd,65930.6,35274.0,41159.3,17953.3,115835.0,41993.1,32668.4,16531.3,16218.0,22258.8,14774.7,16414.7,16691.4,10410.2,5880.6,16182.7,21857.5,19309.7,13818.3,7749.6,54407.3,33679.7,16685.3,12116.1,17103.1,54377.3,30754.4,21308.6,17012.9,12270.9,13268.1,20322.7,6401.1,4026.9,10947.6,16756.9,17503.9,5216.1,3651.9,14255.7
bcaP,40976.2,29930.0,92929.4,26310.0,22195.7,17191.0,31614.6,16548.5,21296.0,34143.1,10084.4,12598.4,7444.3,11402.9,16996.7,14718.9,22906.5,14478.1,8403.8,16812.5,13358.0,21682.7,24529.0,14966.7,20578.5,31641.4,25819.7,32280.2,24073.1,33340.2,17460.4,21945.4,15959.7,27762.4,24838.1,15624.5,24181.6,24198.4,26073.9,19653.3
ytkL,6454.9,3490.6,5242.4,2811.3,3060.2,6280.0,5191.1,9244.5,4119.7,2931.1,10878.7,18262.0,20526.8,12562.8,9221.3,10899.3,16341.7,17915.1,13939.3,9209.6,26071.4,26104.0,34251.2,17680.6,19336.6,27020.7,46779.0,40851.7,27783.2,17923.6,13015.6,8320.4,11277.2,8555.7,6077.2,9869.7,7274.8,13069.0,8717.9,5795.8
ypoC,231.4,41.5,948.9,24.7,101.3,277.0,32.9,442.9,521.2,386.9,1597.6,1459.4,1774.6,1588.4,992.9,1291.5,997.2,1391.0,1513.3,1331.2,401.0,1395.0,2191.3,973.5,1009.4,730.3,1125.6,1730.6,2189.8,1085.5,1294.5,1044.1,788.2,1133.3,561.9,1317.1,1254.1,429.6,299.1,655.9
ywaF,0.0,426.5,127.9,14.0,0.0,939.6,0.0,0.0,0.0,0.0,0.0,35.0,0.0,32.5,120.3,1.9,0.0,78.6,0.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.7,31.8,0.0,0.0,35.4,334.8,473.3,0.0,0.0,0.0,717.5,458.7
yxkC,145.8,0.0,0.0,0.0,20.4,366.5,99.3,1418.4,686.5,9.8,4557.1,520.8,155.2,260.3,436.7,6143.7,696.2,603.3,83.5,265.6,1478.2,0.0,0.0,0.0,104.3,775.7,44.3,0.0,0.0,37.6,5861.8,2039.1,182.1,918.9,103.5,6244.8,1296.1,657.0,369.2,184.3
melE,409.3,1783.7,4313.0,1032.2,1342.8,500.8,2095.9,1105.5,1386.9,1922.7,778.8,1004.0,1156.1,526.9,1156.1,359.2,1518.1,1475.4,895.1,887.8,754.9,8624.2,2057.3,3637.6,1591.6,1805.7,4334.7,2240.9,2660.7,2745.1,374.2,1551.6,2483.0,1321.9,1719.6,163.6,1297.0,1443.1,855.3,1057.9
fakA,1603.4,2663.2,2887.8,1727.3,1106.3,1564.1,3638.9,4169.6,3881.4,1749.1,9409.6,6959.7,8408.4,7580.4,7530.7,8263.0,8138.7,7693.8,6681.6,6944.1,2478.7,3345.0,5386.2,6184.5,4432.2,2430.7,4375.7,4915.7,4332.9,3898.7,6705.6,9508.0,7604.5,9226.8,8478.4,6183.9,10418.3,8963.9,7040.4,6046.0
ligB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,0.0,0.0,17.4,69.8,54.0,44.3,50.9,17.3,10.5,30.0,65.9,19.2,0.0,536.7,63.8,531.8,29.3,263.3,44.2,273.0,130.3,116.6,0.0,46.1,0.0,0.0,19.0,0.3,0.0,0.0,0.0,26.9
yoqF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,58.8,0.0,0.0,11.3,11.7,10.7,0.0,11.0,0.0
bioD,1771.7,431.4,105.9,566.0,196.7,2163.5,25.5,1023.9,2057.8,659.1,2429.1,3393.9,1648.6,2631.3,9024.3,1958.3,1015.2,3923.9,4359.6,6346.1,326.1,494.7,355.4,1547.5,505.0,619.3,437.3,264.9,1032.9,1728.2,5981.1,1252.1,4333.0,3031.1,3084.4,4623.3,1795.3,5097.2,2241.7,1069.5
nupP,1668.5,899.4,3151.1,556.4,121.5,598.9,483.9,1229.5,1316.0,747.4,1793.8,3502.5,3335.2,1924.4,696.1,1627.8,3681.2,6094.7,3150.2,1548.9,4686.9,11931.8,2169.9,3265.1,2970.9,5074.0,9123.9,7954.2,4512.8,2130.1,791.3,7096.6,4604.0,5414.1,7076.8,768.8,9328.9,7288.0,4531.7,4531.4
xkdT,129.4,0.0,4.2,0.0,0.0,0.0,0.0,11.9,0.0,0.0,139.1,172.5,339.8,363.8,323.4,171.8,281.1,204.3,423.4,330.7,0.0,562.3,1264.2,334.9,456.8,441.9,274.7,206.1,283.2,795.1,54.0,703.0,249.1,17.4,82.5,105.1,427.4,176.9,250.0,88.9
eno,185686.8,43444.4,86340.5,141601.9,107728.5,122149.0,86664.9,46259.5,49824.5,155752.1,47329.4,24716.6,36141.7,35953.1,26892.1,58178.8,24101.0,38292.8,27759.2,25854.9,488255.3,505135.9,192367.3,118424.9,96633.7,457145.3,416739.4,183302.3,160543.4,51050.6,73160.1,12568.9,61228.4,65581.4,31942.9,46116.5,13387.3,67548.1,48135.5,77574.6
gudB,65937.0,22060.7,20987.1,18413.3,12898.7,68207.8,34781.9,16336.0,16655.3,28889.0,17379.9,18685.7,21821.9,13128.9,11423.9,19783.7,16555.3,17994.9,18613.2,14604.5,76764.3,32800.8,38463.2,22497.4,21511.6,66004.2,48968.7,33607.4,27410.8,14992.6,31704.9,16679.0,13305.4,12698.5,6714.4,35570.5,16618.9,15744.7,11511.6,5911.1
glyA,650513.2,60891.5,83089.2,40602.2,23160.1,392538.8,76468.1,52747.1,36991.4,55407.4,44918.6,24608.6,15555.1,12480.8,8536.4,53178.1,30789.5,16849.8,12388.9,10559.5,340310.3,121253.3,65243.0,65187.4,51448.6,452382.9,121413.1,94603.6,90490.0,34365.5,39464.5,11737.4,4011.5,4352.0,4540.5,43445.7,9188.3,6653.9,7416.4,5232.4
trnE-Gly,827338.3,1214447.2,2210614.1,2688076.1,3007802.0,799704.6,1939358.0,562799.4,664465.0,3989900.6,176082.4,261645.0,469133.0,370448.5,791479.7,196213.0,257740.0,322840.2,593822.2,330801.2,1426018.6,5197742.4,1264976.9,796364.1,1157078.9,1455692.9,2243368.8,717907.1,1117913.8,356136.4,396930.4,948893.2,593354.8,325917.2,73582.3,412771.2,445739.7,524096.4,515821.9,356099.4
dnaD,1696.0,2108.1,2767.8,2097.3,1752.7,2640.3,2779.6,1539.8,849.1,1939.7,1792.8,1859.7,2184.6,1683.5,1416.0,1553.9,2209.5,2078.8,1760.9,1393.8,1260.5,1954.8,2925.4,2949.0,2904.1,1437.3,3702.8,4034.8,3173.1,2742.5,1031.0,1024.4,432.4,510.5,424.5,801.6,882.8,1020.6,332.1,179.7
cssR,3360.9,566.5,2492.6,2410.3,1926.4,3632.4,2115.3,962.0,1149.1,1549.1,1770.6,2210.0,1207.8,713.3,599.2,1655.7,2491.4,1350.7,657.8,854.9,3110.7,5717.0,1142.7,325.2,1639.9,5424.1,6867.8,2478.1,2708.3,2137.1,2039.9,777.6,277.9,663.0,542.9,1982.9,609.1,468.5,512.8,556.3
yxkI,0.0,0.0,0.0,0.0,1.6,0.0,0.0,155.8,0.0,0.0,351.0,324.3,313.0,256.8,139.4,329.6,265.7,382.4,280.4,251.3,0.0,0.0,64.7,538.2,4.4,0.0,7.2,10.9,0.0,0.0,741.4,465.9,514.9,219.9,161.5,677.1,875.2,146.4,306.8,199.7
yxeG,5.2,19.7,0.0,30.9,0.0,0.0,0.0,51.4,0.0,0.0,155.7,136.7,157.2,88.7,150.5,52.0,162.0,102.9,142.6,130.8,0.0,0.0,0.0,0.0,12.8,0.0,0.0,0.0,12.4,124.1,92.1,278.8,172.0,218.3,139.8,154.4,119.8,103.2,195.4,168.6
yobI,1.8,0.0,0.0,0.0,0.8,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.6,0.0,0.0,160.1,64.9,176.4,201.3,733.6,253.4,284.3,240.7,540.0,716.8,124.2,236.2,146.1,135.3,27.8,258.6,183.9,96.3,54.9,16.7
purA,569501.0,4232.3,8625.7,14372.3,15175.8,260612.9,6764.2,9774.0,7419.2,11226.7,16076.4,2205.3,2076.9,1663.3,1358.2,21421.2,2174.9,1402.8,1345.8,992.0,117852.5,10108.5,7601.4,10723.7,8358.9,125451.3,11264.2,10346.2,8492.0,6127.3,29393.5,977.4,1183.3,1973.1,4808.5,21323.3,1506.4,1179.3,6486.9,6061.2
yktB,2570.7,873.2,1781.2,549.8,996.5,416.0,949.2,768.5,574.9,944.1,1578.9,2371.1,1915.4,1828.9,1496.1,1257.7,2118.5,1794.9,1339.5,2060.8,2163.8,3108.3,2114.5,558.2,1300.8,4235.0,3534.1,2381.1,1500.4,7132.0,2868.6,1909.4,1401.2,1128.5,1476.0,2269.0,1939.7,1030.3,855.2,992.5
tcyJ,129.6,0.0,30.5,66.6,328.5,86.7,417.3,200.7,21.6,30.3,106.8,34.6,14.9,17.9,8.4,113.8,87.1,46.7,0.0,4.1,0.0,0.0,0.0,0.0,72.1,0.0,0.0,0.0,0.0,11.0,0.0,12.4,52.0,28.8,35.1,32.0,0.0,13.2,8.4,19.7
ycnL,1119.2,85.2,147.7,457.1,1760.9,414.2,538.4,1004.0,213.4,792.0,1181.6,937.2,1040.9,964.9,627.1,1330.8,1039.7,1467.7,793.8,563.6,24.2,268.6,327.9,6.4,93.6,662.0,330.8,34.6,321.9,296.9,213.4,790.2,507.7,1300.3,1498.3,238.7,2031.4,411.9,2060.2,1684.2
bstF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.4,64.6,0.0,446.2,1992.6,3125.4,1922.8,1090.5,535.1,2118.2,2937.4,2337.2,1442.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,0.0,914.3,1281.5,698.1,333.2,157.1,869.2,1717.9,448.4,475.6,256.0
ydeH,392.6,1323.2,2028.1,1140.9,1198.9,28.3,2899.3,649.5,1111.3,2100.7,336.6,812.2,610.7,765.3,869.9,326.0,684.7,757.1,708.4,1183.2,450.2,100.9,0.0,186.4,210.3,282.3,227.0,0.0,569.9,1391.1,252.5,818.0,340.4,420.9,255.9,88.8,971.4,414.0,273.8,54.5
cccA,4398.1,24607.4,8280.4,17897.5,10959.4,5780.7,24538.9,7382.2,12326.5,19939.8,2534.0,9626.2,18806.3,18506.5,14213.6,3047.1,8543.7,21739.8,21656.0,11777.7,75302.9,144091.1,98917.3,72246.0,92040.3,39564.0,109090.1,87502.0,104847.8,20678.7,7671.9,34826.2,40124.1,25429.5,9258.1,7148.6,26179.8,24945.0,32035.4,19601.2
trnSL-Glu2,3478598.7,2118575.0,7043146.4,3101916.0,2439301.4,3533347.6,2758671.4,1883585.3,1288790.8,4143846.8,205439.4,201913.0,480454.4,312018.4,625125.1,311211.2,328160.5,545177.3,640777.8,196222.4,4197591.8,8147773.6,2611829.6,1986247.7,1953253.8,3153085.0,6449841.9,1689077.0,3644814.3,801700.5,1149838.0,1302268.3,1310926.8,547261.2,126320.6,655183.0,308391.6,1248412.7,1227651.2,477269.5
hbs,345554.0,410940.1,287115.3,430422.7,286797.7,375255.2,768187.1,216217.7,217524.3,516683.8,144883.6,198382.9,304433.4,189983.0,157653.4,161302.5,183661.0,227749.2,244315.0,148122.4,1063405.7,788771.6,1177869.2,369609.9,614457.3,601538.3,1000315.9,672215.7,686457.5,310905.5,202777.3,302027.9,262037.3,183153.8,33428.6,230630.3,159108.4,271552.8,171473.7,146920.7
xseB,5429.0,3897.0,6798.7,2174.1,2390.3,4534.9,2595.4,1045.2,1003.2,2856.2,1158.7,791.8,933.1,758.5,467.0,620.7,616.9,925.1,819.5,605.1,8100.5,7636.1,3338.8,1526.3,1889.6,7310.5,4195.0,1111.8,4461.5,1218.6,180.2,701.2,620.3,436.2,602.0,60.0,900.6,829.6,198.8,493.0
dgkA,470.9,1544.7,2656.4,2021.6,2288.8,429.5,2982.9,786.6,440.8,2449.4,1167.0,1356.8,1456.6,1564.6,1710.3,756.2,901.5,1708.3,1565.5,1845.8,32.1,938.8,6.1,12.8,105.3,498.5,316.4,190.2,190.2,521.2,967.4,2218.9,1290.7,2392.7,971.7,1088.3,1623.8,2107.4,1784.4,853.3
yhfK,1444.7,1913.9,2694.4,4147.2,2756.2,1709.0,1588.5,2277.7,2741.9,1917.4,4271.5,7916.6,5186.0,3116.3,3562.6,3762.7,4560.1,6263.9,3702.0,2941.4,9075.1,10339.0,12538.7,6889.4,6179.1,12560.0,30322.2,12237.2,5285.3,3791.9,9372.0,3471.3,4246.5,7415.4,6883.9,5807.2,4611.2,5273.0,6574.6,10758.5
yxiP,4.5,0.0,0.0,15.3,0.0,5.4,85.3,1569.3,325.1,0.0,3570.1,2553.7,2172.4,1459.9,649.8,4835.4,5822.3,4221.0,1908.2,708.0,169.8,0.0,0.0,1457.8,0.0,0.0,0.0,0.0,0.0,0.0,3446.0,2078.6,1081.6,2099.4,785.1,3321.4,1902.5,2506.4,1463.4,95.2
ydeP,3557.0,1195.8,2519.2,1448.9,2496.7,1162.8,1188.3,926.5,1221.8,857.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.8,274.7,0.0,175.5,60.5,33.9,112.1,68.4,11.6,0.0
rpoB,111707.4,109517.8,125444.8,151121.4,115821.9,81650.6,171283.0,54326.6,69017.4,198082.2,23032.3,16034.9,36432.0,35047.9,31824.9,19199.4,14475.9,23008.9,31204.1,28732.5,67781.9,122813.1,134201.2,88638.4,146923.4,73427.9,176199.4,128030.6,156794.6,122189.5,20919.1,51931.9,39593.0,50849.1,37546.2,17757.7,35151.8,49581.7,40179.0,34687.0
levF,106.8,0.0,0.0,0.0,0.0,0.0,0.0,213.3,143.5,0.0,566.2,359.1,773.6,316.2,554.3,657.4,445.8,793.3,829.9,840.8,0.0,0.0,490.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1171.2,601.5,2269.7,1323.5,972.9,1419.7,847.9,1301.5,1459.1,992.7
ypbE,312.5,1237.4,610.9,917.3,691.0,430.8,1175.1,924.9,1024.4,898.5,1396.0,1105.0,1256.5,1722.9,2222.5,1295.1,1535.2,1082.3,1097.4,1944.9,31.3,499.9,414.6,89.7,360.1,24.2,242.2,308.2,454.2,755.0,420.6,1323.6,1575.0,2756.6,2005.8,545.2,1041.7,1885.7,2370.9,2423.0
comK,1858.3,769.5,1713.9,327.3,183.5,699.3,1438.0,417.1,827.1,562.3,833.8,1320.1,403.2,851.1,639.7,1453.0,1394.3,828.7,526.6,671.1,1207.5,618.9,270.5,236.2,1179.1,777.0,0.0,153.2,986.5,471.7,351.6,1279.2,601.9,1125.4,636.9,607.2,699.2,592.7,661.0,1059.3
nhaC,53.6,340.2,96.4,765.2,1042.2,257.3,946.9,299.7,81.8,590.3,43.0,4.2,4.5,0.0,3.7,43.3,13.5,10.5,0.0,32.4,86.2,0.0,145.2,132.2,5.2,74.7,156.7,259.5,403.7,565.0,122.0,84.4,340.8,29.8,151.4,20.2,34.1,46.0,181.3,87.9
yutJ,44977.5,3515.9,7496.9,2255.5,1966.2,35493.8,3461.3,3695.3,2590.1,2870.4,5172.1,1497.3,1912.5,970.7,854.5,4835.3,1482.9,1605.6,1215.7,1138.4,73981.2,30931.4,6076.3,8206.0,6232.7,55779.5,37161.4,16754.0,16134.2,3710.6,8662.1,1406.1,1248.7,1808.6,1036.2,7622.2,1478.0,1754.1,1350.8,1026.2
pucC,5.2,0.0,0.0,0.0,0.0,0.0,0.0,38.3,0.0,0.0,39.7,73.7,125.3,50.3,62.2,26.4,141.3,129.8,20.1,83.0,0.0,0.0,0.0,0.0,0.0,4.3,74.4,0.0,0.0,0.0,134.1,120.4,90.2,0.0,102.5,9.6,34.0,0.0,25.9,60.3
ygzA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,83.1,0.0,60.0,35.7,172.3,37.5,0.0,0.0,80.2,101.3,0.0,0.0,0.0,0.0,0.0,0.0,59.7,0.0,0.0,0.0,245.7,53.3,0.0,77.3,266.2,0.0,0.0,0.0,433.7,291.6
sbcC,378.2,519.1,918.6,357.4,904.9,630.2,616.5,961.0,549.3,243.1,1441.2,1012.5,789.7,520.1,776.5,837.0,744.8,693.0,523.1,553.5,795.3,3021.8,1814.5,2470.3,499.5,1197.2,2659.8,1377.6,1204.9,517.5,1889.2,1412.1,1884.9,2216.3,2434.7,1467.6,2106.6,1961.7,2283.9,2091.2
yoyK/2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.6,0.0,0.0,0.0,0.0,0.0,11.8,0.0,0.0,3.9,0.0,0.0,17.7,154.5,11.1
rrnH-16S,1082280.8,189853.6,13707.9,12124.4,34664.4,1738496.6,26831.8,12733.7,3549.0,43059.9,640.0,10674.3,6340.2,4782.0,11811.6,614.2,1284.4,1549.3,5268.4,3379.8,202107.3,395630.5,41804.3,4155.6,839588.9,3605.3,16177.7,5087.8,3527.6,1208.7,1725.3,2115.7,1853.4,2062.7,419.8,1564.6,784.0,743.1,1236.5,6112.8
yqjF,0.0,0.0,0.0,0.0,0.0,749.1,0.0,34.5,62.6,0.0,25.4,61.1,16.1,92.6,101.8,0.0,6.3,13.2,7.5,100.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.2,64.0,652.4,230.1,302.5,899.9,77.5,467.7,581.0,290.0
yuzL,670.1,42.6,0.0,166.5,2563.8,0.0,0.0,98.0,446.4,89.6,48.0,0.0,0.0,762.5,1338.0,65.2,39.0,0.0,69.8,247.7,923.8,480.9,172.5,1625.6,155.1,0.0,0.0,1450.2,0.0,352.7,0.0,0.0,0.0,2859.7,4767.8,0.0,0.0,433.0,4657.7,7641.9
narH,2786.4,124.0,0.0,135.3,311.7,2397.8,134.6,249.0,156.2,188.2,818.4,112.1,33.3,46.6,43.4,787.2,73.8,36.0,20.7,45.8,8452.3,204.8,142.4,26.3,143.5,31492.9,310.1,528.8,129.9,247.4,69676.3,253.9,106.2,41.1,184.3,39780.5,47.3,68.0,28.9,53.7
hutI,718.2,2294.8,4453.8,758.4,401.9,592.1,1020.3,342.7,627.5,1238.5,116.3,697.2,6175.8,2299.7,4994.0,111.2,336.1,3336.4,3981.2,1508.8,155.6,269743.5,7988.2,4164.2,7213.0,1112.2,210323.3,5816.7,3264.3,3734.2,170.5,155.9,415.3,301.8,609.0,128.7,109.4,93.6,147.8,258.8
yneP,2446.8,1732.1,883.7,3212.8,3758.1,1940.5,1057.1,706.0,885.0,1972.8,601.2,574.8,441.3,442.3,838.9,619.2,294.1,306.2,325.8,705.1,5153.3,1159.0,711.3,480.2,2886.1,5034.3,1134.3,2177.1,502.7,4576.9,798.7,280.8,220.3,200.8,244.7,581.0,498.8,520.4,537.7,900.6
pyrAB,44071.1,1018.6,855.7,2793.0,248.8,29519.5,371.3,1484.2,480.8,379.3,3906.6,723.0,240.6,89.7,88.7,3247.5,528.5,135.1,89.0,68.6,12527.6,239.7,237.1,102.2,219.8,5437.4,247.4,158.8,277.0,310.4,2964.2,29.9,5.5,508.4,108.1,4619.0,94.7,7089.8,22.1,36.9
polY1,243.8,93.3,453.3,718.7,903.0,386.3,364.3,376.7,197.1,215.1,1024.7,897.8,932.6,889.5,376.2,1028.5,1430.4,1348.2,977.7,507.8,994.7,1320.2,234.9,900.3,593.3,1042.8,768.9,1393.7,936.5,689.1,918.6,748.6,358.3,338.8,118.7,396.1,346.8,358.1,290.7,471.9
panD,4426.9,3206.0,2765.9,5082.0,5049.1,4366.7,8119.2,2659.9,2411.0,6055.6,2002.4,1918.5,2052.3,1973.5,4492.0,1703.2,1257.5,1464.5,1861.1,3144.5,752.7,1614.1,6745.5,949.9,6302.9,1460.5,10679.5,2356.0,3686.6,8441.7,1856.9,1923.9,2111.4,1810.9,792.7,2930.7,1419.7,2160.3,2261.9,1595.2
yaaK,17409.2,16139.5,15119.7,20335.9,22150.1,21200.7,20098.4,7780.0,14297.7,23984.8,6703.1,9918.5,7271.6,7068.5,6356.8,6694.6,8404.6,6083.5,5056.2,5929.9,18598.6,15294.6,10728.5,9055.1,29043.8,15976.8,9058.5,8610.2,10476.9,8871.6,3012.2,3495.5,1700.1,1120.6,1573.7,4726.9,2719.6,2834.6,2705.3,2512.7
yrkJ,31.7,12.7,131.4,127.5,42.2,0.0,101.9,19.9,11.8,105.1,0.0,17.2,19.5,5.2,3.9,0.0,0.0,13.3,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,17.4,0.0,0.0,19.3
yfjM,7550.5,3979.7,10547.2,4589.1,3984.5,5966.8,3610.2,901.3,1619.1,3292.2,1197.3,819.7,888.6,1137.8,334.7,1020.1,1280.8,1444.4,588.5,721.2,1315.2,266.4,393.1,36.6,535.4,1779.4,651.5,125.4,491.9,1056.0,1617.4,771.8,394.9,787.4,473.0,843.3,1605.6,926.2,787.0,519.6
kdgT,222.7,0.0,0.0,10.5,0.0,0.0,0.0,3386.3,2118.8,48.5,8871.9,15909.1,28502.7,19649.6,10595.6,8170.5,17759.0,29476.2,23644.8,15528.1,1328.1,0.0,0.0,0.0,0.0,0.0,235.9,0.0,0.0,0.0,1152.6,1206.3,1217.1,820.1,932.0,1324.1,1369.1,2022.8,456.2,965.5
ybcM,21247.9,31938.4,43952.1,15749.2,15124.5,15487.1,42335.1,16285.4,13315.4,15584.8,0.0,3.3,0.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,74252.8,150505.8,91101.1,54233.9,22421.9,59080.8,183963.9,107638.0,88039.6,11695.6,0.0,0.0,0.0,15.8,20.5,5.6,23.7,0.0,17.9,49.0
yfhO,772.2,752.7,1049.0,921.9,1040.0,785.4,830.5,280.8,250.5,644.9,172.4,607.8,659.6,439.3,600.7,224.5,292.0,481.4,350.3,475.8,6246.2,1301.4,782.2,1185.5,806.7,11280.0,1396.6,1815.1,1845.6,736.6,1600.1,132.6,669.1,294.5,306.7,1729.9,146.7,217.4,383.9,246.6
trnB-His,145398.0,67872.2,175983.7,73907.0,76820.3,85800.5,43102.5,54742.4,52606.8,116728.3,51013.1,38573.1,87380.9,66767.2,156450.3,49127.9,44232.1,61199.9,105368.1,54319.7,60387.1,140486.9,59890.7,67375.6,54793.5,38950.6,157552.8,68763.4,69303.5,18424.6,72275.8,186299.2,125221.3,67313.4,18321.0,80244.3,96471.2,126334.5,113868.3,76318.2
hisJ,3159.7,691.4,1325.9,761.7,267.2,1739.5,778.0,589.0,608.6,396.4,986.2,1102.9,690.4,382.8,273.0,1026.2,1475.2,1116.9,596.7,442.1,2145.4,998.4,496.4,982.6,118.7,2452.9,2258.8,601.4,475.8,166.8,1645.8,1430.4,634.8,657.0,396.2,2327.5,1451.2,345.4,85.6,323.1
yvgT,16782.1,12463.9,28031.0,8864.4,5020.5,10336.4,5444.1,6887.4,5789.4,6878.4,6796.2,4458.6,3003.8,3173.3,4311.6,8350.5,6301.4,6462.6,2615.2,3513.3,4478.6,6145.6,818.8,2420.0,1016.9,4604.8,1529.0,571.0,1514.1,2550.6,4246.0,1508.6,1710.6,4148.2,3072.5,5262.4,1587.2,4016.6,4037.4,7873.8
ydfK,47.7,0.0,6.4,0.0,4.6,28.2,0.0,85.1,105.2,0.0,237.3,116.0,114.7,63.4,35.2,116.1,117.0,50.4,26.2,70.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.8,19.3,12.9,0.0,0.0
yebC,625.5,278.4,846.8,937.1,957.4,860.0,970.3,625.7,745.6,1045.8,1144.2,832.0,557.5,554.0,349.7,1149.9,953.7,756.8,375.5,276.9,617.4,530.6,536.1,329.7,3199.9,841.2,1246.1,999.2,1645.7,7673.7,1799.2,525.2,287.0,375.3,890.1,483.6,459.8,210.1,444.6,1300.5
