,Rep2@30min,Rep2@0min,Rep1@180min,Rep1@150min,Rep3@240min,Rep3@0min,Rep2@240min,Rep3@195min,Rep3@225min,Rep1@225min,Rep2@225min,Rep2@180min,Rep1@30min,Rep1@195min,Rep3@180min,Rep1@0min,Rep3@150min,Rep2@150min,Rep1@60min,Rep3@210min,Rep2@120min,Rep3@120min,Rep2@60min,Rep2@90min,Rep2@210min,Rep1@210min,Rep3@90min,Rep2@195min,Rep1@90min,Rep3@60min,Rep1@120min,Rep3@30min,Rep1@240min
uvrB,8.85659215922776,9.43089100847454,7.60381521288979,7.59173452965112,8.10438646073948,9.94945721471243,8.13504199719767,8.303203344231,8.53490257201216,7.99634777729122,8.27109965535424,8.11406108982018,8.27224664785234,7.42642573476575,8.18869441584051,9.0768137374416,7.78761423072058,7.95555563149672,7.56754077838124,8.37184337413603,7.90781147418211,7.89690924910836,7.92055446948374,7.6167097770781,7.92589249248258,7.59273821655562,7.87857465661318,7.7283937724092,7.31039989806574,8.01374615347823,7.62042559943235,9.3390137096002,7.13509834105775
sacP,3.17983798493393,2.2538737792237,6.25041623082921,5.33174088461518,4.7343587978935,2.2741750716885,5.54666291522526,6.50417938893264,7.82412349641092,7.37466352676151,7.48021293967918,6.04565109935302,3.47844189989688,6.29487442913346,6.06498738172766,2.24139651525243,5.18767452506182,5.3455880851123,2.58573631867566,7.40208055336354,4.79083254139308,4.6531551733102,2.91808306593722,3.94472032886085,6.85363621222133,6.73139973579429,3.78761800982456,5.83069249498956,3.77089680002813,2.51407163743088,4.69121514848927,2.48417416896648,4.82087305673722
ylnF,4.71982076872373,4.86407746909903,4.33650883029775,4.48999585698935,5.0253368502219,4.36325950762334,4.86677435092258,4.78107269095578,4.68434557726071,5.06142637313638,4.81148303498838,4.63610468788761,4.77498840471882,4.69299221003162,4.4765946964643,4.84968430078311,4.46101500457794,4.38031998928099,4.94331282848144,4.65411596088465,4.92852957382834,4.58373712072163,4.83022119231047,4.64585000856792,4.81975897356877,4.59457715274491,4.37409606563906,4.46190999464868,4.85302852150191,4.4129643850605,4.66263265541092,4.63931334708977,5.03770482776855
nucB,1.08057486611418,1.37928761945301,1.3716658523251,2.14079153580208,1.30432932975214,1.37187073181405,1.56588022804563,1.97287661009335,-0.164898002630525,1.22561822703789,0.665129171693399,1.14833803322877,1.15204454448026,1.17043477205279,1.74477209030907,1.61518607539005,1.35938413776794,1.68962968801515,0.722167442655552,1.2278000018356,1.42941822737981,1.82267255030693,1.53814803708373,1.15996832648439,1.07121043221456,1.37586390232873,0.902053252583018,0.839583227545481,1.25511872313955,1.00281293152348,0.864169848774146,1.43862445139293,1.52207280719624
yuzN,5.65775231163093,6.93309007853572,5.0619638411,5.08823741243465,4.77234948299584,6.16615115624779,4.70217497910808,4.56907470302007,3.94583292761121,4.71887249776201,4.47986293131077,4.77862070776641,5.59455388002771,4.87980686467211,4.8419136205087,6.87182364509512,5.08549676117903,5.21423005972755,5.96592003108571,4.25060666323699,5.2825089114784,5.30069555747809,5.67201135208321,5.08910617391717,4.64448615299903,4.91193235108178,5.03210010825666,5.03813161531373,5.91444120481449,5.09459772428837,5.62130586145093,5.59735802859749,4.9074991396567
narK,1.21649596973688,1.60470114084833,2.00129501182399,2.38522819450131,2.4563576599497,1.50485679107982,2.64100731582463,3.27007553227576,3.08693235943697,2.49367117627634,2.68191348694548,2.63381317974321,1.3679438550917,2.15248314740048,2.32913383890509,1.3837240680289,2.09166657107052,1.95516537913597,1.69656491380009,2.36360754457389,2.02165504474752,1.50692870539446,1.97465291408689,1.80664134058398,2.57971735024693,2.1146556033315,2.19798926153312,1.74890873605804,1.70689055037091,2.309025973462,1.82194579493588,1.2570837116013,1.93999150657434
yhcZ,3.93337874279877,4.40198844680038,3.62924717910245,3.25617548028425,3.38682654087005,4.60280170777048,3.0477941541734,3.30788789539254,3.09862343092466,3.28525630166418,2.93807226348674,3.14520843337969,3.98272032382349,3.24205945584929,3.11290109826633,4.20672764356622,3.32791729438159,3.5252839059234,3.52108581180847,3.15150788550095,3.36295384905083,3.42876364536196,3.50246747783322,3.4282492836995,3.35158776841645,3.57056881636217,3.47671873573496,3.39967964007543,3.4665125256397,3.53797449106188,3.53670136411107,4.05209881790316,3.39385748853329
scoA,1.08057486611418,-0.360605377034845,1.14593484788564,1.29189513586749,0.815107289168333,0.122508259843562,1.56588022804563,1.53643099317969,1.75739136545767,1.18887135464719,0.863530514297118,1.14833803322877,-0.717944595667231,0.840383718354943,1.2979681941132,-0.0258849275566302,0.371025959428305,1.13840819217551,0.722167442655552,1.4200565935214,0.670927039225207,0.313615993745796,-0.839615534061219,1.12556462716624,1.03030264484018,1.19629029352112,0.99726220893995,0.450416247390806,0.934666633890475,0.596432612343976,1.14413091626888,0.229235968409007,-0.0861488139428991
gerR,5.28318572643759,4.98352646908177,4.65299164673035,5.00255467293568,4.98141182511031,4.84627613784697,4.44867744391362,4.72627479285594,4.50708090960691,4.63256961132223,4.38619893446568,4.76623102261969,5.47018584909349,4.77922643664609,4.87794302865036,5.15256984561318,4.89811757298793,4.81912707076861,5.49927431838901,4.60745740459165,5.0174812049472,4.84336919833306,5.46496175519225,5.18619430853941,4.57507395230154,4.4842319009512,5.12638298410515,4.7252034730958,5.25510697725359,5.24036314125898,4.91649898350031,5.30627455157481,4.50938912660144
skfA,1.27993775666139,0.8354299057688,0.642237405539468,0.607141314284233,1.08035678263032,0.723264498000615,1.12040456544486,0.0314931624286044,-0.407897561736192,1.07265723808647,1.14346577641507,1.5463201390924,0.58958052229999,1.21512300559502,0.839457279851045,0.88953342390214,1.02542190747455,0.542398371064072,2.02995017176292,0.854324925711785,1.40893217083889,0.392152901054943,1.70959359258753,0.940045844946384,1.67687112434359,0.859331618091187,0.834900468280506,0.790013325774437,1.0151842320191,0.766533369051317,0.665746935569118,1.53750684099221,1.89390924248715
repN,6.38183015594994,6.44198117785036,5.49392586403621,5.84784171533193,4.31259671533008,6.11374995979053,4.31254632285521,4.21827327443411,3.87961290346011,4.93399135200514,4.30889789407123,4.79700798944351,6.28550923928265,5.90425812284369,4.81357317275749,6.07940884773144,5.63980368463159,5.66444715354308,6.51616675322743,4.1014547586855,5.93129344430279,5.83482810738387,6.23213370516352,6.11516378371031,4.89858736037824,5.605147671832,5.76307599002188,5.43473500620071,6.20072080754055,5.98426949381034,6.05431371260194,5.97206473478046,5.748884647514
spo0F,5.66668093762583,5.91095309921141,4.81969234393243,4.98411543585679,5.12045626805474,6.05937348991615,5.36127369612804,5.072233243653,5.0965658334036,5.37532159913448,5.13952433934245,4.96903737605715,5.55381847089398,5.10725329061625,5.06026116700897,5.9045258880238,4.9083423874894,4.60672546795826,5.9788278325364,4.95050993896814,5.03763736894715,4.91826505254885,5.65217297340851,5.22530326163004,5.25434172972359,5.09889719524849,4.87383265841651,4.97853082552372,5.64602006296569,5.37274297512157,5.26839665636056,5.28745510665685,5.56260971462183
ywkD,4.25876703144382,4.50939596981788,3.1965226412192,3.13376929561854,4.33815246829823,3.79012671616537,4.43999095476314,4.09392650719645,5.04311580652286,3.85340351194638,4.48990437935042,3.98456444104954,4.20595558518071,3.56196458235892,3.86991459028683,4.22727686181641,3.61063241691449,3.2567298698257,4.1423747405294,4.26069281645583,3.26376975959259,3.37176056338886,3.83439295334243,3.72104160634705,4.06926527028909,3.47246656975282,3.62321795761544,3.44041179391002,3.88956146578126,3.41028691328568,3.67961652473795,3.61607282330427,4.02338027271266
zpdL,1.00748962994893,1.67737056762158,0.279097743091767,0.892453519443102,0.578292935727882,1.22536984285139,0.402761477786661,0.840462986492003,0.307624490199584,0.0630431392170216,-0.0554268348089879,1.22276665358025,0.500929014959251,0.625447467610074,0.839457279851045,1.48471521587725,0.86668955219797,-0.232618728403552,0.840036947696224,-0.195794060047221,1.13730761410328,1.14812714873696,0.792025309133398,1.09032042463848,0.541042816304995,0.106419858505421,1.34972830576857,0.512861087210459,0.988841197440551,1.54205098873012,1.52248437482136,1.07153575355666,0.787513157200255
alsD,5.27542394380772,4.69235831142658,5.32435715044668,5.45736488411756,5.92599432186314,4.49900038728793,5.7950681169164,5.77890070562569,5.72658264921055,5.41563633974784,5.57644204978192,5.77123716741666,4.92945679202893,5.20049491948012,5.62083605790234,4.87780951102961,5.52654824892451,5.44608397065733,5.4444957005834,5.62888298008508,5.43212773131796,5.20875200137552,5.53960571340453,5.4259382946735,5.60538467929818,5.09157209395049,5.34878159873736,5.47254014373146,5.60541622623983,5.47324839813489,5.51339660984867,4.78227579468725,5.89348732101693
ywjC,3.48589866710651,0.783701168281103,4.73649643531299,4.92382624263543,5.25399872226389,1.89244330568262,5.20598786026394,5.23809642212155,5.91193320334683,5.86467810393021,5.91879318235701,5.26600613541092,3.27293528926736,5.31526968638247,5.03102005359278,1.00284195386729,5.11228056358212,4.67668428053407,5.76944803894397,4.93169500102158,5.12500950233533,4.88470267147542,6.56927889329295,5.38652951093825,5.596654478811,5.605147671832,5.11227295861433,5.12065170110497,4.97379481156304,6.21489780277316,4.93867500927259,2.15099275815113,6.13548159800966
ycbD,1.68338248444853,0.285421461411108,2.34662773267079,1.91871622262034,2.17366672720883,1.62661228375435,2.81232814548547,2.59940737935364,2.8166066091479,2.6773197243881,2.9814217563509,2.24479866246728,1.23683729013179,2.08184809122403,2.06633976394126,1.27512764406252,2.14452356624842,1.82849808676426,0.948999531252559,2.75469641218874,1.87999580819387,1.82267255030693,1.25770672783543,1.28992251490358,2.24629411283943,2.19887480852183,1.98220733863933,2.00931552949019,1.31995312294959,1.83000183051385,1.03857277872151,1.45558270084221,2.28165265084294
prkA,2.55477428286437,2.78135773228249,2.37006037173115,2.32256382799935,2.82504850973865,2.52965995717309,2.67101113709501,3.06454527333331,2.71393475758627,2.33455727183611,2.18487149080551,2.71341144715066,2.51601163686225,2.34574236300713,2.70317225171956,3.03737896150765,2.32327900906704,2.08749607658261,2.82373022510744,2.36360754457389,2.72352401244174,2.30099904957656,2.96623517459893,2.84482538829318,2.90795597348199,2.25240796265932,2.22446747345109,2.58988801319614,3.01647775432046,2.74333395189178,2.64718562375301,2.83461995221598,2.52782946482889
katX,3.48589866710651,2.85839328408673,4.84917315925614,5.02076120725641,5.63523124373851,2.11682999607398,5.83537084746975,5.16443403233357,5.85792511054021,5.84266887858115,5.95548865761757,4.92513101551454,3.49575044638889,5.01232225264314,5.06987796695127,3.49990969382853,5.00202605100834,4.89107037459899,5.02440366480951,5.64051649921461,5.33774242632638,5.23828486730208,5.75854379133158,5.56079903856534,5.34887014033026,5.04682282804412,5.51486099686898,4.85139160625469,5.45957311092047,5.32451273229803,5.31435110930448,2.65540767344828,5.47533317948995
zpdG,1.70665667969273,2.18575680143002,2.08863583459435,2.27922245589338,0.815107289168333,2.4328250782853,0.170451507272273,1.35568161431775,0.224698229581499,1.29641788695892,0.800380493035063,1.42546075979016,2.06879035384015,2.21982069629539,1.74477209030907,2.17040436342144,1.90002630815889,1.88415113636396,2.0946270529414,0.189266343983005,2.17510861045298,2.2597021487514,2.4895708950781,1.7625432588582,1.29493113385719,2.08545339072448,2.22446747345109,1.69606374434405,2.3276752164166,2.17037206348427,1.94390158249866,2.10873596750215,1.01981506231716
ylaG,10.8529108321419,10.555446706332,11.2555051034878,11.1290308946127,11.9869510082709,10.7327312397075,11.9312488363853,11.9996886417162,12.4072004947588,11.6795299337742,11.8332538011404,11.7527892243584,10.9273607629124,11.3211099390682,11.8013233518935,10.7979035693915,11.2967870901267,11.1746005252354,10.9374323694576,12.0354920381259,11.1700911741114,11.1907516863962,10.9767882163256,11.3016972176508,11.8235119066217,11.2892130024344,11.2112017629963,11.3774058488185,11.0368828352675,11.0890137955435,11.2236914265721,10.9647537601448,11.3209087460435
fliH,6.64086960780883,5.72376399584871,8.60672503476396,8.08939448853318,5.5338199472187,7.15190126089816,5.9726980844561,6.37357697063107,5.1537208219713,6.43561182896326,6.32153724293339,7.05982155993545,6.87169925800548,7.83397791512741,7.23859764719235,6.58670824818406,8.11786881891423,8.48617203556256,6.82337498670117,6.65962764223155,8.1638356737351,8.75740798820176,7.15140882760344,7.78940869075925,6.93484518986128,8.12229865125789,8.85334972008833,8.33908415367913,7.63867826764443,8.57585967941993,7.8660786465406,7.19052704058769,6.09659323455889
yezE,5.34196420735199,5.58992607967792,4.88214397071096,5.41293875632439,5.86356913323868,5.13240350345674,6.23242351694639,5.89938004623172,6.78028866901923,5.87772425428554,5.75150205464848,5.19383105636905,5.13121309874975,5.08785937508076,5.47283909149919,5.36485038378962,5.27915748586524,5.54723371894139,4.89872935152889,5.89804457804538,5.0225467078886,4.97358812305885,4.74997096428647,5.68412389997735,5.87312037784067,5.20961583309925,5.16448871918897,5.23620466387636,4.79529567931196,4.67900420257476,4.60371061657439,4.8797292232228,5.7440222772544
yqaB,1.88045456454683,1.2707430451498,1.41736925172691,1.62183830387266,1.19668505205651,0.926621196861098,0.935016224612062,0.907674997126104,0.0430115334085144,0.901533972183278,1.24181635106496,1.14833803322877,2.00575150436005,1.98194374675168,1.42329439540567,1.3837240680289,1.7714964434845,1.46473163723337,1.77759130123023,0.623699320188135,1.50857175694916,1.10213974195551,1.77284661792779,1.40913196635111,0.900122181464451,1.11191557556417,0.529846118305122,1.25939889450615,1.77013015934082,1.10786624736464,1.88421197101028,1.68859483963996,1.32777874206324
ureB,1.45506618248408,0.285421461411108,0.374871463531886,0.420279261854739,1.0184749864042,0.828522931563383,0.884691957865587,0.840462986492003,1.38977284923065,1.26145232141221,1.57935467210721,1.10963246014413,0.406471270656909,0.625447467610074,1.12425363117119,1.0563248293832,0.908039733222278,0.396933615568542,1.23379343054253,1.30780236930009,0.563811838358722,-0.159780506358395,0.792025309133398,0.680462266125455,1.18740302945096,0.464970621344889,0.529846118305122,0.169493776468643,0.146516649012536,0.403561531880546,1.0109307073781,0.93309540537572,1.21984783918939
yvrP,5.41972337883989,5.33978237960677,5.77854273847436,5.53311696756381,5.48030945994142,6.13827027695257,5.6743548782374,5.30817969875939,5.13112980924183,6.19972089999954,6.11158943330147,5.33474182553367,5.71275178486748,5.70423174710674,5.3695542960022,5.63911187350177,5.33138624841056,5.62142975114646,4.78574784051101,5.92524866802861,5.50028413630777,5.5608112141094,4.93071705930043,5.19865941766106,5.64487684609626,5.87634446618729,5.27311532789725,5.71427104394914,5.09760829885825,5.01916318365128,5.31435110930448,5.97647760707234,5.68266544139546
ybzI,5.31571521902239,5.17638912313447,5.29558220330919,5.23013518676777,6.31347970319559,4.63580630843903,6.34604496265697,6.20846706510828,6.6282757063289,6.03997074117681,6.48859354551787,5.95985132707332,5.27013262266032,5.81180654644425,6.0456232757938,4.85157646938179,5.48957094078146,5.08956727406964,5.13616650152696,5.88179922274611,5.43466339247046,4.99890619771362,5.36971593092662,5.36272623991099,6.04725339291414,5.55809102530741,4.9028127524611,5.65146937535149,5.14012095503153,4.99025581450466,5.15458361264846,5.21211883907218,6.81790094284481
trpF,1.31064223910265,2.35481217753844,0.910534484239355,0.459638131396748,1.25151092032644,3.16862438839196,0.402761477786661,0.354175103211385,-0.0572011910743625,0.85538221284336,0.800380493035063,0.943506775495603,0.862911790570505,1.17043477205279,1.19626827587356,2.41522126504455,0.247601715970455,-0.399796708752617,0.722167442655552,0.800031965489844,0.215933525225787,1.10213974195551,-0.002080272509023,1.05419362025481,1.17469506184427,1.30162287150235,0.800114343699988,0.450416247390806,0.0980462143847435,1.76723617607708,0.393419591414889,2.19204697992281,-0.393848498290293
tlpB,7.2873092756802,6.93531429479173,7.77788187732727,8.12272549538112,6.19609781681345,7.09183203959046,6.36681729038493,6.33289120534242,5.23806491256926,6.08316225019078,5.94640192004747,7.03421594457301,7.45600646854956,7.86257089187548,7.03947239630658,7.02219636613405,7.89338181306263,7.88966869101992,7.66426730609733,6.05696517629159,8.15790134643993,8.14847332337186,7.7667620380435,7.69541621206096,6.97918117813414,7.55827973670152,8.23194114875174,7.83802005522242,8.17122668702958,7.9351797358313,8.09805782485118,7.31818476747019,7.26918651785236
dynA,6.17419543808025,6.62443639640629,5.66116150675103,5.75498922523633,3.45848805098287,6.90854152173185,4.140937481105,4.02748851229379,3.58769809888974,4.78191500083184,4.26863656566197,4.52283177162495,6.28218803597305,5.68648828574008,4.5540120087896,7.0040222025705,5.65658131143177,5.89640462804366,5.52296832210951,4.23022031698242,5.5618902083897,5.60063395438521,5.4125496574864,5.18201522329474,4.65461583524146,5.73892732347923,5.63938867107937,5.68913947506614,5.63544514432088,5.69283683409279,5.83736877439926,6.52911808884584,5.03505339514922
mrpA,7.95378874066522,7.71162711333777,9.27884324286684,8.98965545644393,10.2895008454528,8.06316175525326,10.4059139737735,10.3046743420672,10.9184429541463,10.0091018009331,10.0999341768854,9.64416222407964,8.00243997431357,8.8173647131183,9.98114092062278,8.11590610003108,9.14981282577199,9.24464861071426,8.01981089341119,10.3015105427672,8.77016741307911,9.23077236700369,8.06080793857996,8.51376029319399,9.6190780292206,9.25620599259009,9.12488709076465,9.24340083624391,8.37915892990428,8.64567691894834,8.80681852978022,8.16036748721844,8.81232614583533
yjcH,6.37821094882366,7.3753423459415,5.22022345427259,5.48266208354764,5.4425189013145,7.2164582605656,5.49936872342725,4.86801652374311,5.20329318486898,5.80218582621496,5.78246904652327,5.23711908640389,6.40941107175033,5.50942580709251,4.97837712141323,6.53818945657118,5.10340776433511,5.33397717787674,6.38977967950662,5.41975673937896,5.47955933427761,5.32091323346914,5.90690462567537,5.55918877317974,5.33213746085107,5.57526128498373,5.32756456231356,5.13561219424058,5.83902501012532,5.79862410683205,5.68391064997784,6.01201958326299,6.13918994882246
xkdW,2.62974397923221,2.19568692851337,5.74532848525848,4.79511873104719,4.63990698203807,3.69589820532445,4.76612038464026,4.68376571150221,4.50708090960691,4.69614027329959,5.319214869589,5.28783990347203,3.06448320103594,5.23073624148853,5.17163639896189,3.26455506352757,5.16012888919031,6.03603097651558,2.27289126616168,5.17509240340869,5.99624622574217,6.21027807230844,3.90667871449561,5.6512468837642,5.4375838878736,5.63190487422288,5.65772087744002,6.6422391504303,4.30436111694821,4.7374753345372,4.70637434279,3.99524480973439,3.98542943377753
fpbP,9.3383222171618,9.12276848203447,8.96140898321234,8.88082535298148,9.12361490248029,9.16317147809113,9.26134038990945,9.40811784735329,9.39065888808626,9.26083969110547,9.25124864249657,9.1191278545579,8.76411252526406,8.81248770106149,9.29884594091561,9.52181845080587,8.96884357700621,8.8650606351683,7.05483395554588,9.40219066295236,8.62341015729053,8.81533823355684,6.79125385510378,8.08125861840835,9.08279299636887,8.99216412182356,8.95270886482546,8.91886655590372,8.73886441186255,7.23353449829011,8.77005979697693,9.90296222526782,8.4076786167514
ysxE,2.79086441291214,3.13616219864761,2.18426942986219,3.08426323430282,1.89244689955797,3.63190209685969,1.20486869656316,1.84153858444471,0.224698229581499,0.707346804654351,0.800380493035063,2.17152717758735,2.12918964195115,1.61594214263761,2.14122881394637,3.66824883925148,2.42648625370915,2.74800425842646,2.86139087823841,2.11944986686802,2.38894148329863,2.94659043773128,2.83160262968006,2.37386013516683,1.60458454225414,1.39978553016868,3.21145260409574,2.54576866161113,2.5954886485857,3.39479923806274,2.08314014162881,3.06202770889228,1.3954927877235
bmrB,4.05624022698948,3.73857600921918,1.5046491928772,2.2901804769935,2.67267844192153,3.27952605544432,2.44656561492826,1.84153858444471,1.63427790114036,1.54926893272956,2.57277184724725,2.22682670175052,3.35109356044331,3.07233167561867,1.2979681941132,3.46077752141774,2.46855355177195,1.77061173961607,3.64502760261735,1.87874626596257,3.14492533882852,1.6416244922857,3.68619328983203,3.53695972135743,2.39870910485182,2.02521352524242,2.4875558831728,2.53075720262359,2.79111259880333,3.27019109172127,3.23007093784434,3.81971818918386,4.00181647167251
trmD,7.44698721149924,6.92527820598542,7.35020936998423,7.66748951221163,6.39640549081526,6.86860513707383,6.32732619079506,6.56139082810163,6.00650148785667,6.20433102788278,6.2241435220452,6.93531564352577,7.56490579523524,7.29012645347102,6.79613475977216,6.9700237895476,7.51857082890182,7.63303739908444,7.57216168360528,6.39470068256096,7.58153800841276,7.60186214433108,7.42283317525823,7.32659547797909,6.77146581812087,7.01792429547419,7.61115574891264,7.42471007897127,7.56786881564169,7.59546305376839,7.6991245200907,7.20783301494558,6.80395141289556
phrC,3.66885221466753,4.07618738514985,3.40372635371665,3.032997822286,2.02423943685625,3.98771137655763,3.01307639351009,2.42685943968843,2.60339239489335,3.48791626206708,3.38807490127902,3.25568976556578,3.21837367059715,3.9031633162998,2.57855678339193,3.34734668641496,3.02376528702364,2.76786563977153,3.2989284065672,3.28597707742567,3.04889132097779,2.61117823121437,3.69846299133713,3.31831069859966,3.41652307779327,3.7810111134247,2.85261305484641,3.71729301599833,3.14728722413234,3.2588292697846,3.09836599824731,3.46932880206653,4.27331784213695
yfmG,2.76891989695819,3.33345011566437,1.73867539164605,2.09153000828721,1.08035678263032,3.35193635780215,1.56588022804563,0.617711854228687,0.531143391400372,1.8609412763403,1.24181635106496,1.85791737018729,2.72614070258572,2.40480796376864,1.69592462232428,3.20067155804596,1.7714964434845,1.88415113636396,2.55158532564403,1.14309942357257,2.69842203711358,1.878302298293,2.63284154051669,2.66486812562143,1.99311917059576,2.30402556385782,1.90245836894133,2.33726494382188,2.48673723061274,2.19442631994013,2.47579378016571,3.16871576528817,2.43433699706961
yhdW,6.29779200169983,6.77152446934046,5.51378637087957,5.72602764025672,6.56956770988266,6.48269100497758,6.47600821328457,6.27679474799245,6.56226065661671,6.02310849011824,6.05183847568547,6.07231492339617,6.28633834684538,5.74955859779433,5.99730490701278,6.70550418474097,5.6880794388813,5.70750501881802,6.71183023802895,6.26291908387527,5.98071396795641,5.47093888061791,6.44310242773217,6.14230461814821,6.14509908895626,5.75408536692641,5.59821860267572,5.52650726547895,6.08812590893904,5.93871492730436,5.91025280999356,6.19460296210985,6.41581828133417
kinC,6.5885836416019,7.04202349971284,6.02540908536106,5.97552205928617,4.17045587660546,7.29403248826021,4.61225154151663,3.9578426395711,3.05127972336383,5.14053013383646,4.10841146894293,4.75059277391125,6.65000252426336,5.99675054095721,5.03264380982916,6.98389198041415,5.8319899659089,6.12534261815329,6.56120379261684,4.43559253372002,6.00053122974318,6.1063688756687,6.30214627327865,6.0695169168346,5.07990503340598,5.80423897904773,6.08455803631725,5.7438622136437,6.60092965441887,6.23460649761721,6.13094840671961,6.7315196529745,5.54780548543349
yrrB,5.66668093762583,5.44551489097203,6.37073330443682,6.19619727571909,6.17852127583714,5.9571732152865,5.72885951922403,6.09769811851699,5.5737216338478,5.83228185943384,5.74941376191891,6.2158927689599,5.7695934888564,5.86535914228229,6.24766895044056,6.23536607649533,6.21017347053991,6.36260359926597,5.78422937846812,6.10253934925861,6.16379237510654,6.48682543873384,5.65006876553142,5.75757501712743,5.92146261460352,6.00180336011851,6.43635260360305,6.22154737780755,5.99358195007783,6.24615992614019,6.26423663403413,6.27701411399349,5.01635565901586
sppI,7.37390665874819,8.0508058567616,7.32307653683667,7.34806459563327,7.45099731381399,7.83330361057994,7.43004815121643,7.07780131869953,7.37972649434494,7.63797378379979,7.65325827149899,7.24085834322399,7.40041826896251,7.63917486575135,7.08048694173681,7.63366037537748,7.23506731227295,7.14432824216502,7.26569792337723,7.46449937661981,7.26666637681246,7.09109206048347,7.1375824585373,7.11547263986475,7.37549627712331,7.52127526875993,6.83035869154067,7.22644279661663,7.42535880833848,6.9203727601354,7.5115235882096,7.27296151432955,8.01388869849852
dppE,1.24856556267824,1.8381556482341,1.64573186813155,1.53237586504583,2.35984825061272,2.88727997374692,1.65864847552819,1.90870165207081,1.8978363879933,1.73914819914414,1.94318516365538,1.36100921826925,1.70206312441072,1.12431792724651,2.04699392360654,2.2868552481996,0.86668955219797,1.51260351980428,1.29011217331575,2.16312124584766,1.52769972086779,2.12820659170148,1.16643561090895,0.940045844946384,1.60458454225414,1.57809348712784,2.17101598691358,1.33046952776184,0.819803973413388,1.84527566843954,1.74013250746259,2.28035817424824,1.10318473516155
yppC,0.355160953461443,1.11201301693455,-0.404782056724889,0.109848135620195,0.294822510592779,0.241645562210563,0.602800231585938,0.907674997126104,-0.164898002630525,-0.0205543151133272,0.349376565500489,0.353601717116916,0.305393092578715,0.557658722079731,1.00900725043664,0.318588481887198,0.247601715970455,0.235140085694703,0.801807211499652,0.189266343983005,0.0320520728484398,0.392152901054943,0.792025309133398,-0.299004332749782,0.705980117759992,0.163426878393476,0.349134018289878,0.245016652288185,0.662034712145012,0.766533369051317,-0.0549178347221219,0.752763132685867,0.0876788414701691
gpsB,7.44569098488607,7.09006381462268,6.44777493005044,6.8196831953614,5.26736275716313,6.7576154503448,5.52012218057125,4.93398568356119,4.54175210970656,5.9495035561026,5.11702442017074,5.78050727265884,7.41413815270369,6.71954522932775,5.47826565333066,6.83020850294663,6.38875191269615,6.56275181069423,7.35751096788456,5.08430539220646,6.89081265278229,6.70923796369627,7.3998501841321,6.9679327630866,5.83056724759753,6.33912108816817,6.69726464520802,6.25960302963425,7.05388350738133,7.0541446767122,6.88254389401945,7.06423550189643,6.87461441267343
rho,8.77137797595352,9.23791546649191,9.35889000254933,9.36205011458989,9.96069479978562,9.30721435015113,9.79074429928634,9.9792345557142,10.0307768230756,9.63324966294441,9.67418102079211,9.71939596945521,8.79429843343141,9.27752989151593,9.7371409958251,8.99817615396034,9.43438008533834,9.40622861602619,9.19650873644398,9.81019640334772,9.39721991182064,9.35070091920515,9.41140735007414,9.60726312773956,9.56561546472251,9.20462100848023,9.50099839487628,9.36687279040773,9.37755222607989,9.43327109850352,9.42743472860939,8.761264775584,9.24201767435201
fusA,13.2329617299997,12.3784845190452,14.8510722954729,14.5410765710894,15.5060802061314,13.1356293727112,15.4098725244475,15.6151758084778,15.9401592965825,15.1990076194596,15.4709882587902,15.2697970792227,13.36083280882,14.6019586026655,15.3796448188505,13.0381777505297,14.6978023547816,14.6883865250357,13.0032541372962,15.6041063737005,14.3472364855406,14.7195905310875,13.4374367202057,14.2833949368387,15.2292222193163,14.7848822791871,14.547502265415,14.8722004460736,13.6790995580022,14.1281454707246,14.2212233484827,13.6506804028577,14.1456667914676
B4U62_RS22730,0.375053863340116,-0.340949215916088,0.295834405324242,0.379816435760551,-0.0136653465473705,-0.790375107802202,-1.30596340460787,-0.820973297232381,-0.240652764407995,-0.751080899872034,-0.87252565648525,0.088124641835598,-0.317285397370235,-0.200931608428524,-0.217655548016511,-0.47929901159906,0.0651562068787639,0.235140085694703,0.142511526254194,-0.158759491249473,-0.118020637374729,-0.19839343367655,-0.170365632923025,0.0815988675757421,-0.0216859953672427,-0.738760057188013,-0.034556481359362,0.169493776468643,0.393837681893333,0.58410372847858,-0.0168643977766183,-0.178269679719198,0.314518549861
fliJ,5.63366891049482,5.1938344802408,7.43354804754471,7.01355924816847,4.08246713388055,6.38900529054173,4.88608908064888,5.14715474635127,4.11078573417315,5.01756914033281,4.91199281201575,5.7587836356414,6.28633834684538,6.58395843393302,6.08528088394624,6.03264008004216,6.99354141465269,7.32736873103272,6.4589703666476,5.3993593621198,7.15999539960777,7.77076124412686,6.3999277857551,6.54588685816579,5.52851992590721,6.9054552038019,7.80042705234622,7.21063457319928,6.88113982865153,7.55974003522021,6.93588446254065,6.24932208345743,4.79916022379349
